Gene = Hip1
index = 1211
Annotated 5SS: [ 299 1412 2202 2368 3179 3671 4142]
Annotated 3SS: [ 989 1470 2257 2431 3234 3736 4198]
SMsplice 5SS: [ 830 1412 2202 2368 3179 3671 4142]
SMsplice 3SS: [ 989 1470 2257 2431 3234 3736 4198]
top_k =  500
Partition function (log Z): 6.241627041588256

Sorted 5' Splice Sites (High to Low Probability):
Position 3671: 0.9956711837370692
Position 3179: 0.9833167938586913
Position 4142: 0.9731991454329572
Position 2368: 0.8752739590816184
Position 1412: 0.8008081275463266
Position 2202: 0.5493285677028699
Position 3328: 0.47457151941639253
Position 830: 0.30961096567340873
Position 299: 0.27128781904288896
Position 303: 0.15575218666241755
Position 390: 0.14179568261425554
Position 919: 0.1342653542060859
Position 1239: 0.10603616654556723
Position 1971: 0.05393911387039863
Position 762: 0.052384777779792426
Position 1297: 0.049827844989240276
Position 1719: 0.032776469686817425
Position 4655: 0.029074944919565453
Position 4876: 0.024415942312828925
Position 4872: 0.02106027622500415
Position 1587: 0.010479748321155493
Position 4036: 0.009877934899841923
Position 866: 0.00958085992105623
Position 938: 0.009044700243529531
Position 2134: 0.00893226945039983
Position 940: 0.007638448577652017
Position 4393: 0.007029930203908441
Position 238: 0.006662687640413163
Position 1633: 0.006087657152771842
Position 766: 0.006053674547087217
Position 1552: 0.005050808445263112
Position 704: 0.004029113918375091
Position 141: 0.0036758587000570715
Position 1651: 0.0034858338939291957
Position 4421: 0.0029823679615970985
Position 3665: 0.002904535061317827
Position 3090: 0.0024084076152298154
Position 4325: 0.0022308054709777743
Position 3371: 0.0021666022689041334
Position 388: 0.0017416778044675272
Position 760: 0.0017287194557171828
Position 252: 0.00172728394621003
Position 4532: 0.00166287147083965
Position 2471: 0.0015203464493587253
Position 714: 0.0014214735990670125
Position 561: 0.0014026073219084328
Position 1630: 0.0013276326906516242
Position 381: 0.0013079092729936846
Position 256: 0.0012504952394060095
Position 2886: 0.001214307767349043
Position 173: 0.0009861013461719918
Position 2531: 0.0009860223514784035
Position 164: 0.0008678464808534528
Position 638: 0.0007440010719159442
Position 1416: 0.0007197776340155424
Position 4808: 0.000691657351389344
Position 1132: 0.0006357279040793385
Position 463: 0.0005955373382049202
Position 1754: 0.0005617164013545459
Position 4408: 0.00047033439237269443
Position 645: 0.0004476734208441377
Position 800: 0.00040822931315339636
Position 1250: 0.0003751181158126799
Position 1768: 0.000290018705084091
Position 182: 0.0002654659303319833
Position 2117: 0.00021217483957411998
Position 1292: 0.00016987207564040274
Position 1674: 0.00016070760132023878
Position 1151: 0.000149537780289567
Position 404: 0.00013983599889406525
Position 3290: 0.00012592673789608243
Position 368: 0.00011778989700563854
Position 286: 9.674333928389254e-05
Position 1889: 8.585329099058858e-05
Position 768: 8.342645661911013e-05
Position 2436: 8.09031688577471e-05
Position 822: 5.183831627622909e-05
Position 2654: 5.099682367756161e-05
Position 885: 3.915925839357736e-05
Position 2651: 2.13955120958824e-05
Position 37: 1.922114691849299e-05
Position 229: 1.8530669595374363e-05
Position 3764: 1.4638098778740132e-05
