Gene = Ance-2
index = 20
Annotated 5SS: [ 328 1331 1944]
Annotated 3SS: [ 383 1382 2000]
SMsplice 5SS: [ 281 1331 1944]
SMsplice 3SS: [ 383 1382 2000]
top_k =  500
Partition function (log Z): 1.0830099535760727

Sorted 5' Splice Sites (High to Low Probability):
Position 1331: 0.993296565643766
Position 1944: 0.8748202619510532
Position 281: 0.7890246797806478
Position 1924: 0.09860735282475946
Position 328: 0.09239947432366834
Position 575: 0.03625333636121028
Position 194: 0.026744289021264363
Position 1190: 0.018448778015683745
Position 2201: 0.01347109033701194
Position 1508: 0.010554790890800263
Position 1533: 0.010498023071432678
Position 1935: 0.00973012048097557
Position 1521: 0.009435629475503818
Position 1709: 0.008303808972790165
Position 2060: 0.00625398384179144
Position 2191: 0.005126467668737891
Position 1722: 0.003934323188967514
Position 579: 0.0029632274771616528
Position 628: 0.0026159226227500244
Position 2182: 0.0015117790348518599
Position 1689: 0.0013750507110739784
Position 47: 0.0011894219308123059
Position 72: 0.0007594871672135199
Position 860: 0.0005110885225110743
Position 272: 0.00040382445758843145
Position 297: 0.0003684365518385441
Position 285: 0.000367435648695087
Position 299: 0.0003629464911804285
Position 1607: 0.0003150606272801355
Position 1071: 0.0002683926050706701
Position 390: 0.0002151199558030868
Position 1625: 0.0002031541315445434
Position 240: 0.00018190826889494943
Position 1839: 0.0001791789347676401
Position 1149: 0.00017099252567406772
Position 322: 0.00016911159964505141
Position 608: 0.00015035096286914972
Position 1312: 0.00014774167198353382
Position 902: 0.00013221812106609254
Position 807: 0.00013111807070137835
Position 290: 9.986623145235803e-05
Position 229: 9.764254617986923e-05
Position 346: 9.334564318971699e-05
Position 1176: 9.175403782909953e-05
Position 1295: 8.130326891787234e-05
Position 26: 7.301241454738727e-05
Position 55: 6.848690847709624e-05
Position 1741: 6.808798346630331e-05
Position 242: 5.374429037327371e-05
Position 552: 5.1235673962837876e-05
Position 1335: 4.838722096243601e-05
Position 80: 4.794766372293698e-05
Position 86: 4.768363233868348e-05
Position 871: 4.422693365210984e-05
Position 1350: 4.190130185669616e-05
Position 570: 3.848087270280449e-05
Position 77: 3.790862991321353e-05
Position 58: 2.727230886951327e-05
Position 2293: 2.703948866725488e-05
Position 309: 2.6041192380687766e-05
Position 1893: 2.3992266218867128e-05
Position 2167: 2.2160390349414892e-05
Position 974: 2.188662017266285e-05
Position 2314: 2.1811522678864486e-05
Position 1487: 1.9189621320624834e-05
Position 1643: 1.807829982324068e-05
Position 83: 1.665405439685454e-05
Position 198: 1.6190634498523183e-05
Position 708: 1.1218065765750386e-05
Position 758: 9.020288255351925e-06
Position 138: 7.819551371260216e-06
Position 2034: 7.801457224470621e-06
Position 1261: 4.451183798360053e-06
Position 2100: 4.436487299190642e-06
Position 2064: 4.391482106687467e-06
Position 486: 4.1043282031425156e-06
Position 184: 3.7381071391909657e-06
Position 97: 4.020704343168132e-07
Position 1058: 2.9967717982469836e-07
Position 531: 2.6514987688940094e-07
Position 41: 1.1511571150340339e-07
Position 1249: 6.063734104141038e-08
Position 1110: 5.662548442725797e-08
Position 1252: 4.2675303655861255e-08
Position 1275: 4.2556406983703226e-08
Position 1768: 3.889038138107508e-08
Position 819: 3.813687111031086e-08
Position 2017: 3.7988455258461104e-08
Position 1287: 3.163985679345157e-08
Position 497: 3.07120691572299e-08
Position 1900: 2.8550759920380638e-08
Position 2025: 2.7339767588855678e-08
Position 181: 1.1586252466971475e-08
Position 2102: 8.143811831953983e-09
Position 750: 8.10982299211681e-09
Position 760: 6.954828335324708e-09
Position 1358: 5.2215803899850636e-09
