Gene = Sgs3
index = 1497
Annotated 5SS: [42]
Annotated 3SS: [114]
SMsplice 5SS: [42]
SMsplice 3SS: [114]
top_k =  500
Partition function (log Z): -7.21037287001042

Sorted 5' Splice Sites (High to Low Probability):
Position 42: 0.9953348447629609
Position 46: 0.002789029341262762
Position 71: 0.0017216612205958025
Position 250: 0.00031167542644247923
Position 5: 0.00013201260737917062
Position 190: 1.0353755733941592e-05
Position 199: 5.398482484038485e-06
Position 1001: 9.185272173678048e-07
Position 64: 4.742569857355193e-07
Position 154: 4.430519207098661e-07
Position 338: 4.388779650987902e-07
Position 163: 3.4095445343215526e-07
Position 1080: 3.02840881464224e-07
Position 988: 2.421926570978555e-07
Position 1025: 2.2373083256731006e-07
Position 458: 2.2310423069377255e-07
Position 1014: 1.4709212084098205e-07
Position 1052: 1.08061019356947e-07
Position 945: 5.6175442147555204e-08
Position 215: 4.2920141410780677e-08
Position 1007: 1.7586274870701646e-08
Position 1040: 1.4718522489959398e-08
Position 1115: 1.3455733176385637e-08
Position 98: 4.192092352033596e-13
Position 144: 2.2069513115745218e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 114: 0.9990933947734324
Position 317: 0.00039570908414429277
Position 857: 0.00014376088155644182
Position 542: 9.142127502962881e-05
Position 482: 7.129055717914744e-05
Position 437: 7.037645653313419e-05
Position 527: 6.363473474147717e-05
Position 407: 4.383509806842077e-05
Position 587: 3.93322408765208e-05
Position 812: 3.4523227257447244e-05
Position 362: 2.8751697027934123e-05
Position 647: 2.1412808324287944e-05
Position 872: 2.12107385612246e-05
Position 393: 2.077964222513454e-05
Position 752: 2.0433201391321075e-05
Position 302: 1.8623928996887512e-05
Position 722: 1.705788989753087e-05
Position 782: 1.6548124872213394e-05
Position 677: 1.5623712647376786e-05
Position 572: 1.2196511973839764e-05
Position 557: 6.6256633653138375e-06
Position 797: 6.070352596826417e-06
Position 422: 5.49856919506089e-06
Position 602: 5.336086169579475e-06
Position 377: 4.5057945059643555e-06
Position 617: 4.177313915814485e-06
Position 1163: 3.7171821166743107e-06
Position 662: 3.608611923282277e-06
Position 707: 3.5228587667714445e-06
Position 827: 3.430501395919506e-06
Position 842: 3.274130485721478e-06
Position 767: 2.9121938234705166e-06
Position 1012: 2.796123726641167e-06
Position 737: 2.515765684751865e-06
Position 632: 1.955120718670704e-06
Position 932: 1.531260072877254e-06
Position 1148: 1.4632771802859745e-06
Position 914: 1.3823040168050725e-06
Position 692: 1.2549177932808784e-06
Position 874: 1.019492009502285e-06
Position 1167: 7.608127185375444e-07
Position 118: 6.835695683826238e-07
Position 888: 5.185477362841542e-07
Position 968: 3.7340577539266206e-07
Position 962: 9.119847101399883e-08
Position 1020: 4.150378556838854e-08
Position 79: 1.4220110549367188e-12
