Gene = spict
index = 1887
Annotated 5SS: [368]
Annotated 3SS: [865]
SMsplice 5SS: [368]
SMsplice 3SS: [865]
top_k =  500
Partition function (log Z): -4.202623152948387

Sorted 5' Splice Sites (High to Low Probability):
Position 368: 0.9467234645872921
Position 793: 0.38038762110927715
Position 115: 0.23838124624766716
Position 541: 0.050027736189864475
Position 109: 0.007446924735030969
Position 133: 0.0053738247040971505
Position 348: 0.0020513782971932756
Position 688: 0.0017634415566635062
Position 1128: 0.001302905346438669
Position 1204: 0.0012955317287800094
Position 291: 0.001283686132653043
Position 1414: 0.0006009243151871521
Position 1409: 0.0005721726682108275
Position 1497: 0.0005229013470016354
Position 432: 0.0004433068535595866
Position 492: 0.0003075132657534844
Position 1781: 0.0002786600020350784
Position 460: 0.00026533265095191326
Position 80: 0.00024754482237081726
Position 560: 0.0002366308177686486
Position 1048: 0.00020975052439680983
Position 184: 0.00020517742907753556
Position 372: 0.00019903524692712317
Position 451: 0.00017923256731783107
Position 1201: 0.00016181786537093287
Position 186: 0.0001576255183800301
Position 301: 0.00014641304321126272
Position 1425: 0.00014355857075902344
Position 1329: 0.00012248942382613395
Position 636: 0.0001098728533843869
Position 1597: 9.925485097964172e-05
Position 1519: 8.714485177574975e-05
Position 29: 7.617173632037529e-05
Position 119: 7.0098514552421e-05
Position 465: 5.0312413197157413e-05
Position 436: 4.5427695109945044e-05
Position 752: 4.2614539965015045e-05
Position 418: 3.2133440722234476e-05
Position 420: 2.383365421703673e-05
Position 1432: 2.214925191257048e-05
Position 783: 2.1994351858854424e-05
Position 1156: 2.0432304392527186e-05
Position 1741: 1.719811172508656e-05
Position 398: 7.319319570747583e-06
Position 620: 3.212279413606574e-06
Position 211: 2.9407201674965973e-06
Position 309: 1.5270360583681263e-06
Position 582: 1.1869319178259787e-06
Position 434: 1.0949100571463932e-06
Position 339: 1.030872888646046e-06
Position 12: 9.905459286505019e-07
Position 245: 7.435998603284044e-07
Position 4: 2.1283307559392944e-07
Position 1521: 2.1785035182027035e-09
Position 524: 4.2480302794251853e-10
Position 442: 9.38202208250078e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 865: 0.9205347734051728
Position 739: 0.2986404202957056
Position 251: 0.21457666820750312
Position 620: 0.0812025926552134
Position 418: 0.05793860817508177
Position 691: 0.03168949546082003
Position 540: 0.013414314839505212
Position 270: 0.00473731744399321
Position 769: 0.0037343143622009787
Position 1479: 0.003199052579770951
Position 651: 0.0017665507699237953
Position 1626: 0.0014686254526310885
Position 432: 0.0012203077685065248
Position 1546: 0.0010824631329842845
Position 1260: 0.001040160919940874
Position 290: 0.0009878403268994986
Position 267: 0.0005019647522311557
Position 1571: 0.00042470873541966493
Position 483: 0.0003663394007165147
Position 1761: 0.00036112777998776105
Position 747: 0.0003310201343950241
Position 1900: 0.0002907193053644125
Position 460: 0.0002472520939472883
Position 752: 0.00022520361027886213
Position 791: 0.00019993679934178146
Position 1456: 0.0001917159129673398
Position 180: 0.00015888678694323094
Position 804: 0.00014609874250121353
Position 1066: 0.00012999684380720155
Position 507: 0.00012389788302862134
Position 1638: 0.00010344901236939548
Position 1207: 8.499096102637158e-05
Position 465: 8.239440557610433e-05
Position 812: 7.264275006228427e-05
Position 958: 6.056583702855417e-05
Position 1414: 5.0144859707831e-05
Position 1409: 4.96681496834238e-05
Position 1650: 4.666432243707777e-05
Position 492: 3.996348524656242e-05
Position 1273: 3.9015670916870595e-05
Position 99: 3.056692006562721e-05
Position 974: 2.767267814749741e-05
Position 880: 2.6816784817341173e-05
Position 1423: 2.3403242586659645e-05
Position 877: 1.764060914902105e-05
Position 1919: 1.7305173433726817e-05
Position 451: 1.72342375046339e-05
Position 139: 1.581717360938615e-05
Position 990: 1.468620414485267e-05
Position 760: 1.1837528511266176e-05
Position 1913: 5.8843629331261665e-06
Position 136: 2.6263130143801003e-06
Position 496: 1.9992940786862525e-06
Position 501: 5.014996389733443e-07
Position 108: 4.5947262505748613e-07
Position 85: 7.848768853241148e-08
Position 287: 7.306408955810497e-08
Position 313: 6.609700800652194e-08
Position 339: 6.295694922937418e-08
Position 74: 5.17311950567028e-08
Position 335: 4.130996983996009e-08
Position 372: 2.7695127701439923e-08
Position 389: 1.3963151863654152e-08
Position 368: 3.6588846439426527e-09
Position 319: 1.685105421461538e-09
Position 56: 8.863564928371718e-10
Position 300: 6.722202980285725e-10
Position 64: 1.5039639601957963e-10
