Gene = Obp69a
index = 1343
Annotated 5SS: [107 247 404 569]
Annotated 3SS: [167 311 465 621]
SMsplice 5SS: [107 247 404]
SMsplice 3SS: [167 311 465]
top_k =  500
Partition function (log Z): -2.1508808202366865

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.8834608662854526
Position 404: 0.833235023818366
Position 107: 0.6393714019545012
Position 569: 0.2871549478344019
Position 251: 0.067472906147979
Position 243: 0.018043297955415788
Position 547: 0.010241526330827507
Position 394: 0.004577456792120087
Position 385: 0.003255463519844148
Position 408: 0.002887245257485061
Position 198: 0.0018272418119152675
Position 38: 0.0014046184405176443
Position 111: 0.0009914545741973788
Position 96: 0.0008704841964273851
Position 557: 0.0007031867064592771
Position 367: 0.0006035305799497887
Position 578: 0.0005278938528280133
Position 508: 0.00028366715826681586
Position 551: 0.00027083445115911193
Position 325: 0.00012036447820736818
Position 719: 8.06577131165616e-05
Position 675: 5.74166626015383e-05
Position 329: 3.468017444663393e-05
Position 290: 2.2505306273982208e-05
Position 54: 1.891099813253083e-05
Position 608: 1.4278039023054429e-05
Position 369: 1.418706136323408e-05
Position 314: 8.178744055511336e-06
Position 662: 6.323049908577379e-06
Position 708: 4.756715652308566e-06
Position 269: 3.4881751145721365e-06
Position 501: 2.5881211708096845e-06
Position 168: 8.575055770252699e-07
Position 148: 1.5826234493712975e-07
Position 151: 5.3902511785541746e-08
Position 154: 6.136077214008913e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 311: 0.9367384965757096
Position 465: 0.8558250939738078
Position 167: 0.6408855107992147
Position 621: 0.30166666930511105
Position 353: 0.009891350128627718
Position 446: 0.006428334343176079
Position 611: 0.0022348861770532993
Position 496: 0.0010053213285050554
Position 594: 0.0008574521780526093
Position 96: 0.0007964778419233254
Position 148: 0.0003318383064001496
Position 768: 0.00016155222322849187
Position 194: 0.00014764859199344738
Position 662: 0.00011345221495624196
Position 197: 8.645196637081226e-05
Position 339: 7.463419352905192e-05
Position 722: 6.412806365022082e-05
Position 630: 6.260164054893282e-05
Position 763: 5.763988469432405e-05
Position 507: 4.119917453092119e-05
Position 775: 1.832758386902827e-05
Position 547: 1.785103587097106e-05
Position 325: 1.6960152838662e-05
Position 623: 1.6606645892021192e-05
Position 567: 1.5309031995934716e-05
Position 708: 3.838083361796998e-06
Position 699: 3.4610283993169222e-06
Position 230: 3.2545845884220894e-06
Position 780: 2.879930018152191e-06
Position 255: 9.30539291911598e-07
Position 234: 6.382504175917214e-07
Position 104: 5.284888016992162e-07
Position 246: 4.181383759932658e-07
Position 361: 3.738959841157387e-07
Position 367: 2.0011226174188038e-07
Position 107: 1.044431087510499e-07
Position 206: 2.1285766527577232e-08
Position 251: 1.3565554858263533e-08
Position 237: 1.8154497876491205e-09
Position 111: 1.188213268841595e-09
Position 202: 2.5468227700244204e-12
