Gene = tral
index = 1917
Annotated 5SS: [ 514 2001 2899 3196 3609 4012]
Annotated 3SS: [1499 2356 2964 3378 3670 4084]
SMsplice 5SS: [ 514 2001 2899 3166 3609 4012]
SMsplice 3SS: [1499 2368 2964 3378 3673 4084]
top_k =  500
Partition function (log Z): 17.71711672980778

Sorted 5' Splice Sites (High to Low Probability):
Position 3609: 0.9955687177265226
Position 2001: 0.9933258540675802
Position 514: 0.9676571260694062
Position 2899: 0.9389368636445015
Position 4012: 0.8706957522994068
Position 3166: 0.7427441572325165
Position 3196: 0.2101173466134871
Position 4185: 0.08487123166722937
Position 5295: 0.0766025405332894
Position 1312: 0.05792932843381127
Position 3170: 0.042852293575206625
Position 5290: 0.03994959439127964
Position 4601: 0.039324045054147896
Position 5471: 0.03654283561861609
Position 1158: 0.03471845118321175
Position 232: 0.033238071475415604
Position 1102: 0.019816396916601964
Position 2911: 0.016553050357053706
Position 4732: 0.013959410200853613
Position 14: 0.01373714596757619
Position 4180: 0.013132788476361745
Position 755: 0.008324787589761132
Position 1439: 0.00783068424235984
Position 5695: 0.007403171005859412
Position 2416: 0.0038182111468360288
Position 2639: 0.003728222853833315
Position 5496: 0.003548002105428959
Position 3999: 0.002896750254154504
Position 3178: 0.00258721062541856
Position 4008: 0.002243181733490655
Position 3275: 0.0022246165166112685
Position 5486: 0.0021905640047393017
Position 1096: 0.002062011270854998
Position 5611: 0.0019372626742782584
Position 5301: 0.0018754340724358434
Position 5223: 0.00171713258815083
Position 2654: 0.001487032951282579
Position 4446: 0.001398692563017568
Position 4452: 0.0010968899288536077
Position 5810: 0.0010604296048787908
Position 359: 0.0009334520365665483
Position 82: 0.0008644295348992916
Position 2789: 0.0007657679935666317
Position 578: 0.0007068162457327004
Position 705: 0.0006466641034287054
Position 4971: 0.0006090284419461628
Position 2005: 0.0005828572327920184
Position 5639: 0.0005546983490817365
Position 4612: 0.0005508865368662667
Position 1142: 0.0004979471392284544
Position 1429: 0.0004250878346152919
Position 1134: 0.0004074596608940446
Position 477: 0.0004003205964152136
Position 4016: 0.0003505001579005654
Position 5028: 0.0003409104812542971
Position 1027: 0.0003161682592646399
Position 518: 0.0003088716009437484
Position 928: 0.00023307391759690447
Position 1195: 0.00022335221740667107
Position 555: 0.00021679594038276725
Position 1298: 0.00020301640410520962
Position 832: 0.00018947025469154822
Position 1886: 0.0001614243319612673
Position 5802: 0.00015314101634289836
Position 719: 0.0001229935215526842
Position 2232: 0.00011642690806050792
Position 511: 0.00011392904831117216
Position 4313: 0.00010478831987874743
Position 2256: 0.0001037689010439119
Position 5011: 0.00010235228197366383
Position 4623: 9.72424221130048e-05
Position 1088: 8.509642930393901e-05
Position 2009: 8.417300735502021e-05
Position 4235: 7.961420235921557e-05
Position 4822: 7.23683082059195e-05
Position 623: 6.857736490652612e-05
Position 3319: 6.708155572285454e-05
Position 2269: 6.59907352202998e-05
Position 4505: 6.546018252374747e-05
Position 255: 6.519818640098461e-05
Position 675: 5.6928114037395115e-05
Position 210: 5.248275021691714e-05
Position 4458: 5.128593070240585e-05
Position 2294: 4.785154905795858e-05
Position 266: 4.7056930124287044e-05
Position 4978: 4.405277550289172e-05
Position 868: 4.341274139739585e-05
Position 3094: 2.9269146381001847e-05
Position 732: 2.8063413491610938e-05
Position 634: 2.5302039957489282e-05
Position 208: 2.4318297970878142e-05
Position 18: 2.2340087671567207e-05
Position 84: 2.1546420359287794e-05
Position 679: 2.126269003949722e-05
Position 2606: 2.019938054758286e-05
Position 2047: 2.0078775916674478e-05
Position 383: 1.7399924531251832e-05
Position 1607: 1.67127204233622e-05
Position 877: 1.4055748702740608e-05
Position 587: 1.4054284519399292e-05
Position 3107: 1.3834168424004071e-05
Position 1350: 1.288699190194827e-05
Position 2777: 1.1581156356686861e-05
Position 1512: 1.0707304944742949e-05
Position 1237: 1.0683392573017658e-05
Position 2011: 1.0369886160404129e-05
Position 1042: 1.0082841646896428e-05
