Gene = kek2
index = 1738
Annotated 5SS: [ 1166  8857 24608]
Annotated 3SS: [ 8810 24576 39250]
SMsplice 5SS: [1166]
SMsplice 3SS: [39250]
top_k =  500
Partition function (log Z): -50.71696656685731

Sorted 5' Splice Sites (High to Low Probability):
Position 7137: 0.9890177774447984
Position 4997: 0.7341248293682057
Position 5747: 0.7213666608545013
Position 1166: 0.5800971868908217
Position 2671: 0.3005419458869319
Position 197: 0.2756408203120496
Position 6000: 0.21602404150717192
Position 9725: 0.19456631497335494
Position 5966: 0.17460394424619552
Position 5983: 0.07561586111140034
Position 8857: 0.048347315573445786
Position 6066: 0.044250868569942974
Position 374: 0.03755136556697029
Position 5378: 0.034040734395788606
Position 4743: 0.029822597288278598
Position 6688: 0.02681506798869604
Position 820: 0.02493018668472257
Position 8914: 0.024299747400136157
Position 6375: 0.023620720102986933
Position 6245: 0.02276112097024048
Position 5718: 0.02157997849514755
Position 6352: 0.019082226622973878
Position 5974: 0.017888574726420206
Position 6072: 0.017232038433686113
Position 186: 0.012589784694456065
Position 973: 0.010772325582181275
Position 653: 0.010525111412638781
Position 10280: 0.010300198466107358
Position 5877: 0.00893014625803721
Position 4423: 0.008390096159212152
Position 5287: 0.007611040131677768
Position 55: 0.007209482817528431
Position 5260: 0.00638233576816392
Position 452: 0.006147415115101175
Position 338: 0.005889841499205429
Position 6620: 0.00576096598596103
Position 48: 0.005272767597006162
Position 2445: 0.0049414027524286915
Position 212: 0.004678298022247396
Position 5943: 0.004662026879252014
Position 4354: 0.004618766308704471
Position 5426: 0.004022709537828349
Position 9060: 0.003783788647438886
Position 2463: 0.0037787111253582313
Position 5932: 0.0035779458532254845
Position 5839: 0.0034026632098127403
Position 2215: 0.0033393288477513846
Position 3950: 0.0030894292110415483
Position 270: 0.003026641539740061
Position 133: 0.0030176125311770453
Position 948: 0.0029845241118835394
Position 917: 0.002661067773947464
Position 200: 0.0025940867883662375
Position 6013: 0.002535545041696668
Position 4343: 0.0022284688800235488
Position 942: 0.001705409734827869
Position 2684: 0.0015959699267905473
Position 5402: 0.001573138113338404
Position 90: 0.0015069750959507482
Position 2116: 0.0014777207852384434
Position 4487: 0.0014510707940535454
Position 2439: 0.0012388249243415513
Position 7021: 0.001238149361513751
Position 6221: 0.0011950763983637207
Position 538: 0.0009711979908243641
Position 5521: 0.0008731704549621861
Position 215: 0.0008425282484106925
Position 798: 0.00071797779090492
Position 1755: 0.0007008579077385231
Position 1571: 0.0004000528057269232
Position 236: 0.0003777083262230329
Position 1674: 0.0003574467669052621
Position 1148: 0.00031323921108373544
Position 5307: 0.00029722820248389155
Position 278: 0.00023283525966507016
Position 280: 0.00021121818854881222
Position 2063: 0.0002103929795658144
Position 282: 0.00020037195781136177
Position 954: 0.0001951050927901294
Position 650: 0.0001835539007305038
Position 2104: 0.00017676102027908207
Position 984: 0.00017110512392046095
Position 2083: 0.0001685880498112237
Position 1621: 0.00014681787845072545
Position 1777: 0.00014244764199210021
Position 956: 8.786766166396803e-05
Position 967: 7.953336831163832e-05
Position 667: 6.161801532349656e-05
Position 5929: 4.51063202370531e-05
Position 274: 3.7412813959303625e-05
Position 1348: 3.2505995654124036e-05
Position 248: 3.1308950263111504e-05
Position 1699: 3.0047821521407066e-05
Position 704: 2.7808682079734668e-05
Position 276: 2.4266971849743697e-05
Position 450: 2.1782026657999138e-05
Position 616: 2.051231911777537e-05
Position 4306: 1.9208019204415886e-05
Position 84: 1.690647397962244e-05
Position 104: 1.4655836133868632e-05
Position 365: 1.3731120470008985e-05
Position 286: 1.3312798789239867e-05
Position 1355: 1.2364981136304465e-05
Position 4639: 1.0931387595025466e-05
Position 951: 1.0503103981274336e-05
Position 7159: 9.941522248241943e-06
Position 694: 9.526084906137647e-06
Position 946: 9.21990121584624e-06
Position 889: 4.496562138528995e-06
Position 1124: 3.577345812726899e-06
Position 992: 3.3333487023437884e-06
Position 256: 2.915254826460273e-06
Position 900: 2.370741061245112e-06
Position 2131: 2.341892964608838e-06
Position 292: 1.1112239223889054e-06
Position 320: 5.371949784594352e-07
Position 145: 5.281728082822397e-07
Position 76: 1.2491748897305586e-07
Position 38: 9.513468207445458e-08
Position 1311: 2.0109251056548574e-08
Position 1191: 3.485268136420009e-10
Position 1197: 1.8207885765574328e-10
Position 1170: 1.46971441428845e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 14828: 0.844149879481279
Position 5826: 0.6960237677164142
Position 5086: 0.6790803495516223
Position 6456: 0.5816326798376918
Position 4257: 0.4237426130702936
Position 2582: 0.26389068636068513
Position 4828: 0.2013699277837819
Position 9582: 0.19289524456934654
Position 6990: 0.13825377749492043
Position 6799: 0.1190914418586571
Position 4095: 0.07700866795814862
Position 8810: 0.060693568714934684
Position 13374: 0.05559898981502867
Position 6032: 0.05070945291870313
Position 5047: 0.04572971810141017
Position 4219: 0.04199862018581136
Position 5057: 0.03952545921765634
Position 6128: 0.03346908207049684
Position 1054: 0.024009498247148747
Position 5050: 0.022487664421572386
Position 5502: 0.021596210236113498
Position 11266: 0.020668799502519895
Position 12785: 0.0197803124504088
Position 7357: 0.019649220121498782
Position 8305: 0.01833551563095234
Position 4907: 0.017157559327748595
Position 4401: 0.01646626557041347
Position 13571: 0.015547229580892058
Position 5673: 0.012598398601160122
Position 9793: 0.012544110313333487
Position 5909: 0.010740843507015424
Position 839: 0.005861088689255158
Position 10352: 0.005483804861948663
Position 1771: 0.004449837219881696
Position 2263: 0.004313476084890193
Position 3697: 0.004313249290314466
Position 3667: 0.003853133771192539
Position 9867: 0.0037080190471131718
Position 10934: 0.0031102430692200173
Position 2042: 0.0028762148901247887
Position 1243: 0.002874668171983904
Position 2295: 0.002697831538411451
Position 2193: 0.0022542611737610295
Position 297: 0.002001400963074274
Position 2015: 0.0018009009149460614
Position 9855: 0.0017381201061853681
Position 1405: 0.001642579149450944
Position 10001: 0.001588974356624974
Position 1011: 0.0012354110132979446
Position 1390: 0.0011746060272834454
Position 10372: 0.0011128191150887514
Position 236: 0.0010090965630611356
Position 2087: 0.0009004747149900363
Position 10072: 0.0008413795194550421
Position 1252: 0.0007532804143378475
Position 8484: 0.000708187512907354
Position 10049: 0.0006771087414857464
Position 1365: 0.000562555575926994
Position 9937: 0.0004969339601242268
Position 946: 0.0004911158609235575
Position 1552: 0.0003393382782861132
Position 6308: 0.0002567854525627825
Position 8913: 0.000251863714696937
Position 1699: 0.0002006796415053441
Position 1776: 0.00019813399047853542
Position 3987: 0.00017758609237171098
Position 767: 0.0001741962625348303
Position 515: 0.00017255837296557556
Position 1197: 0.00015828507802419955
Position 9957: 0.00015809391865547934
Position 1654: 0.00011721335508456912
Position 433: 0.00011403358326745014
Position 7489: 0.00011273710023126957
Position 689: 0.00010175133985615771
Position 2214: 9.418969089043624e-05
Position 2272: 9.116034090999983e-05
Position 2833: 6.764033200504586e-05
Position 7308: 6.12121477604306e-05
Position 1514: 3.981054748110064e-05
Position 7412: 3.145820899291637e-05
Position 8278: 2.939105637367403e-05
Position 7383: 2.786587238480877e-05
Position 7325: 2.6719214171657286e-05
Position 845: 2.2446516902011338e-05
Position 951: 2.003551487716792e-05
Position 558: 1.880260038410537e-05
Position 7454: 9.598075203481524e-06
Position 1348: 8.861403259619101e-06
Position 889: 7.802701610250318e-06
Position 6312: 2.784910787992916e-06
Position 338: 2.5022820011208995e-06
Position 787: 2.4234952897513635e-06
Position 240: 2.107871424716341e-06
Position 569: 1.8346958352367017e-06
Position 2169: 7.147150498330368e-07
Position 2093: 6.861518078508458e-07
Position 2268: 6.733674612244292e-07
Position 657: 1.0966749443658174e-07
Position 719: 1.0094499991705793e-07
Position 538: 7.679706044248976e-08
Position 1092: 5.6129060027642806e-08
Position 2764: 4.930263330247191e-08
Position 1108: 4.7067487196263675e-08
Position 2787: 3.78066186058956e-08
Position 820: 3.756446022968858e-08
Position 2748: 3.383062542338602e-08
Position 2722: 2.699898654282508e-08
Position 2761: 2.6864920006863042e-08
Position 365: 7.849882736569952e-09
