Gene = Cyp6a16
index = 1117
Annotated 5SS: [ 508 1127]
Annotated 3SS: [ 563 1717]
SMsplice 5SS: [ 508 1127]
SMsplice 3SS: [ 563 1717]
top_k =  500
Partition function (log Z): -5.1865563305617055

Sorted 5' Splice Sites (High to Low Probability):
Position 1127: 0.6842190465616066
Position 508: 0.6344952130341209
Position 1140: 0.2310136212122027
Position 1284: 0.2119283223569135
Position 2547: 0.11309922891411239
Position 681: 0.0592440731805236
Position 513: 0.05883541677139055
Position 777: 0.04679882971203751
Position 2011: 0.03627980942548161
Position 496: 0.03152006711260876
Position 2635: 0.017258432497546727
Position 2005: 0.010860234802367273
Position 1371: 0.006996521993357796
Position 1298: 0.0055717722931045485
Position 2541: 0.005028059831180719
Position 2157: 0.0045541701817641885
Position 2080: 0.004472403851256613
Position 2543: 0.003961454905098674
Position 1526: 0.0038704452732346967
Position 2441: 0.0038638994191388973
Position 479: 0.003525535123260276
Position 1496: 0.00308683135944993
Position 1623: 0.0029869585309619134
Position 715: 0.001895777917191319
Position 1458: 0.0016082829320105576
Position 1333: 0.0013707475748585914
Position 223: 0.0006623128056417551
Position 1131: 0.0006064706477610167
Position 501: 0.0005197531936825555
Position 688: 0.00028847088822826897
Position 1259: 0.0002716199105024255
Position 289: 0.00027060347815593885
Position 386: 0.00024031781860332506
Position 1989: 0.00023940795999947208
Position 1248: 0.00022789403567085247
Position 1144: 0.0001896177337239289
Position 839: 0.0001265148445509666
Position 162: 9.866840527620895e-05
Position 1407: 8.863468595554789e-05
Position 435: 8.473744140919728e-05
Position 71: 7.911667741052427e-05
Position 1253: 7.543991105685628e-05
Position 280: 6.932158288999805e-05
Position 3028: 6.845511377463745e-05
Position 2203: 6.11104521218086e-05
Position 524: 3.980873710155949e-05
Position 360: 3.7734221164013943e-05
Position 834: 3.051925644944983e-05
Position 721: 2.9254439122099402e-05
Position 166: 2.437220647082627e-05
Position 422: 2.1171351318384704e-05
Position 316: 1.0900504920368371e-05
Position 3: 9.61428111546574e-06
Position 1276: 9.226792530338263e-06
Position 781: 9.024159455188045e-06
Position 460: 8.998890652016685e-06
Position 671: 8.728571848245443e-06
Position 441: 8.226745439606612e-06
Position 402: 7.255140590370717e-06
Position 451: 6.480036716048597e-06
Position 1037: 6.175506963486302e-06
Position 1168: 5.901827537148204e-06
Position 1428: 4.83364502939028e-06
Position 215: 4.038332359616118e-06
Position 1251: 3.7386061360088798e-06
Position 943: 3.6690920452724693e-06
Position 612: 3.3579561036154113e-06
Position 395: 2.4661599082243634e-06
Position 8: 2.4089916974792288e-06
Position 1002: 2.1764224213406575e-06
Position 238: 1.940031529382787e-06
