Gene = TBCD
index = 1537
Annotated 5SS: [1072 2263 2744 3278]
Annotated 3SS: [1128 2323 2810 3329]
SMsplice 5SS: [1072 2263 2744 3278]
SMsplice 3SS: [1128 2323 2810 3329]
top_k =  500
Partition function (log Z): 3.241567226097525

Sorted 5' Splice Sites (High to Low Probability):
Position 2744: 0.9981347958632915
Position 3278: 0.9871424445630187
Position 1072: 0.9648707574895905
Position 2263: 0.9431276311580962
Position 1881: 0.4252600115904627
Position 2402: 0.07531592728028488
Position 1370: 0.056342353547365796
Position 2094: 0.04473001977050873
Position 1362: 0.03471085370801032
Position 2411: 0.031163348133569784
Position 450: 0.028946771162736834
Position 2912: 0.01764446983865412
Position 207: 0.016894649736385915
Position 1248: 0.01615347334488612
Position 3882: 0.013005361593566543
Position 1061: 0.009550352956753551
Position 2908: 0.009420675645679997
Position 2480: 0.009024941649190087
Position 272: 0.008626433226067173
Position 2384: 0.007648826770842965
Position 533: 0.006776995110310348
Position 1542: 0.0063653052167691486
Position 429: 0.005953969905427462
Position 958: 0.005403289499291808
Position 282: 0.004944670031776963
Position 2097: 0.004908848985221749
Position 1839: 0.0037988595397513685
Position 3405: 0.0037882697961650127
Position 1816: 0.003786169638092319
Position 2083: 0.003354600069709643
Position 1420: 0.0032705115402291546
Position 3630: 0.0031897889206990533
Position 407: 0.003006756283628274
Position 505: 0.0027036336702618404
Position 1677: 0.002340744616282094
Position 51: 0.0023006676217230604
Position 1083: 0.002261883757810696
Position 2283: 0.002231775544869264
Position 2534: 0.0019190123633685452
Position 2026: 0.0015402244781003408
Position 576: 0.0013992127087277323
Position 1614: 0.0011421201727760254
Position 444: 0.0011040785362088602
Position 2389: 0.0010366686722181086
Position 3463: 0.0010181990250494029
Position 3564: 0.0009961613887807138
Position 94: 0.0009028491137456974
Position 2958: 0.0008037319854918504
Position 989: 0.0006638540077774313
Position 3240: 0.0006444548937328245
Position 1782: 0.0006443028848527785
Position 3831: 0.0006203823552015976
Position 1374: 0.0005977141643267226
Position 1841: 0.0005428464313122456
Position 1538: 0.0004951492515635109
Position 3054: 0.0004905489550355398
Position 2987: 0.00047956683209131594
Position 3495: 0.00042734822768129225
Position 767: 0.00042019751255680627
Position 3258: 0.0003964944750029575
Position 524: 0.0003852100223756364
Position 3444: 0.00034905597324637306
Position 1719: 0.00033306628118680114
Position 485: 0.0003219923879189104
Position 860: 0.00030770615335344885
Position 263: 0.0003012827434948799
Position 566: 0.0002867653408399036
Position 3163: 0.0002804795718196673
Position 596: 0.00024957413913084125
Position 2626: 0.00024468091213849597
Position 2709: 0.00023874642295396254
Position 455: 0.0002254559706080042
Position 1002: 0.00022360511648689723
Position 2397: 0.00020950550132438177
Position 1717: 0.00020840205016017696
Position 962: 0.00015235519631744983
Position 3335: 0.0001461546381177908
Position 335: 0.00012901166752615683
Position 719: 0.00012801181889774796
Position 1177: 0.00012621808998561758
Position 1577: 0.0001254716078783647
Position 560: 0.00010969430270857039
Position 2895: 0.00010795529076791965
Position 2722: 8.364209635257293e-05
Position 36: 7.18015648151224e-05
Position 3023: 6.46346306389452e-05
Position 3948: 5.787475388684909e-05
Position 2713: 5.0956687598068054e-05
Position 2956: 4.3313687679067496e-05
Position 2761: 4.093516308586686e-05
Position 2748: 4.06947807784351e-05
Position 663: 3.837008806148119e-05
Position 6: 3.6479178365390384e-05
Position 3282: 3.37326279003604e-05
Position 1029: 2.788800153189776e-05
Position 855: 2.7680845557116277e-05
Position 944: 2.6947084871937564e-05
Position 3285: 2.323316892198687e-05
Position 879: 2.2462809092370866e-05
Position 2892: 2.0342099743339584e-05
Position 3002: 1.8619161678866624e-05
Position 654: 1.5828787792867268e-05
Position 717: 1.3269540089627167e-05
Position 2667: 1.2161843407776081e-05
Position 98: 7.541439724250784e-06
Position 489: 6.550145400250324e-06
Position 9: 5.925024401279175e-06
Position 2764: 5.83738095951235e-06
Position 668: 5.687917769232725e-06
Position 287: 5.342735273094478e-06
Position 118: 4.706210614984296e-06
