Gene = Ptip
index = 1392
Annotated 5SS: [ 352 3275 3863 5534 6942 7235]
Annotated 3SS: [ 730 3331 3936 5639 7002 7296]
SMsplice 5SS: [ 352 3275 3863 5534 6942 7235]
SMsplice 3SS: [ 730 3331 5001 5639 7002 7296]
top_k =  500
Partition function (log Z): 10.109820690278546

Sorted 5' Splice Sites (High to Low Probability):
Position 6942: 0.9952853345509234
Position 7235: 0.9948914696926766
Position 3863: 0.9761627098365443
Position 5534: 0.9754461549266028
Position 352: 0.9403761308059224
Position 3275: 0.8557333728023073
Position 4858: 0.21318544683792523
Position 7446: 0.1823559106510711
Position 3008: 0.13359703864690292
Position 986: 0.0910519671113865
Position 6336: 0.07686300436689988
Position 3464: 0.0603778164959778
Position 2492: 0.058370354558821495
Position 952: 0.05499281189069932
Position 6329: 0.03648718499492418
Position 866: 0.03158485569634825
Position 4854: 0.021977678121409477
Position 1668: 0.018142772971412903
Position 1163: 0.01742470248710443
Position 3446: 0.017177494165174723
Position 406: 0.01591287864587957
Position 5538: 0.01580052528355506
Position 2505: 0.015289229700080788
Position 1598: 0.014367663238831572
Position 5813: 0.013216727916306957
Position 4841: 0.011283289811309835
Position 2147: 0.01096271919243254
Position 454: 0.008494443992481655
Position 1502: 0.007072615995478657
Position 7397: 0.006796353914729962
Position 1148: 0.006236507108522393
Position 402: 0.005651154260028768
Position 6417: 0.005130281106855313
Position 2474: 0.0050731996720077156
Position 538: 0.004952300056862654
Position 1079: 0.004944561655585021
Position 7414: 0.004814363515643262
Position 1180: 0.0048127896021010405
Position 6203: 0.004213712191492532
Position 2126: 0.0036983277728057356
Position 1098: 0.003553742722619388
Position 7998: 0.0033681509785029114
Position 7239: 0.003348118649436187
Position 7406: 0.003207907192907735
Position 410: 0.002712062887143634
Position 1035: 0.0026617017361026084
Position 4888: 0.002637255966329388
Position 316: 0.0026046975369075596
Position 6615: 0.00258364493528548
Position 479: 0.0025267473202567215
Position 2111: 0.002475760023483118
Position 3728: 0.002423211145907337
Position 1601: 0.0024112399472569963
Position 6946: 0.0023586586195097994
