Gene = IPIP
index = 1222
Annotated 5SS: [ 417  629  936 1345 1631]
Annotated 3SS: [ 509  691 1008 1411 2071]
SMsplice 5SS: [ 629  936 1345 1631]
SMsplice 3SS: [ 691 1008 1411 2071]
top_k =  500
Partition function (log Z): -0.1536270706694871

Sorted 5' Splice Sites (High to Low Probability):
Position 936: 0.9927969962911622
Position 1631: 0.8918048782230388
Position 1345: 0.8516851051450887
Position 30: 0.5081976822736377
Position 629: 0.4809558649423218
Position 625: 0.24280285294097811
Position 417: 0.10090108550884963
Position 1877: 0.06457232899976305
Position 124: 0.06401804962728648
Position 2348: 0.03871410929118142
Position 633: 0.013438169575896674
Position 72: 0.012948974198703223
Position 398: 0.011897714330777194
Position 2380: 0.011411937961415876
Position 128: 0.0092923957386735
Position 761: 0.007245245100790994
Position 2324: 0.005530162655333703
Position 1668: 0.004751377681178277
Position 1672: 0.004612131256968861
Position 1888: 0.0038732557233377425
Position 726: 0.0035222355584298847
Position 444: 0.0032104175601505593
Position 567: 0.002630459954064702
Position 284: 0.002477499931097791
Position 442: 0.0024296417006114605
Position 403: 0.0020819716210851292
Position 1677: 0.0017295168577163276
Position 1164: 0.0016640825729542562
Position 1280: 0.0014495847108351256
Position 2236: 0.0013985382916860717
Position 1457: 0.0012934855070851437
Position 141: 0.001167825595807263
Position 768: 0.001138350848200885
Position 2354: 0.0011244621257084514
Position 898: 0.0008415992727222932
Position 24: 0.0005778017117469965
Position 318: 0.0005140772484576178
Position 2213: 0.00044002359723210405
Position 192: 0.00037868888460690717
Position 2410: 0.0003559271478418061
Position 1658: 0.00030590096649062853
Position 8: 0.00027534354097505316
Position 2394: 0.0002640259050545507
Position 1641: 0.00025022997099695984
Position 2340: 0.00024018139871009902
Position 562: 0.0002227260355903562
Position 489: 0.0001894838301578987
Position 2343: 0.00018537256102244782
Position 389: 0.00012100450992911377
Position 164: 9.06272065053497e-05
Position 588: 8.837065620905515e-05
Position 339: 8.0749808010697e-05
Position 1247: 7.247471770807878e-05
Position 267: 6.771183401522247e-05
Position 132: 5.232373121547542e-05
Position 750: 4.553296998148453e-05
Position 1154: 3.2669099629114923e-05
Position 373: 2.4023624895317346e-05
Position 98: 2.204753462921488e-05
Position 1131: 2.093650531497306e-05
Position 1316: 1.696513698302622e-05
Position 307: 1.5412336978511356e-05
Position 458: 1.4935225286168757e-05
Position 197: 9.327077212672432e-06
Position 2301: 7.842234252926817e-06
Position 1094: 7.224108991090893e-06
Position 960: 4.4022118918764775e-06
Position 1703: 3.3195552384370673e-06
Position 1032: 2.9089047857905885e-06
Position 2228: 2.449829844060385e-06
Position 167: 1.8687506072243433e-06
Position 149: 1.0416560980398594e-07
Position 224: 8.94600270879123e-08
Position 237: 7.016007704509166e-08
Position 195: 6.239829529564527e-08
Position 1860: 5.617096274149692e-08
Position 1770: 3.477601501345174e-08
Position 1526: 1.2491428815338266e-08
Position 261: 7.915503551715167e-09
Position 1987: 5.8313268641218385e-09
Position 465: 3.403609579070653e-09
Position 342: 5.522368538482843e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1008: 0.982828685722127
Position 1411: 0.860099769616918
Position 2071: 0.8220440806737871
Position 857: 0.4193095576464943
Position 691: 0.3570829142236417
Position 144: 0.21776135988780645
Position 103: 0.21040340658408177
Position 509: 0.13259596946387175
Position 2468: 0.08037987289393032
Position 706: 0.059024900772407234
Position 2043: 0.047555888382621786
Position 2047: 0.025207219354154486
Position 1949: 0.02144002725465006
Position 476: 0.019193387829088568
Position 342: 0.017098472115168323
Position 1770: 0.014377102988288431
Position 167: 0.008070137279470372
Position 123: 0.007721461397311271
Position 1971: 0.007074532364673953
Position 224: 0.006808897776547039
Position 566: 0.005768801510081531
Position 1522: 0.00484313359906781
Position 192: 0.004056912883157281
Position 1799: 0.0029018475068095222
Position 2282: 0.002312251549388454
Position 1789: 0.0020694910090867415
Position 1987: 0.002030748977542657
Position 254: 0.001950801080957211
Position 1849: 0.0012701754106090625
Position 72: 0.0012515387801651863
Position 1750: 0.0009615491255340051
Position 1703: 0.0009436128110664161
Position 1759: 0.0009316514187186209
Position 1502: 0.0008242088055324872
Position 1895: 0.0007734674578983255
Position 440: 0.0007340413058006491
Position 1853: 0.0005967786209402966
Position 648: 0.0005278079321210809
Position 1677: 0.00042995508023511986
Position 863: 0.00037355378698929073
Position 1071: 0.00035966282366594915
Position 591: 0.0002871703828624868
Position 2201: 0.0002811089900895498
Position 2150: 0.00025321742945939337
Position 2054: 0.00021971302164590074
Position 1424: 0.00020420628397170828
Position 1413: 0.00019534600029005647
Position 1892: 0.00016338196917209245
Position 359: 0.00016112963218089298
Position 812: 0.00013322601887290488
Position 1049: 0.00012141677941252349
Position 831: 0.00011079069418744303
Position 1233: 7.282093581440567e-05
Position 872: 5.9225895853263415e-05
Position 387: 5.862049499644276e-05
Position 302: 5.571811594715238e-05
Position 2235: 4.5781392635855667e-05
Position 416: 3.4458010909654515e-05
Position 1526: 3.362809044778754e-05
Position 1237: 3.185085016938202e-05
Position 513: 2.9794904091510284e-05
Position 1094: 2.497164598103335e-05
Position 1481: 1.70251041551362e-05
Position 182: 1.6644756632551327e-05
Position 600: 1.0249720143249222e-05
Position 1718: 3.0891424883388383e-06
Position 614: 1.1248067973510846e-06
Position 294: 1.5233731513806223e-15
