Gene = Sse
index = 1526
Annotated 5SS: [ 166  446  981 1398 1751 2134]
Annotated 3SS: [ 249  508 1037 1451 1807 2189]
SMsplice 5SS: [ 166  446  981 1398 1751 2134]
SMsplice 3SS: [ 249  508 1037 1451 1807 2189]
top_k =  500
Partition function (log Z): 11.18646613501411

Sorted 5' Splice Sites (High to Low Probability):
Position 446: 0.9990926826431293
Position 981: 0.9879358784291288
Position 1398: 0.9549511474973745
Position 2134: 0.9505785868975485
Position 166: 0.941357383112567
Position 1751: 0.8346637904418501
Position 922: 0.06654181225729841
Position 1386: 0.029170856699380805
Position 683: 0.01920619293884453
Position 637: 0.01732306389485787
Position 596: 0.008264506324130252
Position 2014: 0.006614868235537848
Position 1180: 0.004792738853156783
Position 1719: 0.00423076300124756
Position 1713: 0.004035040308131162
Position 72: 0.003260523177045354
Position 2479: 0.0019721358949201695
Position 1598: 0.00154918360577899
Position 2076: 0.0014238632227621853
Position 1401: 0.0012948479395240924
Position 790: 0.0009472097418250836
Position 2103: 0.0007735186039164563
Position 2411: 0.0007677884587041932
Position 1869: 0.0006618832747634514
Position 2467: 0.0005881922239292952
Position 1940: 0.0005503200073174595
Position 2404: 0.0004967916143083743
Position 1749: 0.0004489078382895264
Position 2499: 0.00042873546529870497
Position 1389: 0.00041347151275331935
Position 1986: 0.00040051177944028265
Position 796: 0.0003024803085059034
Position 1113: 0.00022257633363737442
Position 2423: 0.00020902757360471034
Position 894: 0.00019223201245814202
Position 1835: 0.00018773047925257436
Position 985: 0.00018173120334273916
Position 860: 0.00017518060927405188
Position 1990: 0.00015815173120295142
Position 1192: 0.00012663128941625926
Position 2460: 0.00011513224368094036
Position 1602: 0.00011442879081365089
Position 2470: 9.741175324669929e-05
Position 1928: 8.794749499083634e-05
Position 2282: 8.28933221184011e-05
Position 732: 7.945291409930619e-05
Position 52: 7.79108144472154e-05
Position 961: 7.761554453289331e-05
Position 1506: 7.105310845457002e-05
Position 1162: 6.31326470236374e-05
Position 1348: 5.8218446893826846e-05
Position 941: 5.7629454540225005e-05
Position 2054: 5.5601737827876865e-05
Position 1147: 5.445991281274923e-05
Position 318: 5.127587094273508e-05
Position 1535: 4.561370761378144e-05
Position 2034: 4.51801675943816e-05
Position 1591: 3.710573831335038e-05
Position 2315: 2.90329756283093e-05
Position 1315: 2.782379642685621e-05
Position 1913: 2.561642369880845e-05
Position 1116: 2.381476733500829e-05
Position 2267: 2.3296838883227106e-05
Position 139: 2.2761895369798738e-05
Position 667: 2.1600675911135987e-05
Position 2380: 2.051113783537437e-05
Position 106: 2.008316715429839e-05
Position 1338: 1.784749416361261e-05
Position 2377: 1.7599940227366588e-05
Position 130: 1.5096422089827578e-05
Position 536: 1.2194257566663817e-05
Position 2385: 1.1828101570410454e-05
Position 147: 1.1322120157119971e-05
Position 1006: 1.0621188332909749e-05
Position 19: 8.546444660216838e-06
Position 687: 7.807671206761556e-06
Position 1661: 6.97529923479378e-06
Position 1648: 6.661674159728998e-06
Position 225: 6.61371583483487e-06
Position 231: 5.99243831280784e-06
Position 1149: 5.6634511441692896e-06
Position 385: 4.255214196463658e-06
Position 873: 3.075575165796006e-06
Position 2421: 3.0640544465429216e-06
Position 237: 2.4577958494628083e-06
Position 891: 1.5917969050259468e-06
Position 2348: 1.4120510082169287e-06
Position 900: 1.2443391433783996e-06
Position 618: 1.1725014840982091e-06
Position 1194: 9.819936724743361e-07
Position 1292: 5.515614285096878e-07
Position 349: 2.8615621045378353e-07
Position 2028: 8.727685384436253e-08
Position 2050: 7.960560699154418e-08
Position 1878: 4.704684776031856e-08
Position 329: 3.8671998526445135e-08
Position 1626: 3.234202212913161e-08
Position 2139: 2.4094172948068727e-08
Position 294: 1.0704469527363026e-08
Position 335: 5.3172585231146956e-09
Position 1698: 4.132414756039534e-09
Position 1448: 4.979418504355564e-10
Position 685: 1.9153075741459276e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 508: 0.9769977770179987
Position 1037: 0.975366317907929
Position 249: 0.9109774804491177
Position 1451: 0.9053232341052873
Position 2189: 0.8192243518171305
Position 1807: 0.8184105565166236
Position 2272: 0.08752023639076424
Position 977: 0.06193208079011143
Position 2195: 0.04779803213219056
Position 1493: 0.0388839332887825
Position 317: 0.033148694244557575
Position 1458: 0.025071038429531182
Position 1815: 0.02194299697344042
Position 524: 0.020298141750309594
Position 695: 0.01592121707382905
Position 1209: 0.014480122809401152
Position 654: 0.00958382244143235
Position 1242: 0.00795122792829246
Position 865: 0.007108727630917358
Position 2543: 0.00687420838835006
Position 2244: 0.005734464822112982
Position 754: 0.005509163468526781
Position 1482: 0.0053142432568563545
Position 1614: 0.004753158072786628
Position 793: 0.004737486203579709
Position 1642: 0.0037714112931790584
Position 1835: 0.0035833887815057888
Position 743: 0.002083765923463559
Position 1986: 0.0010795449440284502
Position 1541: 0.0008404759379986435
Position 2276: 0.0008125972339295104
Position 886: 0.000803960571303906
Position 2171: 0.0006603280635424894
Position 1562: 0.0005614894237318686
Position 880: 0.0004044673284370499
Position 1099: 0.00039552909288320757
Position 545: 0.00033032075075690586
Position 796: 0.00032794562814443865
Position 139: 0.00020922432238821098
Position 921: 0.0002081715871640882
Position 1134: 0.00017502552687743265
Position 1313: 0.0001282104171362263
Position 1017: 0.00011041755885071115
Position 1676: 0.00010226325496215312
Position 1651: 7.521850931066536e-05
Position 1876: 5.2525535261788325e-05
Position 667: 4.448747234784791e-05
Position 2460: 4.1230056866549525e-05
Position 329: 4.040354377299379e-05
Position 2509: 3.406424802462043e-05
Position 396: 3.1532144361169004e-05
Position 536: 2.7605467710850536e-05
Position 678: 2.6821044266816974e-05
Position 324: 2.6416411688351137e-05
Position 1933: 2.5769585494643437e-05
Position 858: 2.455400997870328e-05
Position 1968: 2.4086837391434666e-05
Position 2158: 2.3544664527214435e-05
Position 1292: 2.2109008844192483e-05
Position 704: 2.1478946136762496e-05
Position 1682: 2.0257118477786324e-05
Position 927: 1.931574530055569e-05
Position 1265: 1.4822692695460072e-05
Position 335: 1.3888263926184667e-05
Position 860: 1.2920316620331214e-05
Position 656: 1.2383299929769184e-05
Position 144: 1.0093853617063949e-05
Position 2368: 8.808827084558144e-06
Position 557: 7.670136223771136e-06
Position 623: 6.9356420837349565e-06
Position 119: 5.797198646868379e-06
Position 89: 5.405907732890791e-06
Position 383: 2.126017944288738e-06
Position 981: 1.7627416276089085e-06
Position 1324: 1.6671849247648337e-06
Position 594: 1.5541185475396933e-06
Position 566: 1.4788835305705854e-06
Position 275: 1.3620127554303487e-06
Position 929: 5.74831173447416e-07
Position 762: 5.35414927148784e-07
Position 398: 4.3180886421655785e-07
Position 554: 3.528559854528466e-07
Position 181: 2.838778560169395e-07
Position 633: 2.733361882735389e-07
Position 299: 2.4915925053203873e-07
Position 935: 2.122624971962948e-07
Position 603: 1.8008819054179027e-07
Position 434: 1.654811026130292e-07
Position 414: 6.568496879255038e-08
Position 187: 1.869806693902313e-08
Position 164: 1.622460620310609e-08
Position 113: 6.16089995300473e-09
Position 72: 4.446939576033692e-09
Position 401: 4.181243733827233e-09
Position 64: 4.031000768692867e-09
Position 560: 2.92620858712553e-09
Position 428: 2.5136143221863622e-09
Position 178: 1.8167145530302503e-09
Position 158: 5.485704681363073e-10
Position 575: 3.237934228166898e-10
Position 596: 4.294851567850065e-11
Position 572: 3.7153269352284935e-11
