Gene = Blos3
index = 51
Annotated 5SS: [147 337]
Annotated 3SS: [203 389]
SMsplice 5SS: [147 337]
SMsplice 3SS: [203 389]
top_k =  500
Partition function (log Z): -3.1581414367767

Sorted 5' Splice Sites (High to Low Probability):
Position 147: 0.9674138806655947
Position 337: 0.9405006902203207
Position 285: 0.0016026302226925956
Position 41: 0.0012559220854394843
Position 150: 0.001057639859459856
Position 96: 0.0010439014857238239
Position 569: 0.0004306622132921595
Position 32: 0.0002636467338626306
Position 467: 0.00012901342694749126
Position 353: 5.9529477066945185e-05
Position 578: 4.3597153674074133e-05
Position 9: 3.2501141875340306e-05
Position 103: 2.6296448024269302e-05
Position 65: 9.624107829887002e-06
Position 389: 8.164768062626481e-06
Position 445: 2.1093250607488933e-06
Position 341: 1.6007402605778943e-06
Position 450: 1.5400944079285065e-06
Position 176: 1.218377441121637e-06
Position 511: 8.408856845683924e-07
Position 443: 6.602863781119458e-07
Position 55: 5.589232618224284e-07
Position 493: 4.152476492606187e-07
Position 504: 3.5891015784835905e-07
Position 197: 6.393763882555591e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 203: 0.9683610963856848
Position 389: 0.6673514246269145
Position 438: 0.27359003501360174
Position 463: 0.0008890699538107832
Position 670: 0.0007914315922866988
Position 231: 0.0007313337528812438
Position 493: 0.0004924990835572635
Position 414: 0.0004765300767832328
Position 535: 0.0004480596499260901
Position 532: 0.0003595073224520779
Position 460: 9.840179129852036e-05
Position 504: 7.329369341050437e-05
Position 450: 3.859992041526075e-05
Position 108: 3.531669640923773e-05
Position 176: 3.295413373353198e-05
Position 65: 3.1129364925758116e-05
Position 240: 3.0240226251656904e-05
Position 641: 1.4948647723329997e-05
Position 511: 8.087346768930286e-06
Position 633: 7.328651589484916e-06
Position 609: 7.156473550507045e-06
Position 267: 6.970880111816456e-06
Position 128: 4.431676439174434e-06
Position 588: 2.2546945898158896e-06
Position 619: 1.978588164390162e-06
Position 326: 7.816266328457158e-07
Position 252: 6.877080783911666e-07
Position 567: 5.269624600041957e-07
Position 541: 3.710844575848223e-07
Position 277: 1.1817004776989325e-07
Position 616: 9.429180588843397e-08
Position 544: 7.003609042027536e-08
Position 284: 6.27493626175089e-08
Position 134: 5.550013594264632e-08
Position 125: 5.036638696755998e-08
Position 337: 4.2812137752687937e-08
Position 274: 3.8052935599133746e-08
Position 263: 2.7329234451244926e-08
Position 553: 2.7285398825481677e-08
Position 242: 1.0027194721992397e-08
Position 140: 1.0012626630190657e-08
Position 292: 6.424939281641096e-09
Position 100: 4.441710826011703e-09
Position 155: 9.0818147055039e-10
Position 146: 3.7348155688028543e-10
Position 137: 3.3122541776114046e-10
