Gene = Nprl3
index = 1331
Annotated 5SS: [ 91 388]
Annotated 3SS: [235 446]
SMsplice 5SS: [388]
SMsplice 3SS: [446]
top_k =  500
Partition function (log Z): -8.468723926583806

Sorted 5' Splice Sites (High to Low Probability):
Position 388: 0.9876767007487048
Position 1394: 0.07874746349477023
Position 26: 0.03336992384488823
Position 91: 0.022014695153317675
Position 121: 0.013917051194934561
Position 1545: 0.008389474322081175
Position 600: 0.005891624696927859
Position 243: 0.005652132844286991
Position 152: 0.005508597124615297
Position 1411: 0.0024938589016095156
Position 622: 0.001955863832404049
Position 2142: 0.001907920340648191
Position 2224: 0.0014201357050884747
Position 567: 0.0004463684514028155
Position 1484: 0.0004459153553655547
Position 382: 0.00043696039560169953
Position 328: 0.00041037806240590584
Position 266: 0.0003409948827351699
Position 1501: 0.0003342668931061721
Position 574: 0.00030744711439529995
Position 247: 0.00022796744119730442
Position 631: 0.00022211337681776654
Position 671: 0.00021702646398537412
Position 553: 0.00019810959690110173
Position 241: 0.0001407602249066939
Position 558: 0.00012615530310372148
Position 359: 9.945799573727644e-05
Position 674: 5.2963373737627734e-05
Position 211: 5.103157091407557e-05
Position 196: 4.244374931322841e-05
Position 112: 4.059208339651781e-05
Position 509: 2.9831249388248333e-05
Position 968: 2.3774808520138908e-05
Position 124: 2.0845403889423904e-05
Position 130: 1.7431181740730395e-05
Position 80: 1.5272380365344336e-05
Position 249: 1.0606228283284313e-05
Position 281: 7.611440380372373e-06
Position 115: 6.016498254442131e-06
Position 180: 4.88885190838753e-06
Position 1897: 1.6974013026571132e-06
Position 635: 1.2438538430480215e-06
Position 745: 1.2329448989842026e-06
Position 322: 5.480934989658306e-07
Position 316: 5.466169825001174e-07
Position 1404: 3.9147008263065444e-07
Position 290: 1.4773781245360838e-07
Position 334: 2.791200114266803e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 446: 0.9522474172246129
Position 303: 0.04161696984797402
Position 1467: 0.038889362943125026
Position 235: 0.02548014528786285
Position 1470: 0.016871143012527144
Position 492: 0.01568221518622961
Position 2275: 0.00976539159585769
Position 2393: 0.00887135650027055
Position 1598: 0.006245469890826364
Position 660: 0.006108777410468159
Position 729: 0.0060116330130926985
Position 450: 0.004507290860344538
Position 1536: 0.004097383741627524
Position 1679: 0.0035731263636276478
Position 585: 0.002961207406937197
Position 169: 0.0027805156721204855
Position 1622: 0.00246231378045943
Position 152: 0.0019932224408595865
Position 80: 0.001900400118766815
Position 2223: 0.0017807830487583125
Position 635: 0.0017632575427853029
Position 327: 0.001555628812541337
Position 196: 0.0015259339976546496
Position 1688: 0.00141587585247595
Position 2198: 0.0013610937500948465
Position 2245: 0.0011155911042895264
Position 1977: 0.0010519301564936516
Position 1814: 0.0009312331142270406
Position 1017: 0.0007405864380073942
Position 1565: 0.0006394766042264947
Position 1554: 0.0005173426073065157
Position 663: 0.000489589649345367
Position 1702: 0.0004877352990935202
Position 1610: 0.00047680228388877346
Position 2081: 0.00042049629701913674
Position 2001: 0.00036341469145921345
Position 828: 0.00036183429869936164
Position 1785: 0.0003253652975591146
Position 600: 0.0002983380642924087
Position 1518: 0.0002978625014494511
Position 307: 0.0002803513652302481
Position 340: 0.0002795228605499385
Position 110: 0.0002697817266508912
Position 666: 0.0002688831069726847
Position 2426: 0.00023659275387310073
Position 2407: 0.00021038433061838584
Position 124: 0.00019698271712075753
Position 241: 0.0001891041806944584
Position 1228: 0.00018497189428265658
Position 133: 0.00016412296504219714
Position 408: 0.00015834211910110724
Position 693: 0.0001512373158367473
Position 1708: 0.00010563867953677519
Position 1173: 8.465324131505347e-05
Position 2305: 7.692676811132426e-05
Position 750: 7.492243164174284e-05
Position 1986: 7.363269323643004e-05
Position 1356: 6.662234587725652e-05
Position 1850: 5.847932464819397e-05
Position 901: 5.567384190016133e-05
Position 1038: 2.6929337539478683e-05
Position 90: 9.050160672781357e-06
Position 1177: 4.214855173039152e-06
Position 1254: 2.788903122198078e-06
Position 112: 2.3720374138182287e-06
Position 1284: 2.2838367951994405e-06
Position 1026: 2.0421195915016874e-06
Position 1209: 1.558371015033828e-06
Position 1089: 1.2374282769889115e-06
Position 1202: 9.998425090542633e-07
Position 792: 9.777777689918085e-07
Position 120: 8.339119756218144e-07
Position 358: 4.95065252926056e-07
Position 376: 3.56272091146671e-07
Position 382: 3.2009568333013045e-09
