Gene = Csas
index = 1109
Annotated 5SS: [ 87 330 591]
Annotated 3SS: [138 385 645]
SMsplice 5SS: [ 87 330 591]
SMsplice 3SS: [138 385 645]
top_k =  500
Partition function (log Z): -2.7679095939034464

Sorted 5' Splice Sites (High to Low Probability):
Position 591: 0.9306477791883158
Position 87: 0.8729908581900091
Position 330: 0.6478423840845297
Position 328: 0.1611656675075472
Position 531: 0.014273774541846425
Position 479: 0.00618347987836111
Position 93: 0.00547809021515063
Position 572: 0.004954660168311923
Position 555: 0.004158640494428295
Position 72: 0.002489613874253257
Position 287: 0.0014223727416763133
Position 219: 0.0007243163510196733
Position 352: 0.00036837186203214227
Position 469: 0.0002966937633511334
Position 514: 0.00026306497993092864
Position 561: 0.00017551229988118665
Position 574: 0.00014310157170027745
Position 459: 0.0001424449158081208
Position 547: 0.00011754503237736521
Position 91: 0.00010604123837010958
Position 52: 8.115511627955934e-05
Position 897: 6.359136276686332e-05
Position 738: 3.5079440988505845e-05
Position 96: 1.355348709514236e-05
Position 746: 1.2378812248600003e-05
Position 389: 6.685954500442022e-06
Position 814: 6.50057692448379e-06
Position 678: 5.614990414346421e-06
Position 110: 4.661039821931204e-06
Position 792: 4.643774614104192e-06
Position 846: 1.758445722715857e-06
Position 614: 1.3688285618375173e-06
Position 138: 1.1570312983855185e-06
Position 668: 7.41959335856512e-07
Position 900: 3.9735357435946335e-07
Position 760: 1.7361560122164226e-07
Position 785: 1.054359985009455e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 645: 0.9780222027257232
Position 138: 0.8732378168283287
Position 385: 0.7943525539562736
Position 531: 0.003047395381044894
Position 174: 0.002266238227327262
Position 296: 0.0008701650250827911
Position 352: 0.0006594534564534609
Position 425: 0.0005418430273667361
Position 466: 0.00046813389678955594
Position 588: 0.00013596212440075535
Position 541: 0.00011219139013483874
Position 183: 5.568926996742776e-05
Position 667: 5.446330559087152e-05
Position 476: 4.8751873956374746e-05
Position 946: 4.490667388116587e-05
Position 144: 4.1790045535952306e-05
Position 813: 4.129035926104233e-05
Position 427: 3.923401988983773e-05
Position 479: 3.616349031498266e-05
Position 950: 2.1087033736815424e-05
Position 617: 1.8950669585481777e-05
Position 414: 1.4874663878814908e-05
Position 377: 8.313340098107967e-06
Position 714: 6.754693167313583e-06
Position 957: 5.810285318170019e-06
Position 459: 5.752886485393289e-06
Position 881: 4.574347862278917e-06
Position 749: 4.090197650779935e-06
Position 692: 2.921620784080788e-06
Position 543: 2.482207682124232e-06
Position 841: 2.049601187152849e-06
Position 864: 1.9685855269395432e-06
Position 900: 1.451085172575328e-06
Position 736: 1.3017139531698232e-06
Position 928: 1.2436424669762895e-06
Position 922: 1.0795573672796573e-06
Position 319: 1.035150153310885e-06
Position 328: 7.306934039818559e-07
Position 755: 3.157887494070938e-07
Position 792: 2.9555261206572867e-07
Position 720: 1.7518701967942287e-07
Position 846: 1.7509486203869466e-07
Position 607: 1.705965659078252e-07
Position 196: 9.281733803270521e-08
Position 188: 2.4562290392621273e-08
Position 101: 1.1892459165352528e-08
Position 96: 9.571114570915671e-10
Position 110: 4.5054812402514726e-10
Position 179: 1.7228715055543878e-10
Position 334: 3.797765412298516e-20
