Gene = ldbr
index = 1757
Annotated 5SS: [289]
Annotated 3SS: [343]
SMsplice 5SS: [289]
SMsplice 3SS: [343]
top_k =  500
Partition function (log Z): -4.626592192252443

Sorted 5' Splice Sites (High to Low Probability):
Position 289: 0.9966552670014821
Position 939: 0.19922076601321106
Position 1047: 0.042554226818020374
Position 167: 0.028215573025251867
Position 489: 0.018622892255843966
Position 34: 0.00980141643107163
Position 439: 0.005577892981280842
Position 444: 0.0029121684505622595
Position 1041: 0.002643021284807922
Position 1344: 0.0018641962044819624
Position 14: 0.001825864195858782
Position 55: 0.0016909054581192022
Position 763: 0.001683310182171496
Position 836: 0.00163384154811896
Position 603: 0.001224132943634879
Position 21: 0.0011928079351709267
Position 812: 0.0011758572513084894
Position 1497: 0.0010857703380168756
Position 1038: 0.0009032203299201754
Position 496: 0.0008107501931628275
Position 1325: 0.0007262717478983599
Position 569: 0.0007187456903182149
Position 43: 0.000679665825101777
Position 69: 0.000588025476912144
Position 618: 0.0005801037793970783
Position 1443: 0.0005171305377466743
Position 1387: 0.0005117130538474656
Position 293: 0.00030501192776887507
Position 323: 0.00030394580914812054
Position 849: 0.00026523506436600445
Position 262: 0.00024459225798777363
Position 992: 0.00019420945649136352
Position 72: 0.00016832853533607243
Position 469: 0.00016125189431262111
Position 957: 0.00016057754475976027
Position 532: 0.00014663556752345894
Position 782: 0.0001445756123987361
Position 1117: 0.00013485976462851646
Position 594: 9.816156340366084e-05
Position 1480: 7.933618844351837e-05
Position 498: 7.76105313936795e-05
Position 363: 7.078578171140693e-05
Position 648: 5.091665532345431e-05
Position 274: 3.5420518398276023e-05
Position 1054: 3.327391406361821e-05
Position 1307: 3.1109853283449706e-05
Position 483: 2.8750691718886493e-05
Position 910: 2.7642759098629818e-05
Position 480: 1.0594022577369574e-05
Position 592: 7.438355420129213e-06
Position 190: 6.62587920799287e-06
Position 584: 3.7994131058974077e-06
Position 795: 2.5031646855536996e-06
Position 251: 1.6422414080390194e-06
Position 298: 1.3696390728079304e-06
Position 196: 8.784568312983333e-07
Position 662: 6.405253893662904e-07
Position 586: 4.925769799403728e-07
Position 114: 1.2958984895174993e-07
Position 104: 9.503402310611696e-08
Position 214: 4.197389616499934e-09
Position 201: 7.765028358758618e-10
Position 352: 6.348656107554207e-10
Position 372: 2.2465562273614682e-10
Position 311: 5.0569482853889006e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 343: 0.9748885081700146
Position 1137: 0.15559441964366036
Position 1563: 0.06136457500240216
Position 992: 0.03160020335095278
Position 214: 0.025709728614409687
Position 741: 0.023484341094117622
Position 101: 0.014609492619723448
Position 352: 0.007150697704997949
Position 901: 0.006128765983418726
Position 904: 0.006109935109501684
Position 1117: 0.0030574896628206144
Position 1608: 0.0024550486560969676
Position 507: 0.0016954146507977177
Position 1215: 0.0014655257763038815
Position 1361: 0.001367878886655828
Position 241: 0.0013379658734531828
Position 1218: 0.0012063692274313922
Position 1410: 0.0007856546157863439
Position 1247: 0.0006893537725412984
Position 1392: 0.0006553773862275407
Position 152: 0.0006448278974863133
Position 422: 0.0005850348029564293
Position 1172: 0.0005780906882952118
Position 1431: 0.0005422512338199403
Position 865: 0.0004468584805602699
Position 592: 0.0003887469175299834
Position 1307: 0.00035800255629559504
Position 1068: 0.00034202782294716035
Position 1540: 0.00031825748419908443
Position 1142: 0.0002887966618752703
Position 1095: 0.0002630422796438794
Position 907: 0.0002521813268655971
Position 110: 0.0002395546521604938
Position 1038: 0.0002392786576891033
Position 1044: 0.00021692774158372174
Position 1343: 0.00018005726514649188
Position 1581: 0.00016146265865979475
Position 72: 0.0001429979892898555
Position 530: 0.00012988888049929675
Position 704: 0.00011708388462425643
Position 1578: 9.817042808821444e-05
Position 611: 9.38958868213671e-05
Position 1281: 8.699980557525114e-05
Position 1665: 8.276668881432247e-05
Position 69: 6.225731077604515e-05
Position 1304: 4.3497875595848777e-05
Position 166: 3.7527683920852035e-05
Position 836: 2.357312935419649e-05
Position 1493: 2.31680082470172e-05
Position 1241: 2.216485875459532e-05
Position 1712: 1.1321239226854623e-05
Position 1724: 8.448543560541044e-06
Position 1773: 8.36891336381142e-06
Position 648: 6.414960269433177e-06
Position 232: 3.6021963010436824e-06
Position 722: 1.7062501192584552e-06
Position 615: 1.5433192419224559e-06
Position 425: 1.3315127798703382e-06
Position 262: 1.2366650332776337e-06
Position 869: 1.1804586492993416e-06
Position 127: 1.0738606939187453e-06
Position 181: 6.988693374269573e-07
Position 259: 5.318107053426588e-07
Position 289: 2.061126143133e-07
Position 366: 8.74042133203148e-08
Position 372: 7.887436379595377e-08
Position 154: 1.1426759847305114e-08
Position 296: 1.4381365309542002e-09
Position 404: 8.740817923315781e-10
Position 359: 8.586377201432372e-10
Position 298: 3.9805550752599825e-10
Position 319: 1.638994406767036e-10
Position 307: 1.1737743420061106e-10
