Gene = l(2)k05911
index = 1749
Annotated 5SS: [ 875 5056 5248 5623]
Annotated 3SS: [3929 5111 5325 5679]
SMsplice 5SS: [ 875 5056 5248 5623]
SMsplice 3SS: [3929 5111 5325 5679]
top_k =  500
Partition function (log Z): 1.003234535541366

Sorted 5' Splice Sites (High to Low Probability):
Position 5248: 0.9983824965911957
Position 5623: 0.9847103853614703
Position 5056: 0.7239505662649377
Position 875: 0.46430159909220303
Position 495: 0.3881821883336983
Position 93: 0.10534939814092022
Position 4080: 0.051912129884372396
Position 930: 0.03894227004218056
Position 2582: 0.030131589310249503
Position 1422: 0.02763903356954752
Position 113: 0.024961702076771248
Position 871: 0.024278258305491338
Position 1535: 0.016834543159325047
Position 4482: 0.01561740250569947
Position 51: 0.009053083854205132
Position 4084: 0.005965219864493435
Position 976: 0.004824959253702714
Position 4358: 0.0041270301268580036
Position 922: 0.004098707323340285
Position 1355: 0.003635148810213786
Position 672: 0.0031868228254904167
Position 2476: 0.002961087284315897
Position 2006: 0.002669034918114434
Position 984: 0.0025668923680136585
Position 147: 0.002239873450116408
Position 490: 0.0022213382022044474
Position 4981: 0.0020347504457177376
Position 2613: 0.00194074600439175
Position 4082: 0.0016352737169592101
Position 5567: 0.0010576650480308813
Position 5597: 0.0009474518558440848
Position 152: 0.0008905929030507499
Position 450: 0.0008096000162698537
Position 4523: 0.0007971479139079126
Position 603: 0.0007573375641082364
Position 4111: 0.0007348930310456643
Position 4088: 0.0006726660250795415
Position 4383: 0.0006450745600996618
Position 134: 0.0006203799956454685
Position 5506: 0.0006042436588193334
Position 1159: 0.000583751696486882
Position 157: 0.0005651206289364354
Position 380: 0.0005350209924263652
Position 481: 0.0004805280817162763
Position 208: 0.00039793605141412707
Position 5182: 0.00036206861130147055
Position 919: 0.00030035033143931947
Position 2240: 0.00028780413965002506
Position 5627: 0.0002775245817188524
Position 879: 0.00023701733224311912
Position 5228: 0.00023197202927192055
Position 5: 0.00022689652306104592
Position 171: 0.00022291027176816856
Position 5440: 0.00010307443959496355
Position 5768: 9.844975994047332e-05
Position 5215: 9.6903795112659e-05
Position 2730: 6.132907373137561e-05
Position 5731: 6.112774204487661e-05
Position 1388: 5.693523946687218e-05
Position 515: 5.680780948510731e-05
Position 2726: 4.2231930234009216e-05
Position 549: 3.959457142952815e-05
Position 5621: 3.9157265897542636e-05
Position 1009: 2.9174928939068434e-05
Position 375: 2.6074954813020652e-05
Position 5782: 2.5499345135622983e-05
Position 688: 2.315116326322861e-05
Position 397: 2.113497209395841e-05
Position 1408: 2.0648136269141827e-05
Position 5354: 1.9695630032773287e-05
Position 794: 1.6192945062923196e-05
Position 4195: 1.4125923968486394e-05
Position 197: 1.4106593893435883e-05
Position 277: 1.165585107979645e-05
Position 5449: 1.0945888462512493e-05
Position 5283: 1.0172309227282447e-05
Position 1098: 9.859698104867455e-06
Position 1319: 9.454877560385692e-06
Position 2265: 8.989425311162062e-06
Position 5432: 8.052026033077187e-06
Position 335: 7.947487142524878e-06
Position 407: 7.823596059216927e-06
Position 701: 7.325661669951262e-06
Position 5555: 7.315977187875236e-06
Position 559: 7.010106562205983e-06
Position 588: 6.6117871849603575e-06
Position 289: 5.322980093524215e-06
Position 384: 4.527078027852537e-06
Position 5794: 4.46724682568093e-06
Position 487: 4.1563224880266915e-06
Position 469: 3.737865271160863e-06
Position 5721: 3.5202237299865738e-06
Position 561: 3.3937283708820023e-06
Position 484: 3.050347540452734e-06
Position 5465: 2.943750112099197e-06
Position 463: 2.8552258559830746e-06
Position 5535: 2.6322351421154114e-06
Position 173: 2.6087301836094796e-06
Position 312: 2.5968684560843717e-06
Position 41: 2.4865225925994122e-06
Position 5756: 2.3840728665355144e-06
Position 5153: 2.3597639919520047e-06
Position 703: 1.755549537322642e-06
Position 419: 1.449328825562194e-06
Position 248: 1.1568108626207368e-06
Position 229: 9.847013424180758e-07
Position 444: 8.042228651428909e-07
Position 5580: 4.640899111108375e-07
Position 292: 3.1915037149201303e-07
Position 868: 2.563948709551742e-07
Position 776: 2.1910102737313375e-07
Position 5792: 1.6232089112642283e-07
Position 57: 6.088289593437502e-08
Position 55: 1.3825421166702706e-08
Position 5537: 2.1079491162925797e-11
Position 12: 1.876884605286363e-13
Position 295: 2.837322881095807e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5325: 0.995444825893315
Position 5679: 0.986822087223385
Position 5111: 0.9627623721033175
Position 3929: 0.8312105840621513
Position 739: 0.05796984372678875
Position 688: 0.02341797262250694
Position 1233: 0.019579978464105665
Position 5082: 0.010772852782095357
Position 1227: 0.009731365494412584
Position 2343: 0.007858387943706423
Position 1460: 0.006708678820608314
Position 327: 0.0057796253491826915
Position 1050: 0.004335481831005091
Position 736: 0.003965232819043166
Position 1367: 0.0038847282261647003
Position 588: 0.003546727332950014
Position 2367: 0.0030928468032611735
Position 2436: 0.0026879646659845663
Position 1073: 0.0024296075937492337
Position 769: 0.0019781844162259886
Position 3955: 0.0013568350461818114
Position 2358: 0.0012139614257211777
Position 2072: 0.0011659807517331322
Position 760: 0.0011362647496742327
Position 2140: 0.00104577008212155
Position 5362: 0.0010372694356575991
Position 5415: 0.0009262290820112187
Position 1322: 0.000854165520885644
Position 5375: 0.0008175728467400996
Position 1189: 0.0007603538865593224
Position 5432: 0.0007241060628489399
Position 5502: 0.0006083093741249749
Position 5730: 0.0005830585885330478
Position 4263: 0.0005230368974087125
Position 585: 0.0004923778923062041
Position 4585: 0.00047810184853394
Position 2393: 0.0004502373971287048
Position 1319: 0.00042433422980558543
Position 1388: 0.00041217377739756163
Position 407: 0.0004115923068875731
Position 2396: 0.00036542676642007906
Position 412: 0.0002271060684096914
Position 1958: 0.00021422615054576542
Position 5560: 0.00021275681860346714
Position 649: 0.000211712290203672
Position 4562: 0.00020184346502632138
Position 1475: 0.00019441160525577182
Position 3806: 0.0001932545132219747
Position 2652: 0.00018784914980041434
Position 432: 0.0001854201420365956
Position 844: 0.00018139296586208804
Position 5852: 0.00013249369543730572
Position 1281: 0.00012287684734081395
Position 1732: 0.00011617480631502233
Position 347: 7.518556256546675e-05
Position 5840: 5.8551623592614465e-05
Position 344: 4.671086504891968e-05
Position 637: 4.5234778191364335e-05
Position 397: 3.236773178999544e-05
Position 5883: 2.8722098057162854e-05
Position 5621: 2.824238286781849e-05
Position 3793: 2.32351356322613e-05
Position 5662: 1.8780662549808314e-05
Position 3852: 1.7863635952133776e-05
Position 4165: 1.73396474870085e-05
Position 3483: 1.716066278306936e-05
Position 4221: 1.5553785163081753e-05
Position 5354: 1.539523870255986e-05
Position 5654: 1.435307331500894e-05
Position 5379: 1.313967016739832e-05
Position 5601: 5.545163386770233e-06
Position 5505: 4.598971058184389e-06
Position 5487: 4.454308569610159e-06
Position 5543: 3.1000669721064155e-06
Position 208: 8.835068070170316e-07
Position 184: 7.003937082822908e-07
Position 5643: 5.493258102955597e-07
Position 5823: 5.339527337457238e-07
Position 181: 4.1072782634309453e-07
Position 5858: 3.872152896662382e-07
Position 152: 3.65930162726489e-07
Position 157: 3.470381772188951e-07
Position 530: 2.5405966613172854e-07
Position 164: 1.4496729467889065e-07
Position 1198: 1.397150663855372e-07
Position 371: 1.2252529054780285e-07
Position 222: 1.2224552460993772e-07
Position 484: 6.761668146392892e-08
Position 832: 5.719587145644045e-08
Position 434: 2.2658884657021657e-08
Position 1082: 2.1834375923117807e-08
Position 1029: 1.5252987737620047e-08
Position 309: 1.024584667247116e-08
Position 1500: 7.777038388865585e-09
Position 456: 4.758656995281206e-09
Position 147: 4.460259952939964e-09
Position 100: 4.423296545751157e-09
Position 419: 3.671237770843787e-09
Position 655: 2.479738871230263e-09
Position 197: 2.440851841303477e-09
Position 363: 2.287404816073323e-09
Position 775: 2.0554118147577746e-09
Position 97: 1.811531859885663e-09
Position 820: 1.516154687605126e-09
Position 494: 7.029246924979398e-10
Position 438: 6.742389527440314e-10
Position 104: 7.072403756779356e-12
Position 444: 4.819727432380505e-12
