Gene = eIF3l
index = 1686
Annotated 5SS: [ 142 1326 2353]
Annotated 3SS: [ 846 1379 2411]
SMsplice 5SS: [ 142 1326 2353]
SMsplice 3SS: [ 846 1379 2411]
top_k =  500
Partition function (log Z): 0.10755751348177159

Sorted 5' Splice Sites (High to Low Probability):
Position 2353: 0.9891157705746231
Position 1326: 0.9689146309194927
Position 142: 0.6828233753626736
Position 405: 0.2256916637217355
Position 416: 0.02528575823130855
Position 484: 0.02025887942403139
Position 585: 0.016639936718130754
Position 704: 0.012832829469562802
Position 942: 0.010207166290033902
Position 402: 0.009512984518172809
Position 785: 0.009262272670704265
Position 566: 0.006977375510136357
Position 1529: 0.005739151175471722
Position 687: 0.005557251675659066
Position 424: 0.004517432223324873
Position 1075: 0.0043170667188142265
Position 2134: 0.003848300564945111
Position 793: 0.0037208389206948235
Position 284: 0.0036840969330923976
Position 1290: 0.002832678568786651
Position 631: 0.0023562632705243897
Position 694: 0.0023120669837913173
Position 1553: 0.0022839560290160445
Position 1657: 0.0021171436252522715
Position 937: 0.0019435144392297723
Position 1005: 0.00185689419969985
Position 987: 0.0018537749363128078
Position 717: 0.001829979993536807
Position 553: 0.0017430317263750531
Position 2119: 0.0016722060318492256
Position 306: 0.0016396431076891045
Position 604: 0.0015489852113158007
Position 439: 0.001171593857486624
Position 782: 0.001124984597405593
Position 375: 0.000993086915191084
Position 1422: 0.0008083756013039343
Position 422: 0.0007979838793065907
Position 1634: 0.0007889440848043388
Position 111: 0.000769663255693085
Position 897: 0.0006933342135536604
Position 1102: 0.0006775090015079897
Position 1278: 0.0006467854833608308
Position 579: 0.0006440686192676223
Position 652: 0.0006098405524626258
Position 1282: 0.0005409865962939692
Position 1945: 0.0004870200636905173
Position 2044: 0.0004637332329673864
Position 1296: 0.00044322456398248163
Position 1735: 0.0004187173389456731
Position 288: 0.0003653619607467354
Position 2340: 0.00035581096685967465
Position 2005: 0.00033561562355524123
Position 2471: 0.00033235950988238827
Position 1087: 0.00032310995078409384
Position 1330: 0.0003031470288497346
Position 2487: 0.00021706287298208968
Position 1725: 0.00021581287853854612
Position 1320: 0.00018478294027465968
Position 1803: 0.0001717529967861985
Position 1170: 0.00016653631435477396
Position 1994: 0.0001327614383498951
Position 1686: 0.00012996514011576513
Position 1272: 0.0001254725521670396
Position 1728: 0.00010711035579833477
Position 1294: 9.109908117433475e-05
Position 488: 6.625973590250606e-05
Position 1128: 6.349207878359783e-05
Position 1827: 6.334818324789653e-05
Position 290: 6.259624063218977e-05
Position 77: 5.6535660701992194e-05
Position 1814: 5.2700886131075933e-05
Position 327: 4.690508485621097e-05
Position 266: 4.196477107284299e-05
Position 378: 4.141872839520308e-05
Position 146: 3.64790099710133e-05
Position 116: 3.26046208427438e-05
Position 1125: 3.098768727074581e-05
Position 64: 2.6545168276063833e-05
Position 1302: 2.583576862889805e-05
Position 655: 2.20461109748244e-05
Position 1160: 1.587059858856691e-05
Position 347: 1.356945612666738e-05
Position 2491: 9.552562676327289e-06
Position 81: 7.2169797732225044e-06
Position 1243: 6.603439183526205e-06
Position 40: 6.364013660272922e-06
Position 2460: 6.255334109929728e-06
Position 1906: 4.013271907329851e-06
Position 469: 1.4296446506347155e-06
Position 220: 7.84055966378808e-07
Position 2299: 6.786589988300813e-07
Position 2169: 6.302203356574391e-07
Position 29: 2.256620325989274e-07
Position 35: 9.559846223050951e-08
Position 37: 1.492427485168018e-08
Position 486: 9.278820746532012e-09
Position 1017: 6.259415733418099e-09
Position 79: 2.2907769899812047e-09
Position 543: 8.280553879362327e-10
Position 72: 5.407637637972614e-10
Position 1881: 2.0675008744494036e-10
Position 2181: 1.8485780089331615e-10
