Gene = pHCl-1
index = 1833
Annotated 5SS: [  198  5410 19710 29200 29782 30471 31047 31475 31764 33272 34428 35946
 39218 40929 43273 46335 46891]
Annotated 3SS: [ 5067 19632 28221 29760 30381 30971 31409 31542 33188 34289 35792 39002
 40877 42675 46331 46779 47130]
SMsplice 5SS: [  195 29200 30471 31047 31475 31764 33272 34428 46891]
SMsplice 3SS: [28221 30381 30971 31409 31542 33188 34289 46779 47130]
top_k =  500
Partition function (log Z): 0.28428097091057525

Sorted 5' Splice Sites (High to Low Probability):
Position 34428: 0.9999649582351383
Position 31475: 0.9987070917834777
Position 33272: 0.9867652936918119
Position 29200: 0.9804218767329139
Position 30471: 0.9772806221065398
Position 46891: 0.8766813042690832
Position 31047: 0.8166289932103812
Position 31764: 0.555015957933737
Position 195: 0.20310747719797415
Position 32149: 0.14117941353911104
Position 431: 0.13314514796421945
Position 198: 0.13116780680178344
Position 435: 0.1287623049051648
Position 29782: 0.12862792451532903
Position 94: 0.11104126380835826
Position 32145: 0.10997365370826215
Position 29954: 0.10682005632540764
Position 447: 0.08496672632658557
Position 1128: 0.07225940072704619
Position 2212: 0.06772152229212976
Position 32117: 0.055257759467065466
Position 18500: 0.053767769456984506
Position 18245: 0.04203669639865139
Position 18411: 0.038908639432759816
Position 43273: 0.034966953990106686
Position 1110: 0.03466540993337488
Position 362: 0.03256052044237194
Position 31668: 0.02823610018073663
Position 31137: 0.027441152532762025
Position 31315: 0.024357527433357135
Position 33504: 0.02303052810174801
Position 10823: 0.019799359139727742
Position 28349: 0.019276219421917606
Position 32925: 0.017403854732792854
Position 32624: 0.015526174861084253
Position 32706: 0.015423481407318907
Position 40929: 0.015330425346553914
Position 1420: 0.01415297501795283
Position 39218: 0.013677942541772906
Position 35946: 0.013207809441862176
Position 31752: 0.01184860962035957
Position 121: 0.011548477996519643
Position 33424: 0.011400011370814563
Position 47302: 0.01120747056376573
Position 31053: 0.011177921121185616
Position 18829: 0.010696903760370288
Position 3710: 0.010592296294557796
Position 35062: 0.00936446731388851
Position 31078: 0.009197377152188395
Position 32134: 0.008999786592368011
Position 16849: 0.008752564900748655
Position 30464: 0.008316803290677648
Position 47274: 0.007640809040415605
Position 104: 0.007369747098264538
Position 2390: 0.006826103164209338
Position 32561: 0.006821320291449738
Position 3125: 0.006281204311385989
Position 32169: 0.004947195235032904
Position 47379: 0.004853716738803854
Position 31091: 0.0047910689936605175
Position 33934: 0.004787625914810425
Position 19710: 0.00452792929639797
Position 32644: 0.0038931084079089334
Position 49336: 0.0038843523492049373
Position 36106: 0.0038589497114288867
Position 33509: 0.0034745813218838616
Position 31766: 0.003333470715434007
Position 33946: 0.003109904702469727
Position 47254: 0.003090079619958457
Position 48394: 0.0029853131481472153
Position 34153: 0.002939577556397475
Position 42890: 0.002710396095676262
Position 33707: 0.0024673426907036635
Position 32279: 0.002364903191676192
Position 31051: 0.002214959679351287
Position 32074: 0.0018929921788137995
Position 31608: 0.0018368435757925487
Position 32098: 0.0017257370603171896
Position 31883: 0.0017119251571696946
Position 33978: 0.0015921716838196128
Position 32945: 0.0013421524025743457
Position 31097: 0.0013102099428834516
Position 378: 0.0010391384916911182
Position 32139: 0.0010218709810709164
Position 376: 0.0008859473624077715
Position 3161: 0.0008388974967558529
Position 32127: 0.0008186795617702413
Position 33693: 0.0008021266479867993
Position 33534: 0.0007980161099734985
Position 33695: 0.000767269527470951
Position 32153: 0.0007257911322301803
Position 33697: 0.0006573151968419202
Position 2062: 0.0006080908667021214
Position 31495: 0.0005937811046098309
Position 33691: 0.0005927595961912683
Position 33699: 0.0005891621300366687
Position 33497: 0.0005348466699281834
Position 33545: 0.0004831391740958698
Position 1900: 0.00042513324617329405
Position 2472: 0.00042429760516532667
Position 33701: 0.00041159831880463324
Position 35642: 0.00035466604452907694
Position 47374: 0.0003037307561817006
Position 33703: 0.0002841183921965844
Position 497: 0.00023739000716315752
Position 857: 0.0002362065613823444
Position 35307: 0.0002054573083948734
Position 439: 0.0001919434511312774
Position 507: 0.00018308007228591962
Position 33495: 0.00018277265461566386
Position 35732: 0.00014622566001955273
Position 35599: 0.00014575288073660566
Position 2346: 0.0001435208857268689
Position 1167: 0.00014231333240807435
Position 31503: 0.00011882153532499536
Position 273: 0.00011867446079267838
Position 1416: 0.00010008663974865239
Position 40249: 9.09590326473247e-05
Position 34556: 9.057497694627353e-05
Position 2502: 8.835141178432598e-05
Position 3441: 8.359289926785229e-05
Position 729: 5.9043894950676694e-05
Position 98: 5.809059325200327e-05
Position 647: 4.5005290468746786e-05
Position 600: 3.883493221478899e-05
Position 3071: 3.809585508938987e-05
Position 718: 2.64813487036497e-05
Position 644: 2.5202745514046794e-05
Position 571: 2.1322741698722886e-05
Position 34776: 1.9927541413251533e-05
Position 1511: 1.779336519794647e-05
Position 2430: 1.6350373425330555e-05
Position 709: 1.612875162675993e-05
Position 34564: 1.611629253628096e-05
Position 484: 1.552216848469467e-05
Position 323: 1.525855260176054e-05
Position 32219: 1.4213000458834999e-05
Position 968: 1.3220550127540851e-05
Position 615: 1.1822985835484694e-05
Position 598: 1.1473821085102807e-05
Position 384: 1.127586558064265e-05
Position 35302: 1.0564426995698954e-05
Position 1396: 9.404339836570112e-06
Position 348: 8.794585918776363e-06
Position 456: 8.041016503999195e-06
Position 325: 5.162302312628977e-06
Position 386: 4.9916599361955294e-06
Position 31770: 4.830339547303403e-06
Position 294: 4.281212261437999e-06
Position 33276: 3.057628453741219e-06
