Gene = Use1
index = 1587
Annotated 5SS: [430 881]
Annotated 3SS: [ 523 1279]
SMsplice 5SS: [430 881]
SMsplice 3SS: [ 523 1279]
top_k =  500
Partition function (log Z): -0.33988423611271174

Sorted 5' Splice Sites (High to Low Probability):
Position 881: 0.9688836318638158
Position 430: 0.9352296295436352
Position 456: 0.055072129683275566
Position 1209: 0.019465125019961206
Position 630: 0.006911429285015629
Position 25: 0.004935924693182042
Position 238: 0.003751260560681752
Position 451: 0.003657716655221585
Position 605: 0.0013795829621477817
Position 739: 0.001342803143206638
Position 862: 0.0010410739712651306
Position 1280: 0.0009726263575682939
Position 231: 0.0008074074005041927
Position 1224: 0.0004267055692731085
Position 891: 0.0002399043386817596
Position 14: 0.00021303655789555627
Position 1170: 0.00016158520106887285
Position 96: 0.00012747543836521435
Position 1232: 9.736367668840336e-05
Position 1177: 8.489675563949314e-05
Position 339: 6.024972861423316e-05
Position 1185: 5.278226971988002e-05
Position 834: 4.1551764073975886e-05
Position 304: 2.9707622915400432e-05
Position 1113: 2.6057299795570576e-05
Position 904: 2.598749036831459e-05
Position 170: 2.265757305536739e-05
Position 1034: 2.0528034286619385e-05
Position 976: 1.854193928846716e-05
Position 1285: 1.8335438593886134e-05
Position 885: 1.827252903217375e-05
Position 45: 1.5603591670550244e-05
Position 1008: 1.2696115571981935e-05
Position 229: 1.071601566156241e-05
Position 909: 1.012216982870884e-05
Position 297: 9.771695145550797e-06
Position 1021: 9.244931350165568e-06
Position 1356: 6.180796103834849e-06
Position 1320: 6.1654636774147945e-06
Position 1317: 5.887553189875874e-06
Position 1404: 3.657468191267823e-06
Position 179: 3.540932851043197e-06
Position 589: 2.422899792443244e-06
Position 898: 1.909110042958941e-06
Position 1143: 1.468559146767526e-06
Position 749: 1.4422347631087867e-06
Position 489: 1.0989817285842945e-06
Position 843: 1.0395416204792705e-06
Position 52: 8.303684683483553e-07
Position 744: 4.244109530319675e-07
Position 1395: 1.700338931918295e-07
Position 742: 4.953897941622165e-08
Position 572: 2.785990239811727e-08
Position 495: 2.406709509312649e-08
Position 63: 1.9320108606028322e-08
Position 55: 8.861366372715138e-09
Position 545: 2.735615663901248e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 523: 0.9857720427269753
Position 1279: 0.9521150313706137
Position 1224: 0.01849468473206747
Position 495: 0.009808059172138627
Position 1021: 0.006031632250800769
Position 976: 0.00503061472709203
Position 1066: 0.00462330488242086
Position 693: 0.0043179944394487
Position 1299: 0.0034777846278830644
Position 336: 0.0030333924116780586
Position 699: 0.0026638655520887845
Position 294: 0.001649315069057879
Position 1342: 0.001506775958358548
Position 89: 0.001206691160986232
Position 1077: 0.0011952225527586274
Position 572: 0.0010545215098128075
Position 787: 0.0006104116450777003
Position 1387: 0.0003846111006259516
Position 317: 0.00031843385501164164
Position 1365: 0.0002717838034899057
Position 1092: 0.0002478434799993684
Position 654: 0.00020097191047645436
Position 1157: 0.00013745342930253788
Position 542: 0.00010700162957888375
Position 648: 0.0001064787761160411
Position 1170: 9.330777712127206e-05
Position 1429: 8.202152086451286e-05
Position 1185: 7.758572313250994e-05
Position 1352: 7.572132067825679e-05
Position 1085: 7.062040501579423e-05
Position 793: 4.9741472696603136e-05
Position 266: 4.705867610598289e-05
Position 1403: 4.411912508946688e-05
Position 1311: 3.861035446057768e-05
Position 227: 3.601645056974297e-05
Position 926: 3.463664919995234e-05
Position 1369: 3.06609645088939e-05
Position 149: 2.6952667864285243e-05
Position 1451: 2.3416521407024508e-05
Position 915: 1.3670486862772734e-05
Position 880: 1.3354089552662872e-05
Position 1426: 1.3167878189959586e-05
Position 1308: 1.2148826091418186e-05
Position 716: 1.205653340160567e-05
Position 651: 1.2028104565918967e-05
Position 705: 1.0733498072666207e-05
Position 594: 1.042527481424983e-05
Position 1314: 1.0124417879328984e-05
Position 728: 5.856742472559681e-06
Position 621: 4.585045490184593e-06
Position 142: 4.2846897903451035e-06
Position 209: 3.943546982338216e-06
Position 1317: 2.7176630403117374e-06
Position 556: 2.6178041159645786e-06
Position 553: 1.7487219444950885e-06
Position 1459: 1.384712586909884e-06
Position 369: 1.3033723420730493e-06
Position 826: 8.795991410437522e-07
Position 581: 7.823063620444563e-07
Position 1401: 7.221300598840582e-07
Position 170: 7.024670424332952e-07
Position 550: 6.994855698010695e-07
Position 1323: 6.479121023410065e-07
Position 1256: 6.307766420822438e-07
Position 343: 4.012655628468677e-07
Position 376: 3.6484222394637757e-07
Position 167: 3.487632587620039e-07
Position 738: 2.754748479537147e-07
Position 391: 2.3133400379602008e-07
Position 179: 2.0244238466454827e-07
Position 380: 1.9873196015244613e-07
Position 160: 1.8614205444799132e-07
Position 630: 1.5470903242679708e-07
Position 795: 1.2681570668406866e-07
Position 128: 9.981796232019612e-08
Position 257: 8.975857473075866e-08
Position 834: 6.798034603297327e-08
Position 451: 6.314122562413517e-08
Position 416: 4.464006155323875e-08
Position 203: 3.183264677024589e-08
Position 229: 2.981508243484346e-09
Position 428: 2.5067613716766796e-09
Position 663: 1.2228668104197735e-09
