Gene = RhoGEF3
index = 1425
Annotated 5SS: [23412 23668 24245 24865 25086 25255]
Annotated 3SS: [23457 23725 24320 24922 25147 25311]
SMsplice 5SS: [  319   895  3620  4298  5222 11844 12019 13676 13961 15749 23672 24245
 24865 25086 25255]
SMsplice 3SS: [  740   963  3683  4649 11332 11933 13262 13876 15486 23457 23725 24320
 24922 25147 25311]
top_k =  500
Partition function (log Z): 11.482255424430399

Sorted 5' Splice Sites (High to Low Probability):
Position 24245: 0.9968630861131743
Position 895: 0.9966082423026861
Position 25255: 0.9887987131319539
Position 3620: 0.9868713795866277
Position 13676: 0.9729533822587938
Position 11844: 0.9709923751505914
Position 4298: 0.968156395110541
Position 25086: 0.9671739730263034
Position 24865: 0.9641168534082065
Position 319: 0.9344890614697874
Position 15749: 0.7879282347706755
Position 5222: 0.7815453145831153
Position 21580: 0.5444132837110152
Position 12019: 0.5307375197582115
Position 2582: 0.5214820200115412
Position 13961: 0.5086382194711921
Position 23672: 0.436069269725882
Position 12367: 0.3730144521780497
Position 23668: 0.3430617207864273
Position 11038: 0.2460249000840711
Position 1582: 0.23653112554398548
Position 23837: 0.22300124662474446
Position 10894: 0.20686814307374382
Position 1586: 0.20204298271722304
Position 12891: 0.2009521389861728
Position 25461: 0.1902330120347159
Position 9868: 0.15269038576847402
Position 20703: 0.12637282366219763
Position 23059: 0.11249153920246113
Position 1173: 0.08641490656686322
Position 18071: 0.08518162244446124
Position 12053: 0.057914219083192726
Position 25841: 0.034287502231777386
Position 1316: 0.0329694066728292
Position 1897: 0.03275644589207552
Position 13052: 0.031477521679552006
Position 10430: 0.03135767846315293
Position 1492: 0.028605318267078395
Position 25847: 0.02719243848911926
Position 26443: 0.02716076937452541
Position 4084: 0.026949610796546054
Position 3333: 0.022693767236680443
Position 2594: 0.019600121352691197
Position 14922: 0.016329768356988954
Position 2731: 0.015134932705286418
Position 1313: 0.014907970600993475
Position 14395: 0.014168584787055218
Position 1101: 0.01326395215331863
Position 12139: 0.011894551999887142
Position 20975: 0.011553274967063931
Position 116: 0.008555969934787397
Position 12710: 0.007085245940211984
Position 2212: 0.006546591505553708
Position 9775: 0.0061418526742770315
Position 24634: 0.005805467898589664
Position 104: 0.005328297388381005
Position 13: 0.005286117157527559
Position 4260: 0.0045240354708875495
Position 1262: 0.004361182477722061
Position 5270: 0.004149560181101152
Position 7074: 0.003909609192797884
Position 3699: 0.003868509296130759
Position 4783: 0.003820569532498525
Position 5569: 0.0035921828806958667
Position 102: 0.0035476005983468588
Position 2763: 0.0035193269626302213
Position 24836: 0.003468727918056356
Position 3869: 0.003265237020337554
Position 520: 0.002924072472090963
Position 25468: 0.00274842174983945
Position 4069: 0.002715205637889987
Position 347: 0.0026382985254320116
Position 26516: 0.0026365898022490575
Position 1232: 0.0025469311581429468
Position 26124: 0.0025003974503958076
Position 25259: 0.0024074088725655166
Position 3117: 0.0023870732108484385
Position 14942: 0.002373618059001324
Position 666: 0.002318256105724522
Position 597: 0.002234565303836885
Position 4316: 0.002095993579149632
Position 5378: 0.0020182394353309113
Position 2108: 0.0019979093638641406
Position 26494: 0.001871614273472667
Position 1692: 0.001865042040322271
Position 1330: 0.0017469295890797283
Position 669: 0.0017435215333823277
Position 4337: 0.0017200542338052063
Position 2045: 0.0016185513829696104
Position 17128: 0.001576392352950795
Position 14326: 0.0015320359007201501
Position 7461: 0.0014185309961071617
Position 629: 0.001413337899254617
Position 26172: 0.0013972629064069242
Position 16614: 0.0012982123823591435
Position 4257: 0.0012802525034519238
Position 5211: 0.0012267994417232133
Position 19070: 0.0011611149465841812
Position 24827: 0.00099089022368642
Position 889: 0.0008904776062717388
Position 1602: 0.0008050485604598027
Position 4831: 0.0007709498971674015
Position 12015: 0.0007592175124078261
Position 8284: 0.000716956339681245
Position 2393: 0.0006558800252281834
Position 25226: 0.0006178830101455286
Position 108: 0.0005945682734878943
Position 5456: 0.0005701806705624855
Position 8060: 0.0005184452087669105
Position 243: 0.000485402903968836
Position 7457: 0.0004744365401691743
Position 25071: 0.00047255288101413133
Position 1956: 0.0004123248916483034
Position 25838: 0.0003874749304978656
Position 1477: 0.0003432975294255664
Position 432: 0.0003180914199487235
Position 674: 0.0002859820093433883
Position 5423: 0.0002830068935242128
Position 4342: 0.00026857455488962816
Position 909: 0.00024101781107310126
Position 4502: 0.0002293614264661568
Position 323: 0.00022197305962292708
Position 4197: 0.0001794125270207989
Position 495: 0.00017478978429819828
Position 4281: 0.00017254197981162036
Position 330: 0.00014828529068014316
Position 16362: 0.00013170328393238067
Position 180: 0.0001206627222912802
Position 906: 0.00010677404492915858
Position 25921: 0.00010313373004426417
Position 25998: 9.460367060837291e-05
Position 899: 8.821104301958094e-05
Position 25062: 4.490377995239299e-05
Position 325: 4.226634794919827e-05
Position 40: 4.058776847669515e-05
Position 661: 3.386839143063388e-05
Position 25691: 2.7737779407898287e-05
Position 4793: 2.211615543623362e-05
Position 4408: 1.5939762830383328e-05
Position 1115: 1.5680903126252042e-05
Position 106: 1.531911529566012e-05
Position 1055: 1.3536285086551929e-05
Position 14027: 1.337760080377026e-05
Position 269: 1.1957657932460819e-05
Position 142: 6.882566666928786e-06
Position 25022: 6.315785338029682e-06
Position 25239: 6.30268787281326e-06
Position 51: 4.928509468024866e-06
Position 212: 4.582078240792041e-06
Position 872: 4.258169999057243e-06
Position 1675: 4.208811594225857e-06
Position 25179: 3.7800862323683383e-06
Position 406: 3.457765984513921e-06
Position 37: 3.3305982279521243e-06
Position 749: 2.8463286842966136e-06
Position 1590: 2.8431749333070475e-06
Position 450: 2.6712273786210364e-06
Position 394: 2.4930416826361098e-06
Position 5563: 2.425932087119737e-06
Position 350: 2.278285802316258e-06
Position 819: 1.7811612868698177e-06
Position 15953: 1.6063648384058392e-06
Position 25864: 1.3649879523388005e-06
Position 271: 1.3566766115924394e-06
Position 421: 1.3510738409377163e-06
Position 25417: 1.3459145599819122e-06
Position 1179: 1.212069016683716e-06
Position 1565: 1.0157336410341198e-06
Position 5573: 9.286410678191801e-07
Position 808: 3.1516911262404723e-07
Position 13932: 2.591449543932909e-07
Position 25155: 1.030320589851887e-07
Position 853: 5.146017242696377e-08
Position 988: 6.694287311114202e-09
Position 1177: 5.777528434800803e-09
