Gene = CG34245
index = 613
Annotated 5SS: [305]
Annotated 3SS: [427]
SMsplice 5SS: [305]
SMsplice 3SS: [427]
top_k =  500
Partition function (log Z): -8.835850264908986

Sorted 5' Splice Sites (High to Low Probability):
Position 305: 0.9237222808476484
Position 370: 0.06195772412565542
Position 354: 0.004409355272118143
Position 309: 0.004315511517687444
Position 109: 0.001973657257377567
Position 240: 0.0017595963223231979
Position 262: 0.0008059978609370624
Position 342: 0.0005536615350025106
Position 207: 0.0005376501297091008
Position 288: 0.0005081176302171915
Position 78: 0.0001481891712198684
Position 231: 0.00013362323117959706
Position 70: 0.00012655134215705245
Position 194: 8.826117408394846e-05
Position 553: 7.899317501272382e-05
Position 172: 4.864487035812872e-05
Position 618: 3.30013956296066e-05
Position 392: 2.8294214600168775e-05
Position 30: 2.198317790327852e-05
Position 283: 1.5800841072271208e-05
Position 623: 1.4194593150772177e-05
Position 456: 8.595594596862798e-06
Position 286: 8.595549451394788e-06
Position 465: 5.5265668401894725e-06
Position 150: 4.330677021636882e-06
Position 627: 4.252520296357804e-06
Position 569: 5.0118102503925e-07
Position 467: 4.292937168737004e-07
Position 384: 2.8700792619343577e-07
Position 477: 2.522874042226576e-07
Position 480: 1.1361789091261511e-07
Position 427: 4.097608742317946e-08
Position 575: 2.6747629150662313e-08
Position 43: 5.880788893751178e-09
Position 408: 3.147293584018039e-13
Position 500: 1.6710929137929815e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 427: 0.9225960127661214
Position 370: 0.062673308995408
Position 520: 0.0067991892062375155
Position 453: 0.0038343128835885997
Position 392: 0.00224328844784336
Position 157: 0.0013005788765093763
Position 608: 0.0006423584089919483
Position 676: 0.0003330021492352467
Position 161: 0.00030435246986203505
Position 302: 0.0001712286980030118
Position 331: 0.00013245273073418017
Position 194: 9.670300142664773e-05
Position 262: 7.113807522983824e-05
Position 304: 2.7253833248479897e-05
Position 455: 1.695068691523665e-05
Position 118: 1.6534396817753774e-05
Position 147: 1.627517869332421e-05
Position 207: 1.2497680662756941e-05
Position 272: 1.1548409851644014e-05
Position 109: 7.764127693859957e-06
Position 172: 2.7652283480422154e-06
Position 238: 2.1966588859887093e-06
Position 277: 1.357294180494038e-06
Position 166: 9.714307365806576e-07
Position 182: 4.429805503349708e-09
Position 317: 8.249631420370425e-10
Position 219: 6.962077344870735e-10
