Gene = Uggt
index = 1583
Annotated 5SS: [432]
Annotated 3SS: [614]
SMsplice 5SS: [432 800]
SMsplice 3SS: [ 614 4828]
top_k =  500
Partition function (log Z): -9.080838542459018

Sorted 5' Splice Sites (High to Low Probability):
Position 432: 0.7354695041881035
Position 800: 0.6309028165936726
Position 665: 0.18992942617124584
Position 515: 0.09709320052975547
Position 166: 0.04525838219238662
Position 109: 0.04139509695203793
Position 490: 0.033207775853695776
Position 1070: 0.023316248508584398
Position 561: 0.015151802045318128
Position 1466: 0.013419984299040785
Position 5040: 0.012795204612823389
Position 102: 0.011152412079583
Position 521: 0.011000502394603096
Position 398: 0.010884200088691441
Position 921: 0.008497274267902904
Position 2018: 0.008144310147144567
Position 416: 0.008006753736781086
Position 1729: 0.007729451748654207
Position 2082: 0.007070528932907918
Position 3565: 0.004898449888624694
Position 161: 0.004345401975660162
Position 4260: 0.003973089675289136
Position 406: 0.0035306396220947584
Position 2382: 0.0032285328147631754
Position 225: 0.0029601025243764082
Position 223: 0.002542767351953584
Position 3101: 0.0014555925008686852
Position 3729: 0.0012962707256412036
Position 229: 0.0011367606025747684
Position 944: 0.0010319998898643498
Position 446: 0.0009861751401329887
Position 173: 0.0005265325083379474
Position 436: 0.0005121850165834399
Position 155: 0.00035373926056520537
Position 1365: 0.0002947705567511289
Position 4: 0.0002849101225396587
Position 349: 0.0002820843790387534
Position 170: 0.00026197686022229436
Position 31: 0.00026149845491854043
Position 579: 0.00022812256490311708
Position 194: 0.0002184533074309941
Position 276: 0.0001593678706932428
Position 438: 0.00010643769644977964
Position 184: 8.157196511985782e-05
Position 1859: 6.496122973809577e-05
Position 701: 6.029316843004978e-05
Position 205: 5.7538814612226744e-05
Position 138: 4.358819552568544e-05
Position 233: 4.1920291198218335e-05
Position 941: 4.143030475905468e-05
Position 236: 3.0645780844498485e-05
Position 389: 2.351582608761981e-05
Position 631: 2.1982639472905608e-05
Position 1626: 1.8998743532269455e-05
Position 1634: 1.6392046208975863e-05
Position 698: 1.0217913512576723e-05
Position 1781: 9.497807239507026e-06
Position 1442: 8.14746860496685e-06
Position 851: 7.290953353348836e-06
Position 54: 7.22463995118995e-06
Position 227: 7.169430562014164e-06
Position 210: 3.523534373532373e-06
Position 215: 3.0596654921934893e-06
Position 1329: 2.403630048852945e-06
Position 1816: 1.9183029700917022e-06
Position 7: 1.7956336818941084e-06
Position 1125: 1.2489100009335411e-06
Position 1214: 9.021621588324439e-07
Position 1155: 4.947933758972725e-07
Position 653: 4.548103382112015e-07
