Gene = Pde1c
index = 1363
Annotated 5SS: [ 54316  69682  90090  93483  95313  98296 109973 111220]
Annotated 3SS: [ 69011  89798  92920  95198  97740 109722 110078 111865]
SMsplice 5SS: [  2082  70256  90090  93483  95313 109973 111220]
SMsplice 3SS: [ 70181  89798  92920  95198 109722 110078 111865]
top_k =  500
Partition function (log Z): -134.192281730674

Sorted 5' Splice Sites (High to Low Probability):
Position 2082: 0.4682885921708366
Position 12373: 0.25869564287738767
Position 147: 0.20918046071636384
Position 1175: 0.20058588621013262
Position 13040: 0.16483526032226792
Position 887: 0.1130640301280089
Position 711: 0.10301241821093432
Position 1181: 0.06800149121454015
Position 30: 0.051291538527805804
Position 934: 0.04989628665520468
Position 707: 0.04291735704983695
Position 874: 0.04288410984515793
Position 13220: 0.029234762254564624
Position 3031: 0.02382354968511585
Position 672: 0.02208398105261651
Position 251: 0.01897486511064841
Position 1725: 0.01856843130508212
Position 7706: 0.018282870057977837
Position 12857: 0.012393732476402871
Position 12630: 0.011301174744619122
Position 168: 0.010493163398911601
Position 12676: 0.008646530586840805
Position 670: 0.0036685739645797477
Position 2106: 0.00266598612958825
Position 7518: 0.0020256432798282055
Position 6838: 0.001275223426383633
Position 681: 0.0012479707096120455
Position 131: 0.0010702351693678066
Position 129: 0.0010318245505863653
Position 401: 0.0010242971170073185
Position 133: 0.0009385691001565609
Position 496: 0.0009194554869534319
Position 127: 0.0008407475209003387
Position 135: 0.0007460896013737281
Position 6661: 0.0006218629792301411
Position 125: 0.0005725755965070207
Position 227: 0.0005209136018594232
Position 1008: 0.0004550578895833581
Position 679: 0.00042803801358956426
Position 1398: 0.0003994180786680955
Position 843: 0.00039521783170406094
Position 507: 0.00034526323674187887
Position 1717: 0.0003094521740156731
Position 123: 0.0002838180226791401
Position 697: 0.00027895372696066796
Position 999: 0.00027411006921910445
Position 349: 0.00019101738525723993
Position 275: 0.00017030134002858193
Position 317: 0.00015486759865197396
Position 96: 0.00013112050869732635
Position 548: 0.00011028497784686342
Position 554: 7.231707333854451e-05
Position 643: 4.5521510957360556e-05
Position 608: 4.2923203461744484e-05
Position 723: 4.229757739157325e-05
Position 73: 3.9957628540736674e-05
Position 139: 3.849297853070546e-05
Position 117: 3.0608549226194535e-05
Position 38: 2.6587716483444973e-05
Position 328: 2.5919995307159563e-05
Position 98: 1.3842325239976177e-05
Position 981: 1.08810629805126e-05
Position 137: 8.857470733443041e-06
Position 145: 6.6290950022977084e-06
Position 645: 5.486597179498093e-06
Position 1367: 4.352926139547477e-06
Position 470: 1.6781444377283395e-06
Position 425: 1.6239087043953309e-06
Position 151: 1.2674415653688011e-06
Position 467: 9.596885612014407e-07
Position 159: 9.088984071530256e-07
Position 3: 7.074705466536468e-07
Position 540: 6.163441649406761e-07
Position 759: 3.956062531176073e-07
Position 4870: 4.134851337618263e-08
Position 5276: 3.2918483621235876e-08
Position 6: 8.490876434902127e-09
Position 4656: 2.7175836290514624e-10
Position 85: 2.1378522874846447e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16863: 0.9947647616303014
Position 11829: 0.2693092933599414
Position 779: 0.18892209511090272
Position 12521: 0.11412102859278393
Position 12500: 0.09491695585907858
Position 951: 0.0733586211101206
Position 1497: 0.04095637906702446
Position 1784: 0.04088317355467692
Position 1086: 0.028621080394571594
Position 1260: 0.019272846982977924
Position 1002: 0.014906050280923634
Position 7262: 0.014728695021301896
Position 2174: 0.009661958853604673
Position 1031: 0.009466526008640723
Position 12665: 0.009102237481836209
Position 1957: 0.007977318955537143
Position 2150: 0.0031061467932033547
Position 1263: 0.0029161423300166933
Position 7141: 0.0028440283046698507
Position 1724: 0.002801939630470191
Position 14992: 0.002773422188488582
Position 2856: 0.0024048181497897804
Position 6479: 0.0023791984133400054
Position 2334: 0.00220725984799294
Position 7573: 0.002025643279828263
Position 2909: 0.0018098148452341857
Position 194: 0.0017797215652882034
Position 1005: 0.0014850415138630386
Position 826: 0.0013320862762981342
Position 332: 0.0011315144215223447
Position 2978: 0.0011285842368052368
Position 1174: 0.000988051660141355
Position 2730: 0.0009622090487012025
Position 759: 0.0008957660154765146
Position 2889: 0.0006525454964536107
Position 1266: 0.0006447111608177131
Position 317: 0.0006019892310400012
Position 1554: 0.0004968339578553105
Position 2461: 0.0004292672424297793
Position 1060: 0.00034480783551310513
Position 5166: 0.00013867225393189767
Position 13414: 0.00011601137842356401
Position 81: 0.000109357814429325
Position 5498: 9.253071526638038e-05
Position 830: 8.290150269419493e-05
Position 1522: 6.784264555200231e-05
Position 623: 6.733864112487445e-05
Position 575: 3.3107417796942604e-05
Position 222: 2.1387252292356044e-05
Position 859: 1.7634540327597285e-05
Position 111: 1.6379947405825507e-05
Position 275: 1.378144972333866e-05
Position 425: 1.3033412229701158e-05
Position 457: 1.2136455762888049e-05
Position 1141: 1.1320487694498208e-05
Position 480: 9.327911364475027e-06
Position 349: 7.514619674464882e-06
Position 362: 6.141934749874808e-06
Position 1367: 5.518745285612175e-06
Position 346: 5.379582497334705e-06
Position 2426: 3.211005556605233e-06
Position 2950: 3.083453987211381e-06
Position 2307: 3.0152378706438843e-06
Position 2205: 2.8739751800280064e-06
Position 2790: 2.858927716726822e-06
Position 1128: 2.486447828771068e-06
Position 145: 1.6055436018284175e-07
Position 245: 1.2272608386391132e-07
Position 8029: 1.2051594935151763e-07
Position 6188: 2.634206938939187e-08
Position 5454: 2.1070934819002214e-08
Position 4793: 1.8007127958908352e-08
Position 3119: 1.7278011713017973e-08
Position 5063: 1.4491546653198382e-08
Position 4745: 1.1195679808304308e-08
Position 4551: 1.0735880212006089e-08
Position 3241: 1.811562578830536e-09
Position 3142: 1.7579664045201077e-09
