Gene = GXIVsPLA2
index = 1178
Annotated 5SS: [214 452]
Annotated 3SS: [291 514]
SMsplice 5SS: [214 452]
SMsplice 3SS: [291 514]
top_k =  500
Partition function (log Z): -5.204830118207025

Sorted 5' Splice Sites (High to Low Probability):
Position 452: 0.8101490258708579
Position 214: 0.5881240007317363
Position 219: 0.11066080641182613
Position 233: 0.0949324690147832
Position 457: 0.0848631650264074
Position 476: 0.03175334805500297
Position 498: 0.029085537753866693
Position 244: 0.020737759322564255
Position 6: 0.00909725239282075
Position 454: 0.007353363035583891
Position 1031: 0.0029846907096775653
Position 58: 0.0027831674852226225
Position 890: 0.0027151980898562004
Position 980: 0.002312769870029133
Position 1048: 0.0014200471734759983
Position 696: 0.001167213244165114
Position 145: 0.0006835714124195941
Position 996: 0.0005366459913437212
Position 1238: 0.00046408789557931645
Position 1010: 0.0003889515025967088
Position 708: 0.00017384985468476687
Position 1092: 0.00017121424473766955
Position 63: 0.00013969566012810662
Position 957: 0.00013903140980319346
Position 1269: 0.00012612222758666408
Position 358: 0.0001142150997405851
Position 1026: 8.886736524558478e-05
Position 254: 8.746689854208704e-05
Position 385: 7.819301901959346e-05
Position 902: 7.669962631049798e-05
Position 208: 7.492911235875533e-05
Position 1017: 5.750913709980897e-05
Position 675: 4.6611428413317894e-05
Position 46: 3.7808090201687456e-05
Position 500: 2.672543290984085e-05
Position 1127: 2.1662453441622463e-05
Position 702: 1.8863407080128594e-05
Position 269: 1.7104062039461754e-05
Position 1024: 1.4618730303991622e-05
Position 1035: 1.2636015415930018e-05
Position 1220: 9.590807149660202e-06
Position 1183: 8.001650917774957e-06
Position 260: 7.498540914082848e-06
Position 502: 4.981281045704365e-06
Position 1273: 2.6283399129349124e-06
Position 29: 1.8499461351510262e-06
Position 129: 1.531677675955183e-06
Position 165: 9.573847352047964e-07
Position 329: 5.274112063872914e-07
Position 376: 4.8626102020542456e-08
Position 423: 4.806774620652553e-08
Position 334: 5.551372983815944e-09
Position 352: 5.010701805804684e-09
Position 1104: 3.0940722579661134e-09
Position 336: 2.734364395768245e-09
Position 400: 2.0971784977649661e-10
Position 526: 4.442121549108157e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 514: 0.8966197009976785
Position 291: 0.7557746765458463
Position 556: 0.08315667386438975
Position 310: 0.031573347056181617
Position 342: 0.007551827464785796
Position 58: 0.007351693332561206
Position 1104: 0.0070428557106420805
Position 296: 0.0026373209281755103
Position 1291: 0.0024986771111266412
Position 118: 0.00216719490785172
Position 1160: 0.0018616319087575246
Position 1035: 0.0012555923310514608
Position 63: 0.0009673009870105683
Position 129: 0.000751313844183076
Position 1051: 0.00045187777263147973
Position 187: 0.0004278962488057581
Position 352: 0.00039011855178096023
Position 834: 0.00018380388280569014
Position 719: 0.00017273545644218432
Position 756: 0.0001601340938863639
Position 1317: 0.0001429809637704032
Position 384: 0.00011601703258317395
Position 318: 0.00010364945322305469
Position 765: 6.118712051540428e-05
Position 91: 5.993277509252887e-05
Position 537: 5.510826337200128e-05
Position 1343: 4.797069993413007e-05
Position 521: 4.468791702831358e-05
Position 587: 3.356901025573379e-05
Position 884: 2.1360563405328425e-05
Position 423: 2.070500385768607e-05
Position 662: 1.9716783462735174e-05
Position 1331: 1.0617390012270758e-05
Position 831: 1.0148334359742786e-05
Position 488: 9.847814613708448e-06
Position 236: 6.444163595493089e-06
Position 1232: 4.986782631102546e-06
Position 144: 3.941965511387492e-06
Position 200: 2.8401155004985712e-06
Position 208: 1.101620921207814e-06
Position 218: 8.175975216812592e-07
Position 248: 3.582433401583826e-07
Position 254: 1.0602085340747947e-07
Position 451: 1.0488719203526942e-07
Position 609: 1.1239217481714425e-09
Position 250: 1.241625335710414e-18
