Gene = ValRS-m
index = 1593
Annotated 5SS: [ 237 2059 2564 3253]
Annotated 3SS: [ 304 2113 2622 3312]
SMsplice 5SS: [ 237 2059 2564 3253]
SMsplice 3SS: [ 304 2113 2622 3312]
top_k =  500
Partition function (log Z): 3.8806374472199865

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.9994703775102315
Position 2059: 0.9946256304399603
Position 3253: 0.9382307989695778
Position 2564: 0.933070243293557
Position 1405: 0.10574166486163752
Position 2860: 0.09981599086281678
Position 2724: 0.06763151250982985
Position 919: 0.02741760790274729
Position 969: 0.024375812745478065
Position 578: 0.02003515386386642
Position 3229: 0.014832046865515697
Position 2851: 0.013429327202831468
Position 592: 0.012199491520478114
Position 988: 0.00972072634026208
Position 2412: 0.009355915248868134
Position 2333: 0.009019439830294107
Position 1461: 0.008951560496790318
Position 998: 0.005755368380209816
Position 460: 0.005653968798769123
Position 1736: 0.004915556858910027
Position 1132: 0.004898696848993099
Position 556: 0.0047692985059059915
Position 892: 0.002430860938361535
Position 547: 0.0023813155285892567
Position 901: 0.0020180173469456844
Position 670: 0.0012701689622422387
Position 1016: 0.0010868819349571708
Position 2035: 0.0010714524008359396
Position 57: 0.0010240539844431134
Position 952: 0.0007154769951713981
Position 1820: 0.0006566661462901537
Position 2833: 0.0005521297950114586
Position 2674: 0.0005509497381550382
Position 1482: 0.0005363448243127995
Position 731: 0.0004890761913381624
Position 2568: 0.0004391853731821208
Position 2274: 0.0004075097046038448
Position 1113: 0.000380575748181106
Position 1760: 0.00035989403769347923
Position 2968: 0.00033661042684056646
Position 2821: 0.00031027868733223495
Position 26: 0.0003091302702592315
Position 1067: 0.00026989372265279904
Position 2294: 0.00023692484768043999
Position 2550: 0.0002074604991173662
Position 701: 0.000198285760315097
Position 899: 0.00019603181931202146
Position 793: 0.00019358256609047146
Position 2808: 0.00018925817808443447
Position 3258: 0.00018647384534831879
Position 3234: 0.00017154153929883063
Position 1288: 0.00017026810115691466
Position 1216: 0.00015921176972260415
Position 2906: 0.00015454112932854194
Position 2063: 0.00014728342473005953
Position 1337: 0.00013855288255112228
Position 1021: 0.00013394172877250214
Position 2224: 0.00013138365163488407
Position 1453: 0.00011813387381187332
Position 991: 0.00011702999422990393
Position 511: 0.00011357241330902179
Position 844: 0.00010503909012359567
Position 2787: 7.19187404752013e-05
Position 2414: 6.82992722920279e-05
Position 598: 6.803166750005287e-05
Position 168: 6.373925819014699e-05
Position 2586: 6.0529163895471904e-05
Position 225: 4.7770103262936354e-05
Position 241: 4.749156571655723e-05
Position 3177: 4.55038187349726e-05
Position 3435: 4.096387925949838e-05
Position 2051: 3.8999645793906656e-05
Position 695: 3.8957229287261507e-05
Position 1072: 3.426385321531078e-05
Position 706: 3.3097332996779936e-05
Position 3156: 3.1269022880353924e-05
Position 33: 2.8675382675402755e-05
Position 206: 2.6149826857594085e-05
Position 208: 2.3656973024652487e-05
Position 3268: 1.536571351387659e-05
Position 251: 1.451234363279565e-05
Position 3003: 1.247880488121411e-05
Position 3358: 1.068086135018561e-05
Position 1084: 1.0628516685134372e-05
Position 2170: 9.570172628063513e-06
Position 80: 8.870033346051321e-06
Position 187: 7.490105506473088e-06
Position 2572: 7.338345552738248e-06
Position 3428: 6.429148119590731e-06
Position 855: 5.9287077356304164e-06
Position 2038: 5.603693554918903e-06
Position 2467: 4.127335174438944e-06
Position 3405: 3.157874674061847e-06
Position 162: 2.396723656814267e-06
Position 931: 1.7394518629490628e-06
Position 3309: 1.6733130366352052e-06
Position 2471: 3.052339181469996e-07
Position 595: 1.244763224329335e-07
Position 416: 5.1193776191995624e-08
Position 787: 2.356110326367834e-08
Position 502: 1.667965480469692e-08
Position 269: 4.255966643981663e-09
Position 650: 3.76241600903246e-09
Position 193: 2.913732861777381e-09
Position 635: 2.36941310404325e-10
Position 352: 1.1114646898482831e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 304: 0.9980211198407785
Position 3312: 0.9564019084231277
Position 2113: 0.9196663897790377
Position 2622: 0.7275422508212398
Position 2644: 0.16445616597130652
Position 2919: 0.1480791690709262
Position 1532: 0.06769532400458439
Position 2168: 0.04416810296784383
Position 2776: 0.04139721896613723
Position 1816: 0.03504468958354383
Position 1049: 0.03383609315787419
Position 1869: 0.028893097859185753
Position 2482: 0.016861837152174135
Position 1950: 0.012855038083289996
Position 991: 0.011831596929961191
Position 1620: 0.011581211523082889
Position 2859: 0.009823652590012857
Position 1287: 0.009499220709581417
Position 2395: 0.00933633505702867
Position 965: 0.00760819046406037
Position 2333: 0.006943201570482664
Position 2799: 0.005330831582599811
Position 624: 0.005072735286973483
Position 2961: 0.004842524367765466
Position 2757: 0.004676368681579301
Position 1335: 0.00400561168988945
Position 2411: 0.003984602180268346
Position 1075: 0.0038752524316334573
Position 2906: 0.0036282883648189497
Position 2654: 0.003617834260386584
Position 2594: 0.00356919373084662
Position 1131: 0.002819113306178041
Position 2699: 0.0028045364925204995
Position 1491: 0.0021210749317945228
Position 1498: 0.0014496693075239284
Position 2606: 0.001275909813187308
Position 937: 0.0011944376467669339
