Gene = axed
index = 1618
Annotated 5SS: [ 184 7272 7991]
Annotated 3SS: [6572 7341 8442]
SMsplice 5SS: [ 184 7272 7991]
SMsplice 3SS: [6572 7341 8442]
top_k =  500
Partition function (log Z): 4.618070849523641

Sorted 5' Splice Sites (High to Low Probability):
Position 7272: 0.9995990151262605
Position 7991: 0.9936968129405361
Position 8625: 0.49602617959578454
Position 585: 0.48899557690046364
Position 184: 0.41943827927767374
Position 1181: 0.40499554319708353
Position 1924: 0.1118279065462049
Position 20: 0.0927480308959457
Position 2541: 0.05841004426055349
Position 2080: 0.028094503970874825
Position 9067: 0.01708664019105357
Position 6768: 0.01462267318395256
Position 8988: 0.014008328533907616
Position 8885: 0.009836949072315313
Position 8315: 0.007848320758664538
Position 4497: 0.007814175147397259
Position 1016: 0.0064454933131944565
Position 2096: 0.005550832638852975
Position 754: 0.005484776688038781
Position 9566: 0.005229478927912793
Position 7722: 0.0038676985895648944
Position 6781: 0.0037500830128504503
Position 4328: 0.003416705149561978
Position 5794: 0.0023824115316623713
Position 8019: 0.002118336438436066
Position 1696: 0.0021074707133311725
Position 8363: 0.0016583336799406497
Position 8292: 0.001506572207322601
Position 9159: 0.0014063602729219354
Position 774: 0.0013951185328497937
Position 5465: 0.0013668928145093432
Position 8394: 0.0012916041109772235
Position 760: 0.0012710531578305317
Position 5471: 0.0012186697787840873
Position 8330: 0.0012136933394704932
Position 8014: 0.0010161780892632979
Position 750: 0.0009872268129323422
Position 746: 0.0009070026706490514
Position 748: 0.000876691049090887
Position 1901: 0.0007928504016224663
Position 8998: 0.0006852077806543881
Position 7995: 0.0006614704143183055
Position 7770: 0.0004915664631797713
Position 417: 0.0004825051133335821
Position 425: 0.00038374756277649596
Position 8921: 0.00035002809398451283
Position 1407: 0.0003266028486385198
Position 1909: 0.0003068058706171217
Position 7456: 0.00028105535864155
Position 7712: 0.00023922531069567028
Position 2407: 0.00020101706836534198
Position 8008: 0.00017555283660824838
Position 1349: 0.00017168077659568813
Position 804: 0.0001579336809675962
Position 782: 0.00013251668236642484
Position 1059: 0.00013021040031238482
Position 1385: 0.00012952878387269523
Position 8079: 0.00012441240693183275
Position 153: 9.612239877203694e-05
Position 9417: 8.242639168862431e-05
Position 386: 6.926857099243544e-05
Position 2424: 6.793850932589335e-05
Position 1323: 6.11658035436674e-05
Position 8593: 5.1470739937377334e-05
Position 158: 4.9734959862108655e-05
Position 204: 4.570410411778927e-05
Position 106: 4.494664079329179e-05
Position 758: 3.7775505382036686e-05
Position 7777: 3.684771677351439e-05
Position 128: 2.9639922441253744e-05
Position 8093: 2.726651464335741e-05
Position 7416: 2.6862516730162234e-05
Position 7554: 2.6581257373488703e-05
Position 780: 2.407241416293819e-05
Position 818: 2.397525850599582e-05
Position 864: 2.0274390203155627e-05
Position 752: 1.8366525997160165e-05
Position 455: 1.73467885849734e-05
Position 48: 1.1750929084991214e-05
Position 1252: 1.0180190912541598e-05
Position 7413: 9.005004517622012e-06
Position 597: 8.758077352629862e-06
Position 913: 8.295084990292159e-06
Position 7818: 7.054214321004518e-06
Position 8017: 6.906298834516277e-06
Position 589: 6.099312788601231e-06
Position 8303: 6.001350455510801e-06
Position 772: 5.748095119657032e-06
Position 8037: 5.517162091173122e-06
Position 8042: 5.161881846855398e-06
Position 7892: 5.036869031907204e-06
Position 792: 4.784261272310506e-06
Position 8280: 4.348426598282867e-06
Position 8873: 4.1271060434706385e-06
Position 8221: 3.1961843153205007e-06
Position 7803: 1.8819895734230143e-06
Position 7744: 1.705646653817761e-06
Position 554: 1.5818662342937108e-06
Position 8551: 1.36022760872659e-06
Position 252: 7.349202265035441e-07
Position 9106: 6.276932583587793e-07
Position 8889: 5.948352043509377e-07
Position 238: 4.4051040549442087e-07
Position 503: 3.773139765992113e-07
Position 8960: 3.2193589626673525e-07
Position 1127: 3.0392561652028313e-07
Position 188: 2.0985001032365142e-07
Position 249: 2.0066260053982557e-07
Position 208: 1.822552962506427e-07
Position 475: 1.1552375683675653e-07
Position 510: 9.516763401581538e-08
Position 632: 8.073149694524079e-08
Position 740: 7.426211280105509e-08
Position 723: 6.967717447109674e-08
Position 293: 4.865155251521164e-08
Position 8915: 2.8359526670718187e-08
Position 8827: 2.2696436926195743e-08
Position 808: 2.0594361968206207e-08
Position 199: 2.0249926866731227e-08
Position 9036: 1.4902973481158514e-08
Position 8506: 1.3120577118336809e-08
Position 318: 1.0058018640099412e-08
Position 284: 8.811271149696087e-09
Position 595: 7.884399948645299e-09
Position 296: 4.992072640580694e-09
Position 290: 4.7442888842527216e-09
Position 287: 8.407076977191696e-10
Position 7055: 4.80097650450285e-10
Position 672: 2.5458184542401295e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 8442: 0.9980528684670467
Position 7341: 0.9644020360732417
Position 6572: 0.9479580617860595
Position 8678: 0.2988207214589468
Position 891: 0.10239723246859389
Position 643: 0.09846699512030667
Position 1036: 0.0879319996915055
Position 1491: 0.08192973918466973
Position 1079: 0.06423550380411262
Position 9174: 0.05607266946057253
Position 827: 0.04431999620094828
Position 9050: 0.04014304188432149
Position 8978: 0.032072600223287576
Position 7373: 0.03184399226628341
Position 2259: 0.03136238451638448
Position 91: 0.029613035455061817
Position 6972: 0.024021208172963392
Position 9202: 0.023122105027232123
Position 6580: 0.014651447449668124
Position 1985: 0.011708906710840426
Position 9700: 0.011405690793251483
Position 9428: 0.01066468374797754
Position 8675: 0.010285254604594894
Position 6523: 0.009977803600905
Position 6487: 0.0098650076441028
Position 8690: 0.009547389008123724
Position 4181: 0.009157475729099867
Position 1959: 0.008634888039195944
Position 9109: 0.008525929315483202
Position 475: 0.007182496845998996
Position 8181: 0.0071057851546266065
Position 329: 0.0067449504502343684
Position 8997: 0.006672388264729747
Position 948: 0.006503619398280505
Position 2146: 0.006199065576286529
Position 8871: 0.005931163842446481
Position 9641: 0.005922123474774137
Position 1480: 0.005425654681071051
Position 1130: 0.00483124652995912
Position 5219: 0.004813666308752574
Position 7764: 0.0047099561768631625
Position 2211: 0.004422711012489136
Position 462: 0.004212330214373809
Position 9254: 0.004138450532436365
Position 9612: 0.0036220057833945348
Position 6297: 0.0033104374867076033
Position 8696: 0.0032956240279994956
Position 9630: 0.003198023147231238
Position 690: 0.0028948005068684516
Position 6605: 0.0027411883844377727
Position 2005: 0.0026701457678426107
Position 9536: 0.0024636483945680667
Position 8037: 0.002442544719173531
Position 1795: 0.0022990337744525713
Position 808: 0.0021358917556295884
Position 4422: 0.00201033581757703
Position 6838: 0.0020098307973268085
Position 8202: 0.002004913518924854
Position 2471: 0.0019026779978105113
Position 110: 0.0016962560647223023
Position 100: 0.0016779634514717708
Position 482: 0.0015063340403504131
Position 8224: 0.001477011161328141
Position 8921: 0.0014715930736952628
Position 1159: 0.0014612896986771048
Position 9221: 0.0012913406163787445
Position 1758: 0.0012377376729732492
Position 5603: 0.0012023311711458651
Position 9367: 0.0012007398703541775
Position 9159: 0.0010573987221118015
Position 1784: 0.001053019881913611
Position 8471: 0.0009922284634176182
Position 6201: 0.0009539555658862452
Position 9674: 0.0009170506899592427
Position 1369: 0.0009139304741335818
Position 8280: 0.0007328176111069011
Position 7630: 0.0007140130958981529
Position 8693: 0.00068029236535574
Position 1574: 0.0006783254886753873
Position 7684: 0.0005986974852483954
Position 281: 0.0005797025829801301
Position 8847: 0.000563718400528509
Position 552: 0.0005478661809244161
Position 1010: 0.0005266937489573803
Position 6033: 0.0005155269816332047
Position 4898: 0.0004965209347458264
Position 610: 0.0004783378536579839
Position 1616: 0.00046410035342545286
Position 1015: 0.0004560542257746082
Position 8935: 0.0004250386409525299
Position 9450: 0.00038743390870745516
Position 2177: 0.00037418232327225665
Position 9181: 0.0003725048804974362
Position 519: 0.00034521921039437343
Position 8889: 0.00027182547432664524
Position 5570: 0.0002566320236505839
Position 7446: 0.0002471105004119891
Position 2318: 0.00023378702496260938
Position 4390: 0.00022886241753652207
Position 2474: 0.00022697072306188953
Position 1743: 0.00022341296360381714
Position 8474: 0.00019224431496603776
Position 8932: 0.00016755666662393725
Position 7769: 0.00016720978594862392
Position 7425: 0.00016419662865279966
Position 718: 0.00013933242185495192
Position 7851: 0.00013509431074329578
Position 2274: 0.0001301554107584363
Position 1993: 0.00012726414416119557
Position 5434: 9.441716662428275e-05
Position 276: 7.616251729301892e-05
Position 7470: 7.462663014853913e-05
Position 7382: 6.573506589721315e-05
Position 7408: 4.6396157738987095e-05
Position 8206: 3.6621693253771914e-05
Position 496: 3.553340616808485e-05
Position 9710: 3.103988653798394e-05
Position 9719: 3.085250220865236e-05
Position 1291: 2.9719387540367464e-05
Position 1406: 2.8035773735179244e-05
Position 1244: 2.611900436806685e-05
Position 7830: 2.4426813856236533e-05
Position 1372: 2.251571712987488e-05
Position 871: 1.658083399481517e-05
Position 792: 1.3571418082928997e-05
Position 8042: 1.3461786937430081e-05
Position 510: 1.2835172542705956e-05
Position 957: 1.1487286893724049e-05
Position 645: 1.0507434458516607e-05
Position 922: 7.314007497052515e-06
Position 153: 7.220565199275639e-06
Position 7665: 7.09266004442213e-06
Position 8394: 5.8404251469925544e-06
Position 8450: 5.547934088268249e-06
Position 619: 4.367446649710971e-06
Position 1650: 3.0643562960556896e-06
Position 1645: 2.9204346101757564e-06
Position 8456: 2.8060212363263002e-06
Position 1391: 2.1134811135479085e-06
Position 2218: 1.1976236616536752e-06
Position 2195: 9.383593663441109e-07
Position 723: 8.538031847790419e-07
Position 8480: 8.343158836233808e-07
Position 386: 8.042903183087123e-07
Position 8699: 6.158420743209845e-07
Position 8325: 5.989874105853045e-07
Position 8501: 3.723906426779613e-07
Position 8292: 3.097187264219153e-07
Position 554: 1.9413993634562165e-07
Position 170: 1.7979114874877538e-07
Position 8573: 1.456626466491945e-07
Position 8122: 1.3606497221025245e-07
Position 8057: 8.356030674838904e-08
Position 8355: 3.30877458112324e-08
Position 503: 1.318303387588728e-08
