Gene = Rdh
index = 1417
Annotated 5SS: [302]
Annotated 3SS: [2938]
SMsplice 5SS: [1176]
SMsplice 3SS: [1352]
top_k =  500
Partition function (log Z): -10.774593306053301

Sorted 5' Splice Sites (High to Low Probability):
Position 1176: 0.5363282879984833
Position 1199: 0.3289212919094909
Position 1551: 0.13636861406871695
Position 1547: 0.06610584411442785
Position 581: 0.0514612760970634
Position 1295: 0.048048522678620115
Position 2018: 0.019787331497802124
Position 2175: 0.01611771994255413
Position 834: 0.014858290480506207
Position 2746: 0.01375715025076044
Position 1196: 0.011858849409381105
Position 2203: 0.008993870982997695
Position 1555: 0.00844429081705341
Position 1267: 0.0053038493744038285
Position 1227: 0.005248503902090604
Position 1832: 0.0032853792517863294
Position 371: 0.0015095224853015794
Position 1248: 0.0014579787824059802
Position 919: 0.0011654181280437
Position 593: 0.001123793443502941
Position 1961: 0.0008921183409650041
Position 2097: 0.0007953484635240654
Position 1565: 0.0007878653281461257
Position 1067: 0.0007801437612298777
Position 1596: 0.0006595641848676478
Position 1150: 0.0005933779043181557
Position 1544: 0.0005866315331094895
Position 1540: 0.0005504131531239971
Position 2605: 0.00037527796603251904
Position 1010: 0.00034130952355559014
Position 2656: 0.0003281618787055405
Position 2503: 0.0003182250346543334
Position 941: 0.0003138381305245689
Position 815: 0.000298589421817825
Position 1301: 0.00025286333378761
Position 487: 0.0002444142090849572
Position 821: 0.00020543712874336907
Position 419: 0.00017664819463316484
Position 559: 0.00012172124751215435
Position 428: 0.00011490289562358797
Position 753: 0.00010040149127365778
Position 994: 8.762360804769817e-05
Position 755: 6.778698944090209e-05
Position 1700: 6.495117872885562e-05
Position 480: 6.333424258577715e-05
Position 437: 5.207982708829986e-05
Position 670: 4.926413176868694e-05
Position 578: 4.0615984672095126e-05
Position 850: 3.6007954221260075e-05
Position 658: 3.3356260272105745e-05
Position 551: 3.1764877536657234e-05
Position 440: 2.702552200913834e-05
Position 316: 2.654740975390739e-05
Position 780: 1.877330124554434e-05
Position 118: 1.8525905024513684e-05
Position 458: 1.811535382794571e-05
Position 77: 1.7480332134007748e-05
Position 672: 1.721414320719046e-05
Position 628: 1.5479060383165843e-05
Position 874: 1.3900258110269873e-05
Position 630: 1.374097051796938e-05
Position 529: 1.3205897239396717e-05
Position 741: 1.1069446310673372e-05
Position 50: 1.086680857159372e-05
Position 896: 1.0247006718147733e-05
Position 1898: 8.120086479004484e-06
Position 332: 5.181867138237065e-06
Position 64: 4.500812439501875e-06
Position 880: 4.288479963738013e-06
Position 88: 3.7845345859139176e-06
Position 838: 3.0481360031007676e-06
Position 901: 1.7347585362519453e-06
Position 977: 1.2347525070794688e-06
Position 691: 1.2097667089349192e-06
Position 699: 1.0090932896708453e-06
Position 134: 4.593120142037228e-07
Position 1829: 4.1884004141048503e-07
Position 1078: 1.8867023107032067e-07
Position 771: 1.8432880930974333e-07
Position 878: 1.6132986501658934e-07
Position 109: 1.5657467577640583e-07
Position 450: 1.2390882326033944e-07
Position 100: 1.0590445368692679e-07
Position 91: 9.806014736381892e-08
Position 925: 4.147050364638857e-08
Position 66: 1.082377604269197e-08
Position 121: 8.985419723555241e-11
Position 127: 3.203498741369943e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1352: 0.6894935885050756
Position 2263: 0.12151250369342896
Position 1367: 0.11273862871313588
Position 2938: 0.10747120370137019
Position 2235: 0.09361933469003103
Position 2332: 0.026736323249420477
Position 2283: 0.02512340409136471
Position 1270: 0.019030876489683192
Position 1971: 0.018509253227389055
Position 1124: 0.012322143864646928
Position 866: 0.010572924848534828
Position 1749: 0.009509003200980613
Position 1315: 0.006876464285215065
Position 2144: 0.006164640744515953
Position 1301: 0.005250250526602725
Position 1852: 0.004046978138885225
Position 2647: 0.0018573238834338412
Position 1451: 0.0017110567258043065
Position 1318: 0.0016917424799646615
Position 2451: 0.001678880293558232
Position 2419: 0.0016384333772164821
Position 2380: 0.0016161114906551584
Position 2100: 0.0013831666465496453
Position 2959: 0.0013346536146127076
Position 2908: 0.0012672848656784257
Position 1424: 0.0011027363801337023
Position 1655: 0.0008755333192469151
Position 919: 0.0008559086828765542
Position 2017: 0.0005156115372782434
Position 1429: 0.0005006887568387603
Position 2358: 0.0004795714802735528
Position 2591: 0.0004016976774159461
Position 557: 0.0003392952367428461
Position 1032: 0.00032354443543491967
Position 874: 0.00020398193476397315
Position 1114: 0.00019427609753475312
Position 2506: 0.00016681803449766165
Position 2635: 0.00015791149569697755
Position 727: 0.00015023837664718625
Position 1247: 0.00014438805381615058
Position 771: 5.4600250209613844e-05
Position 938: 4.404580003219774e-05
Position 626: 2.7212294432449707e-05
Position 658: 2.651827282978258e-05
Position 925: 2.254162572047664e-05
Position 478: 9.845209880241924e-06
Position 140: 5.122670183266589e-06
Position 923: 4.589127025980799e-06
Position 1155: 4.485006407838271e-06
Position 570: 2.419985673645306e-06
Position 665: 2.198383607461376e-06
Position 1150: 2.0343164214868545e-06
Position 371: 1.666876394814589e-06
Position 507: 1.0725991552230046e-06
Position 940: 5.021730895849844e-07
Position 365: 4.3025587439801576e-07
Position 504: 3.202997607593362e-07
Position 1245: 8.774968850274661e-08
Position 480: 3.044324516327856e-09
Position 149: 3.0281515695302986e-09
Position 598: 1.0271055391996918e-09
