Gene = RpIIIC53
index = 1432
Annotated 5SS: [415 854 995]
Annotated 3SS: [ 473  925 1046]
SMsplice 5SS: [415 854 995]
SMsplice 3SS: [ 473  925 1046]
top_k =  500
Partition function (log Z): -0.21451431685404054

Sorted 5' Splice Sites (High to Low Probability):
Position 415: 0.956994667415343
Position 854: 0.9194545167012652
Position 995: 0.870447265085416
Position 1372: 0.025760800784590168
Position 261: 0.018843425467233776
Position 1152: 0.01874990541784075
Position 374: 0.01324386321158241
Position 563: 0.010513670128770112
Position 240: 0.008167414939254863
Position 1629: 0.0035378229315218687
Position 1645: 0.003323418383816664
Position 342: 0.002261123866636013
Position 419: 0.0019027235235667766
Position 32: 0.0012226054150813032
Position 1388: 0.0008788234581365071
Position 398: 0.000708898067410022
Position 1637: 0.0005540720544510396
Position 29: 0.000538212098232613
Position 1126: 0.0003692343572318238
Position 858: 0.0003201550389835031
Position 554: 0.0002826263612421923
Position 1488: 0.00027953621422498545
Position 686: 0.00025652015831171496
Position 17: 0.00020012129765847086
Position 1383: 0.00012988121682822184
Position 1328: 0.00012548191040994284
Position 156: 0.0001043001418112138
Position 1131: 8.263676771790292e-05
Position 3: 7.25817482861818e-05
Position 643: 6.600275231846409e-05
Position 34: 6.108516553909152e-05
Position 557: 4.222520238002152e-05
Position 524: 3.513334473562155e-05
Position 276: 3.427413071568981e-05
Position 651: 2.9221940438878804e-05
Position 1462: 1.9075976772795855e-05
Position 1466: 1.2742663579150409e-05
Position 270: 1.0950104617452439e-05
Position 422: 1.070474782994744e-05
Position 19: 9.246949981525201e-06
Position 244: 7.722660105942086e-06
Position 231: 7.602924554985485e-06
Position 696: 7.438067107980075e-06
Position 265: 5.418686227717044e-06
Position 1609: 2.6635459921758986e-06
Position 694: 2.4749057499715487e-06
Position 771: 2.367464573573478e-06
Position 715: 2.3224832614232212e-06
Position 637: 2.1919665102572225e-06
Position 142: 1.2376333264416868e-06
Position 203: 1.1840335718798082e-06
Position 782: 7.688446132189384e-07
Position 530: 7.24374090675315e-07
Position 1272: 5.049369765434234e-07
Position 974: 3.9117781790275407e-07
Position 1104: 1.8082156876416393e-07
Position 1215: 7.382520196419801e-08
Position 700: 5.85822052038883e-08
Position 441: 2.2673683570182776e-08
Position 934: 6.691532946791458e-09
