Gene = Utx
index = 1589
Annotated 5SS: [ 163  562  998 2420 2828 3115 3363 3685 3878 4647 4846 5349 5615 5816]
Annotated 3SS: [ 214  885 2243 2698 2888 3181 3423 3744 3942 4705 4928 5404 5688 5904]
SMsplice 5SS: [ 163  562  998 2420 2828 3115 3363 3685 3878 4647 4846 5349 5615 5816]
SMsplice 3SS: [ 214  885 2243 2698 2888 3181 3426 3744 3942 4705 4928 5404 5688 5904]
top_k =  500
Partition function (log Z): 44.23583577258757

Sorted 5' Splice Sites (High to Low Probability):
Position 2828: 0.9995326877046241
Position 3878: 0.9984578440358951
Position 5615: 0.9967080397922625
Position 3363: 0.9861048713464337
Position 3685: 0.9806856749886816
Position 5349: 0.9792646969311296
Position 4846: 0.9792490108328976
Position 2420: 0.9593497339754663
Position 3115: 0.9355360178938773
Position 998: 0.9347268347219786
Position 5816: 0.9201594896197336
Position 163: 0.8478001464076486
Position 4647: 0.8242877766927762
Position 562: 0.7578278433152774
Position 4552: 0.2947541999739628
Position 2650: 0.12727746145470634
Position 1417: 0.09000937190512255
Position 5825: 0.056398084620672514
Position 4661: 0.045582900004896176
Position 2091: 0.04529245692647963
Position 391: 0.03373009936515741
Position 321: 0.029872667086859817
Position 1715: 0.027011287373101562
Position 1274: 0.026937694609306184
Position 2000: 0.023863528536813162
Position 4652: 0.022378296037247843
Position 1640: 0.02041562224495346
Position 3081: 0.018316587212337913
Position 796: 0.01819255316531378
Position 316: 0.0170043276237753
Position 1405: 0.016959174743356224
Position 5828: 0.016528454974424883
Position 2123: 0.013614347653086748
Position 4197: 0.013032554469795406
Position 4812: 0.012363065046989896
Position 5338: 0.012327554590974295
Position 6048: 0.00983956679187805
Position 2596: 0.009202546937787184
Position 2041: 0.008915511697521738
Position 4500: 0.008769967997049394
Position 2069: 0.00827055807897048
Position 1836: 0.007748347170795423
Position 6124: 0.0075832012923321415
Position 2045: 0.006658486849701104
Position 3548: 0.006491398754662578
Position 3679: 0.004711418964547841
Position 5860: 0.004420451054281544
Position 3661: 0.004365897737795988
