Gene = tctn
index = 1909
Annotated 5SS: [189 612]
Annotated 3SS: [259 670]
SMsplice 5SS: [189 612]
SMsplice 3SS: [259 670]
top_k =  500
Partition function (log Z): -4.851097630418125

Sorted 5' Splice Sites (High to Low Probability):
Position 612: 0.9946854241218025
Position 189: 0.7062885692749892
Position 1016: 0.049212680474280075
Position 959: 0.020585829273860077
Position 411: 0.017829998335885663
Position 1300: 0.012087506691525876
Position 1070: 0.011144385285508158
Position 2148: 0.004644642744818606
Position 424: 0.002759300910581519
Position 1293: 0.0019541542516820797
Position 1447: 0.0013725906531477112
Position 1688: 0.0010423115641181135
Position 1976: 0.0009639022202052257
Position 2354: 0.0009275725398582527
Position 1084: 0.0008947506129883038
Position 1906: 0.0008460996230512681
Position 761: 0.0005458968947200029
Position 409: 0.0004365201772303818
Position 1088: 0.00027595497978362974
Position 256: 0.0002757778273023091
Position 1709: 0.0002742120703931556
Position 702: 0.0002344749293534522
Position 1546: 0.00021030732948313114
Position 616: 0.0001721250432690461
Position 172: 0.00012928565301043883
Position 1369: 9.003863579561945e-05
Position 926: 8.106976446927226e-05
Position 604: 7.172921177665045e-05
Position 296: 6.890397497702847e-05
Position 677: 6.422085171957694e-05
Position 602: 6.0107159030026675e-05
Position 418: 4.979096039197299e-05
Position 110: 3.9744067270568304e-05
Position 652: 2.922961570447203e-05
Position 163: 2.7756562394652336e-05
Position 403: 2.0124184513516054e-05
Position 193: 1.9333100871850358e-05
Position 177: 1.8194009573186925e-05
Position 312: 1.7158683824110758e-05
Position 82: 1.653931614291633e-05
Position 289: 9.433146291216924e-06
Position 514: 8.686902245393722e-06
Position 46: 6.659792451963676e-06
Position 435: 2.6467183057947064e-06
Position 466: 2.3834165933355795e-06
Position 1781: 2.2030681512128246e-06
Position 734: 2.167944611118908e-06
Position 776: 2.0216278895202477e-06
Position 545: 1.287702216589743e-06
Position 906: 1.246897752152604e-06
Position 640: 1.215991463320351e-06
Position 89: 1.153579807798114e-06
Position 219: 1.0992548861344921e-06
Position 379: 9.368670942163992e-07
Position 755: 8.421620631191842e-07
Position 277: 7.17160219572269e-07
Position 750: 6.087168144508582e-07
Position 1173: 2.687014676109579e-07
Position 998: 2.6350063426346755e-07
Position 29: 2.547592450046573e-07
Position 996: 2.506424533669495e-07
Position 708: 2.244764625864361e-07
Position 796: 1.0452843724300046e-07
Position 307: 9.605153218192316e-08
Position 1122: 8.117523365952395e-08
Position 670: 7.090176434367536e-08
Position 460: 3.320978031796786e-08
Position 140: 3.302409783183664e-08
Position 1255: 3.0961167045621445e-08
Position 445: 1.7221307371751955e-08
Position 471: 1.7059434564993277e-08
Position 1304: 1.3225947887414866e-08
Position 691: 9.249557503496074e-10
Position 551: 3.908761322515962e-11
Position 537: 5.815171593876522e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 670: 0.811705628731334
Position 259: 0.6451321456143007
Position 1132: 0.05741930935857476
Position 734: 0.05537710075919102
Position 2088: 0.043434755889033366
Position 481: 0.0396576706772118
Position 435: 0.03602526323879401
Position 1228: 0.03513033639630782
Position 1989: 0.02772214121205744
Position 1369: 0.018456205352447443
Position 701: 0.00797631612229295
Position 2451: 0.006309393704732239
Position 1708: 0.006051360659161552
Position 1136: 0.00392298954137484
Position 2322: 0.003807432378030189
Position 1564: 0.003245169725500065
Position 2200: 0.00310312068397545
Position 282: 0.003096737520832492
Position 2060: 0.003001672057827065
Position 2239: 0.0024722690646065363
Position 1502: 0.002060413595056499
Position 1314: 0.0017436388959408769
Position 1374: 0.0016716836072571838
Position 1420: 0.001332038616036389
Position 1070: 0.0011931615523264505
Position 677: 0.001081852689080072
Position 1537: 0.00091931765337353
Position 1006: 0.0007026768700022361
Position 1847: 0.0007000178950656357
Position 327: 0.0005796578041443491
Position 1282: 0.0004882234100677882
Position 1832: 0.0004816982758766996
Position 1433: 0.0004549048328652139
Position 1584: 0.00038264416144572324
Position 384: 0.00036292534596658887
Position 2092: 0.0003154238955948349
Position 2002: 0.00030247702138921776
Position 537: 0.00030217388836551546
Position 918: 0.0002670225045728358
Position 896: 0.00023793976645340335
Position 348: 0.0002349253696131069
Position 294: 0.000182176669400675
Position 1676: 0.00017834635783040462
Position 2740: 0.00015683836582007683
Position 1193: 0.00015202441145960877
Position 2062: 0.00013541583462722064
Position 332: 0.00013214753473717034
Position 1719: 0.00010174298923608332
Position 1837: 8.657181352893775e-05
Position 1603: 8.501142102964643e-05
Position 403: 7.789883152538722e-05
Position 1403: 7.181974850548934e-05
Position 691: 5.196584635499133e-05
Position 1009: 4.307307845324871e-05
Position 890: 3.237250201699715e-05
Position 939: 3.206168017729029e-05
Position 1140: 2.7992277295844614e-05
Position 513: 2.6899602099663433e-05
Position 300: 1.7029180707832076e-05
Position 565: 1.3675226364665277e-05
Position 498: 1.2110492893403256e-05
Position 288: 9.988560191456424e-06
Position 329: 7.088426359802773e-06
Position 559: 5.125891303593792e-06
Position 210: 4.1877667785663435e-06
Position 127: 3.3505261645794616e-06
Position 207: 1.7822803832701224e-06
Position 764: 1.1981414550011756e-06
Position 915: 8.474741041538777e-07
Position 930: 6.975869862656434e-07
Position 788: 4.494956402499069e-07
Position 137: 4.36730622517486e-07
Position 409: 3.032135835646958e-07
Position 89: 2.803398833903154e-07
Position 87: 1.7426018614046105e-07
Position 172: 1.4335002146295596e-07
Position 184: 5.733263429049528e-08
Position 177: 4.741084112124583e-08
Position 302: 4.6663526429059683e-08
Position 578: 1.5178533481298537e-08
Position 109: 1.4580986953770104e-08
Position 82: 1.3371553205380092e-08
Position 368: 1.0831832692992038e-08
Position 761: 7.858055511252374e-09
Position 755: 5.35014869772534e-09
Position 154: 2.1090827230660757e-09
Position 186: 2.1217880670817531e-13
Position 193: 1.0850327458446383e-14
