Gene = vir-1
index = 1926
Annotated 5SS: [  117  1799 13984 15890 16255]
Annotated 3SS: [ 1609 13815 15704 15972 19261]
SMsplice 5SS: [  577  1799 13984 15890 16255]
SMsplice 3SS: [ 1609 13815 15704 15972 19157]
top_k =  500
Partition function (log Z): 0.9952084984095142

Sorted 5' Splice Sites (High to Low Probability):
Position 15890: 0.9991093660127055
Position 13984: 0.977533324409134
Position 1799: 0.9625098200654298
Position 16255: 0.8720424636090968
Position 18874: 0.5748444246840709
Position 19004: 0.4812943868199154
Position 14758: 0.3776370215186913
Position 577: 0.3286008939374871
Position 18481: 0.19196311206906386
Position 117: 0.183546682177245
Position 106: 0.1826628431974229
Position 13255: 0.16180222675403544
Position 16231: 0.12011360288739767
Position 161: 0.10054505801891844
Position 7825: 0.09038893963888323
Position 18149: 0.07473893659510568
Position 1075: 0.06180632321279354
Position 13247: 0.05394707363416619
Position 889: 0.036469345285854333
Position 17660: 0.026781179573727856
Position 16838: 0.024454954123632133
Position 659: 0.023230084851310707
Position 14606: 0.0218136259347535
Position 179: 0.020223505913391157
Position 17274: 0.018820837442953098
Position 1493: 0.015060937981734301
Position 13239: 0.014759011146436051
Position 1470: 0.013634200518499447
Position 13350: 0.012338651736794702
Position 14685: 0.012275001332464473
Position 14204: 0.011913744124250421
Position 9862: 0.010228078489001204
Position 15577: 0.010059471711438636
Position 1107: 0.008994770346232929
Position 559: 0.0063597923725342625
Position 6520: 0.004212169195372856
Position 1003: 0.0037165907706805256
Position 12519: 0.003601370401276032
Position 165: 0.0034938710961338036
Position 15224: 0.003451952806122642
Position 18103: 0.0033842273616851355
Position 2542: 0.0031408052931874127
Position 1294: 0.0029016389449191865
Position 78: 0.0028888302043188364
Position 2370: 0.0028634595234879002
Position 14009: 0.0027602813316509505
Position 15026: 0.0024798215292003815
Position 2128: 0.002336062620908571
Position 1270: 0.0018245925787826278
Position 2153: 0.0017256379446199393
Position 671: 0.0017016455990178253
Position 9036: 0.0016869752645033837
Position 16899: 0.0016758952596717092
Position 14489: 0.00161948436963385
Position 663: 0.0015295579534026966
Position 16569: 0.0015291913470649344
Position 17056: 0.001476228797725885
Position 762: 0.0014501560522362797
Position 1513: 0.001308135559707964
Position 14750: 0.0009151685396367512
Position 513: 0.0008589695787942636
Position 387: 0.0008228780776700619
Position 7361: 0.0007265434648852961
Position 16109: 0.0006598277454012539
Position 1311: 0.0005438965698712367
Position 394: 0.0005287054541634474
Position 1164: 0.000510633723830258
Position 697: 0.00043236274589866395
Position 983: 0.000425349370945072
Position 15386: 0.00041434125393985535
Position 14791: 0.00039344467993378333
Position 14996: 0.0003798555330975806
Position 14238: 0.00037570446477164536
Position 774: 0.00027058241202538815
Position 591: 0.00024556272762404164
Position 14610: 0.00023380240770151173
Position 148: 0.00022630989464208576
Position 15833: 0.00022263059805705503
Position 13988: 0.0002202726235355392
Position 16725: 0.0002129658127896556
Position 6283: 0.00018311840829220074
Position 177: 0.00016826633708071355
Position 1021: 0.00012959589001256574
Position 1040: 0.00012405006291902912
Position 15991: 0.00012259348486263978
Position 4523: 0.00010606052301951216
Position 15925: 9.694634961987253e-05
Position 13959: 9.328784392390362e-05
