Gene = Tdrd3
index = 1549
Annotated 5SS: [  91  228 2423]
Annotated 3SS: [ 142  301 2527]
SMsplice 5SS: [  91  228 2423 2807]
SMsplice 3SS: [ 142  301 2527 2868]
top_k =  500
Partition function (log Z): 7.067312634557702

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.9938685746156696
Position 91: 0.9882441114698444
Position 2423: 0.9807439869486401
Position 2807: 0.8541233098888384
Position 366: 0.05740510432336028
Position 1218: 0.053353431255143226
Position 1622: 0.012618635130838898
Position 1922: 0.009479307317443529
Position 724: 0.007518573981056102
Position 2448: 0.00683198445421803
Position 2606: 0.00470388176860985
Position 383: 0.004652286563264096
Position 1890: 0.004184442955244993
Position 2462: 0.0037573646999910612
Position 235: 0.0026675569959853543
Position 2456: 0.0020635043860774828
Position 1064: 0.0012699126525319998
Position 2465: 0.0009734765092036948
Position 1381: 0.000690049877600184
Position 1430: 0.0006516921483530638
Position 926: 0.0005942813807333263
Position 2826: 0.0005795695571943207
Position 1953: 0.0005147036916494916
Position 2433: 0.00045664940610415627
Position 2404: 0.00044878123349877905
Position 1046: 0.0004344673342251693
Position 687: 0.00039685132052435184
Position 88: 0.00031311033461879645
Position 2817: 0.0002826615166211526
Position 465: 0.0002553339254573081
Position 1434: 0.0002423224843016226
Position 2427: 0.00022767882176174005
Position 210: 0.0002060748499388574
Position 1133: 0.00019618487708455772
Position 1110: 0.00016994680934688297
Position 2026: 0.00016597489434416968
Position 95: 0.00015312253058790586
Position 2615: 0.00014474331794818432
Position 232: 0.0001399098842302067
Position 1168: 0.00012946305627367836
Position 1655: 0.00010293564362644606
Position 2765: 0.00010221269611642785
Position 2475: 9.996989282132695e-05
Position 83: 9.341692514705062e-05
Position 392: 9.313046070011903e-05
Position 1599: 9.20729546589011e-05
Position 390: 9.18658562985265e-05
Position 1050: 7.008265758941123e-05
Position 598: 6.808397326655027e-05
Position 527: 6.422769845323114e-05
Position 454: 5.1556980673712456e-05
