Gene = Slob
index = 1505
Annotated 5SS: [  640 12290 13381 19079 19534 23543 23841 24108 25775 26121 26332 30155]
Annotated 3SS: [12203 13303 18614 19413 23334 23603 23925 25563 25994 26188 29067 30291]
SMsplice 5SS: [  640  5646  5843 12290 13381 19079 19534 19935 23543 23841 24108 25775
 26121 26332 30155]
SMsplice 3SS: [ 4822  5713 12203 13303 18614 19413 19856 23334 23603 23925 25563 25877
 26188 29944 30303]
top_k =  500
Partition function (log Z): 38.38358294271413

Sorted 5' Splice Sites (High to Low Probability):
Position 24108: 0.9997836552557856
Position 23841: 0.9991193641633436
Position 23543: 0.9987198362265752
Position 26332: 0.9986727886724223
Position 26121: 0.9984308682159382
Position 25775: 0.9858426216576252
Position 30155: 0.965265830261657
Position 5646: 0.9505836532901126
Position 12290: 0.9399372669018445
Position 19079: 0.9129548134623917
Position 13381: 0.8663773366591191
Position 19534: 0.8560652968952014
Position 640: 0.8179314765055482
Position 19935: 0.6026661905869243
Position 5843: 0.5668112205695081
Position 20669: 0.41193753390029925
Position 4196: 0.4068183053230236
Position 5789: 0.3523280651088922
Position 31739: 0.30488796438445215
Position 67: 0.29953190885498204
Position 20025: 0.29457722654359964
Position 32059: 0.2737847979466855
Position 24389: 0.26028295109032407
Position 5406: 0.2105173694030331
Position 1142: 0.18952667321306998
Position 20925: 0.18151489997754755
Position 457: 0.1763206527752102
Position 1675: 0.13500814753224516
Position 4272: 0.10484092771357194
Position 3584: 0.07542969921271278
Position 5293: 0.07312861274243775
Position 6395: 0.062194368235957545
Position 5275: 0.055248114232172754
Position 27146: 0.049762527934910254
Position 5375: 0.04365747153730199
Position 22360: 0.042070363002819564
Position 19530: 0.04188217381501743
Position 17894: 0.0372469751996274
Position 31688: 0.03663005469785213
Position 20397: 0.035182215359633104
Position 19991: 0.03496368966042559
Position 5395: 0.034565570713137525
Position 20942: 0.03293268248332853
Position 2860: 0.025296279547853087
Position 1418: 0.023744171972330443
Position 17716: 0.02285066069420904
Position 24561: 0.022675237667062777
Position 4186: 0.021419067815751806
Position 26824: 0.019726935430847196
Position 22248: 0.01931656614210949
Position 27841: 0.01930826702472024
Position 24752: 0.01921829377449251
Position 14596: 0.0163929604972405
Position 401: 0.01614624469261968
Position 24767: 0.01502447590903704
Position 30304: 0.014367227813358849
Position 12672: 0.013948573418807694
Position 25779: 0.011270087563855998
Position 12568: 0.011243882013910994
Position 20952: 0.010897027957862638
Position 28356: 0.010721951012777323
Position 4401: 0.01036005976094841
Position 20804: 0.010136114517657942
Position 26: 0.00995678697251835
Position 1387: 0.00923373204648857
Position 28136: 0.008946319763016807
Position 4855: 0.008695311686044888
Position 3655: 0.007977929672839687
Position 30937: 0.007405210695841383
Position 20351: 0.007291525615727209
Position 20689: 0.00722545903744861
Position 31698: 0.006756207898867144
Position 7145: 0.006206649684543926
Position 24532: 0.006157363625816815
Position 12566: 0.006049012469614859
Position 9909: 0.0057296230971638825
Position 17898: 0.00520632832592029
Position 52: 0.004632200070731942
Position 30569: 0.004504056821901233
Position 3286: 0.004155703132165581
Position 2245: 0.003824623896043936
Position 24644: 0.0037702017288206774
Position 4203: 0.003693319329533793
Position 6323: 0.0034672070257453476
Position 2213: 0.0031088741222515997
Position 19658: 0.0029139615977079193
Position 30477: 0.0028557766431403
Position 21193: 0.0025337757808059527
Position 758: 0.002489391579400192
Position 31101: 0.0022821347801070787
Position 20441: 0.0021910655880983104
Position 30457: 0.00214087213753624
Position 30518: 0.002097568701428757
Position 25890: 0.001958256263420625
Position 20324: 0.0019506108052563832
Position 1390: 0.0017472347693694079
Position 19924: 0.001731781522764895
Position 30364: 0.0015902199299900352
Position 5062: 0.0015633293927170308
Position 5327: 0.0014681490826083032
Position 25794: 0.001419743497789471
Position 2606: 0.001254613486796776
Position 912: 0.001193096411226188
Position 20011: 0.001173801237586873
Position 3770: 0.0011736390770615793
Position 31941: 0.0011571193080751412
Position 493: 0.0011296423915483455
Position 25895: 0.0010504318723693336
Position 12294: 0.0009528402099822329
Position 20608: 0.0009395552062813962
Position 5535: 0.0008778744777312061
Position 24935: 0.000830599606834668
Position 1198: 0.0007770700034813024
Position 25784: 0.0007699313736582203
Position 2149: 0.0007510832172095127
Position 20261: 0.0007057988728684298
Position 24816: 0.0006867897739640579
Position 23860: 0.0006741329667515661
Position 298: 0.0006392053948194088
Position 3199: 0.0006054870538537521
Position 19301: 0.000590536788724682
Position 31015: 0.0005745254667010594
Position 708: 0.0005628162438381815
Position 24337: 0.0005518248412436941
Position 20052: 0.0004706640990907015
Position 26125: 0.00042486597158078015
Position 769: 0.00036445252424500046
Position 1184: 0.00035144617425235673
Position 26477: 0.0002931281578793415
Position 821: 0.0002704551161713593
Position 70: 0.0002650724441107298
Position 23499: 0.00025738562788268763
Position 20250: 0.00019656734678109378
Position 1068: 0.0001961286636505827
Position 1553: 0.00017997390734120385
Position 118: 0.00017156332698025254
Position 24435: 0.00015632894662445185
Position 26909: 0.0001562331439757484
Position 27361: 0.00015570739511546123
Position 26633: 0.00014801238230140979
Position 26011: 0.00014579807276230038
Position 23454: 0.00013949174247773164
Position 27120: 0.00013385782925141973
Position 150: 0.00012576605265621394
Position 14166: 0.00012099366009658828
Position 25733: 0.00011070733341234058
Position 23793: 0.00010776224210570243
Position 748: 0.00010326577419026801
Position 6318: 9.05732732179089e-05
Position 30159: 8.90612576202364e-05
Position 2219: 8.39067096202013e-05
Position 2297: 8.023729594772643e-05
Position 2155: 7.63586416149666e-05
Position 23521: 6.43896956528385e-05
Position 26867: 5.9263596248365986e-05
Position 515: 5.6750807428018784e-05
