Gene = Gr23a
index = 1196
Annotated 5SS: [1982 2198]
Annotated 3SS: [2038 2252]
SMsplice 5SS: [ 870 2198]
SMsplice 3SS: [2038 2252]
top_k =  500
Partition function (log Z): -5.51378543431027

Sorted 5' Splice Sites (High to Low Probability):
Position 870: 0.9327200499423254
Position 2198: 0.8921495752378072
Position 1982: 0.25190434731890027
Position 859: 0.039905242395327584
Position 1610: 0.03465722407496429
Position 1574: 0.028623438348808174
Position 1481: 0.025166997425678655
Position 1055: 0.020311850962659767
Position 1263: 0.010826124651116532
Position 2108: 0.007006257026675701
Position 408: 0.0069272207005105935
Position 2229: 0.006668789506748618
Position 1493: 0.006054752619169388
Position 874: 0.005386265887519072
Position 1486: 0.004502221493892126
Position 1768: 0.003005749333147078
Position 2202: 0.0024707665181525275
Position 2193: 0.00205257954962824
Position 1622: 0.002038128801365811
Position 1265: 0.0018010662586847334
Position 438: 0.001503190029758863
Position 341: 0.0014887774816208063
Position 1438: 0.0014184565139281954
Position 1015: 0.0013068298129798933
Position 28: 0.0012381744702071678
Position 1928: 0.0008474036854591712
Position 1727: 0.0007916558850503399
Position 1227: 0.0007148748330543151
Position 387: 0.0006897662033572433
Position 173: 0.0006009911324492105
Position 2072: 0.0005676204238304651
Position 1524: 0.0005471178408455248
Position 2003: 0.0004742586716057158
Position 39: 0.00040330107657087134
Position 485: 0.0003887662248635168
Position 1213: 0.0002487302153628688
Position 656: 0.00023711027837829997
Position 1240: 0.00022826517147188333
Position 1772: 0.00021804808297238597
Position 1466: 0.00021015529966494608
Position 1993: 0.00016617535306226105
Position 63: 0.00013904144418345666
Position 1601: 0.00010627836461365356
Position 1417: 0.0001054152275501701
Position 1451: 9.657536923094046e-05
Position 1355: 9.564400363458194e-05
Position 998: 9.51944376953546e-05
Position 953: 9.080708026944413e-05
Position 725: 8.698576418222212e-05
Position 1337: 8.416506021073015e-05
Position 777: 8.336433722470078e-05
Position 1210: 8.274495300832662e-05
Position 454: 8.076022037253116e-05
Position 1094: 6.186573473354188e-05
Position 14: 4.2952403236154636e-05
Position 51: 4.179238508942152e-05
Position 218: 3.703751416109956e-05
Position 1219: 3.311006262816947e-05
Position 86: 3.070092968517504e-05
Position 992: 2.544563534316305e-05
Position 392: 2.3857693526665962e-05
Position 400: 2.1795753853051174e-05
Position 504: 2.155743127090819e-05
Position 608: 2.0123013340216993e-05
Position 1166: 2.0059083147086e-05
Position 222: 1.1837758095860828e-05
Position 1139: 1.0122239665446872e-05
Position 192: 8.870151852913639e-06
Position 317: 7.5177535819607026e-06
Position 132: 7.485531319920567e-06
Position 2150: 5.848586002763914e-06
Position 940: 5.611024573216872e-06
Position 449: 5.576838016776994e-06
Position 447: 4.827514806199513e-06
Position 600: 4.456322127844197e-06
Position 204: 2.638630072160267e-06
Position 557: 1.960405052129063e-06
Position 560: 1.89704513294517e-06
Position 306: 1.510768016874028e-06
Position 513: 1.4506627877449908e-06
Position 98: 1.015503235252878e-06
Position 262: 7.310242297307713e-07
Position 264: 7.12437263207048e-07
Position 177: 6.800609736747266e-07
Position 124: 5.408346634107121e-07
Position 1252: 3.945079771889969e-07
Position 495: 2.648531876018311e-07
Position 1118: 2.4079867548200717e-07
