Gene = RhoGEF4
index = 1426
Annotated 5SS: [ 234  857 1468]
Annotated 3SS: [ 298  913 1526]
SMsplice 5SS: [ 234  857 1468]
SMsplice 3SS: [ 298  913 1526]
top_k =  500
Partition function (log Z): 1.7599636386277877

Sorted 5' Splice Sites (High to Low Probability):
Position 1468: 0.9927750668673668
Position 857: 0.947384421666717
Position 234: 0.8328367472482185
Position 13: 0.18528711105849677
Position 808: 0.031141468300546586
Position 454: 0.023624415170858854
Position 1854: 0.017101381996987707
Position 1202: 0.014216262170196073
Position 1230: 0.01348144402816209
Position 50: 0.01320178140276146
Position 1051: 0.011377756142527154
Position 1881: 0.00559123728173405
Position 225: 0.0041426308642461334
Position 786: 0.003232839504301215
Position 1289: 0.0030987844273359286
Position 1845: 0.002478443958727671
Position 1160: 0.0022890409810126487
Position 1137: 0.0017691253484203582
Position 1992: 0.001698705009840099
Position 1814: 0.0015748167552959592
Position 1012: 0.0014642689848897784
Position 35: 0.0009800055470633889
Position 621: 0.0008208425699336445
Position 778: 0.0007448958701864611
Position 846: 0.0007269934768098067
Position 1837: 0.0006568088077363379
Position 1066: 0.0006229248549429257
Position 1441: 0.000498818989652201
Position 1472: 0.0004885664867246977
Position 1228: 0.00045496062864628067
Position 1817: 0.00040030983906996797
Position 188: 0.00038444851530027865
Position 733: 0.00036785648451646743
Position 417: 0.00034015059967641736
Position 630: 0.00032098109775317596
Position 1196: 0.0003020516827879926
Position 220: 0.00027314345830440777
Position 1064: 0.00018351147952368486
Position 405: 0.00014355581687811337
Position 1174: 0.0001413610159404624
Position 1949: 0.00014000611267185557
Position 1212: 0.00012365244729015923
Position 1194: 9.870246086405046e-05
Position 580: 9.316764636170468e-05
Position 1300: 9.129602996190558e-05
Position 261: 8.5996727644177e-05
Position 849: 7.364431044901653e-05
Position 2159: 4.885807969777523e-05
Position 870: 4.208150333104481e-05
Position 1425: 4.137929692282424e-05
Position 1271: 4.1022829956574564e-05
Position 2090: 3.9054517808711635e-05
Position 984: 3.8812208722122926e-05
Position 1033: 3.687489443241014e-05
Position 2188: 3.340582789112507e-05
Position 1968: 3.234084107345705e-05
Position 512: 3.0289914787927938e-05
Position 959: 2.3807080730921183e-05
Position 57: 2.2623030810205637e-05
Position 1617: 1.7629528966892424e-05
Position 702: 1.641880286379572e-05
Position 2121: 1.5347985842683282e-05
Position 1448: 1.3787218347664226e-05
Position 329: 1.3476518465074148e-05
Position 371: 1.182478215734437e-05
Position 89: 1.171836685476297e-05
Position 2127: 8.910978315025863e-06
Position 824: 6.567645164724804e-06
Position 944: 5.9252175919793975e-06
Position 1321: 5.6460076345904855e-06
Position 1591: 5.324472001316572e-06
Position 2156: 4.2797082960158305e-06
Position 628: 2.2465059509394927e-06
Position 103: 1.1893461763468737e-06
Position 60: 8.850006073787948e-07
Position 52: 2.7898507795443076e-07
Position 458: 2.245589792165313e-07
Position 289: 1.5941310957180015e-07
Position 1624: 1.5259601801638372e-07
Position 763: 5.982846843028309e-08
Position 725: 2.4093044358571453e-08
Position 722: 2.120302148791702e-08
Position 263: 1.740941109477578e-08
Position 1122: 1.3780903988251554e-08
Position 691: 1.331088650446009e-08
Position 278: 1.2884665056605293e-08
Position 377: 9.852684390593197e-09
Position 298: 4.1017948310655596e-09
Position 876: 3.857206631359225e-09
Position 1743: 1.5410852706343974e-09
Position 1177: 1.369108793136671e-09
Position 1112: 1.2824457619865114e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 913: 0.996572271234311
Position 1526: 0.9835692396578729
Position 298: 0.7733609632637133
Position 85: 0.18456671052392157
Position 669: 0.04345621910715311
Position 1957: 0.026905245090443033
Position 1271: 0.01887977231436982
Position 1359: 0.01478470516390668
Position 1292: 0.014535403981753759
Position 114: 0.012799876890512308
Position 468: 0.009321539546020417
Position 2045: 0.006178341262223946
Position 317: 0.005880308555382412
Position 774: 0.0030086825311645823
Position 384: 0.002930518662205277
Position 474: 0.0024497789013414252
Position 714: 0.002003356796913877
Position 564: 0.0018682346795234482
Position 702: 0.0018420805296612839
Position 2225: 0.0015590186077245381
Position 1722: 0.001547178065850988
Position 1553: 0.001466016383750526
Position 1002: 0.0013590231615472467
Position 118: 0.0012772878621607866
Position 1912: 0.0007669637244940632
Position 1074: 0.0007334524928612568
Position 365: 0.0006864406399653158
Position 1305: 0.0006570722682350721
Position 1561: 0.0005830154490165844
Position 1743: 0.0005561596174159728
Position 429: 0.0004412283504386713
Position 522: 0.0003478091654145116
Position 680: 0.000333182107811291
Position 807: 0.0003151114013683005
Position 1997: 0.000269855641436429
Position 652: 0.00021397493754463437
Position 89: 0.000176956950047168
Position 1876: 0.00016888884903743453
Position 165: 0.00015861002527536194
Position 1257: 0.00013886643587502864
Position 884: 0.00011346669029464057
Position 2075: 9.700959908075979e-05
Position 1228: 9.423701949237207e-05
Position 1104: 8.988399545848994e-05
Position 924: 7.662772717371595e-05
Position 1146: 7.426443133431732e-05
Position 2152: 6.283097576504977e-05
Position 832: 6.098592179555108e-05
Position 326: 6.065404272239842e-05
Position 329: 5.716426815982862e-05
Position 870: 5.678071205388948e-05
Position 1748: 5.02262364537493e-05
Position 2047: 4.487881914144362e-05
Position 684: 4.1868097436420016e-05
Position 2231: 4.042787168938854e-05
Position 1194: 3.7650423332095155e-05
Position 1664: 3.374666358923389e-05
Position 1610: 2.8519327259924125e-05
Position 927: 2.43323883419318e-05
Position 171: 2.3170580357204714e-05
Position 1927: 2.3150408907761435e-05
Position 1077: 1.6647514246240627e-05
Position 393: 7.9882190899356e-06
Position 122: 7.277742603213285e-06
Position 1038: 4.289697955730594e-06
Position 228: 8.598953241623893e-07
Position 187: 7.475811808016844e-07
Position 196: 3.72547835149883e-08
Position 220: 2.2493092429853138e-08
Position 260: 1.4235136162096563e-08
Position 241: 6.975458483284011e-09
Position 199: 1.0424686756166239e-09
Position 250: 2.4702628084981946e-10
Position 426: 1.6208387213776733e-10
Position 435: 9.092128952336947e-11
Position 233: 6.377472356272333e-11
Position 396: 5.99940896346866e-11
Position 238: 5.244730859106382e-17
