Gene = l(3)02640
index = 1752
Annotated 5SS: [ 400 1128 2652]
Annotated 3SS: [1054 2381 2713]
SMsplice 5SS: [ 400 1128 2652]
SMsplice 3SS: [1054 2381 2713]
top_k =  500
Partition function (log Z): 1.0288814061614375

Sorted 5' Splice Sites (High to Low Probability):
Position 2652: 0.9842051473457988
Position 400: 0.9400511642125173
Position 1128: 0.6725566947940141
Position 2246: 0.3098434947858479
Position 674: 0.2598017334447567
Position 138: 0.20258287006953699
Position 2327: 0.10579749079337844
Position 2274: 0.04846328479217331
Position 2264: 0.04767400625125376
Position 2174: 0.016251376711726825
Position 2283: 0.014779848307441192
Position 716: 0.013016194590185081
Position 1885: 0.010998417021853836
Position 2645: 0.0073864986416188666
Position 2250: 0.006453790330652004
Position 2866: 0.006209733302392308
Position 2656: 0.0060937314979474765
Position 1236: 0.005221011106085799
Position 1849: 0.005109202697450649
Position 1647: 0.004355757095774495
Position 2315: 0.003696307873333814
Position 989: 0.002942451622174067
Position 1853: 0.002920186118307955
Position 3133: 0.0028029254966926934
Position 404: 0.0024821287028354106
Position 3514: 0.0019525520301056974
Position 1144: 0.0015592941877382689
Position 1138: 0.0015294125799893631
Position 1857: 0.0012632218928960584
Position 807: 0.001062695153621166
Position 740: 0.001017710381185825
Position 965: 0.000797146187934693
Position 3583: 0.0006846111891633715
Position 94: 0.0006229947881094875
Position 1132: 0.000576655754582602
Position 901: 0.0005441840080211057
Position 3777: 0.0005383927915972512
Position 370: 0.0005102694494117112
Position 107: 0.00036968428878708334
Position 795: 0.00033092331026491115
Position 627: 0.0003045754111989761
Position 3799: 0.00027245822210472903
Position 142: 0.0002508348012564976
Position 2021: 0.00023692832343203573
Position 2899: 0.00022459104696295282
Position 2677: 0.00019576146630046433
Position 126: 0.00019528466887779085
Position 1670: 0.00018468850770503228
Position 1551: 0.00017318629257514408
Position 1706: 0.0001524866520339198
Position 312: 0.00015223784066981143
Position 1765: 0.0001360777628973464
Position 434: 0.00012827658181755798
Position 1902: 9.70293851255825e-05
Position 1468: 8.88880604774852e-05
Position 3637: 8.148372834647843e-05
Position 1353: 7.81662691586634e-05
Position 701: 7.749138284461779e-05
Position 225: 6.160263855236219e-05
Position 152: 5.488937405781584e-05
Position 578: 4.736257063797018e-05
Position 3590: 4.730875364126009e-05
Position 3598: 4.678949243111763e-05
Position 128: 3.843285631965825e-05
Position 2977: 3.728212756494208e-05
Position 914: 3.6615442722272194e-05
Position 916: 3.614193897786385e-05
Position 1218: 3.572987104087072e-05
Position 31: 3.270216441750194e-05
Position 1362: 2.8289530359591923e-05
Position 2658: 2.579598678874839e-05
Position 1338: 2.5771305330521843e-05
Position 3065: 2.319927689778349e-05
Position 2770: 2.2684421411539963e-05
Position 3563: 2.1645354113726362e-05
Position 2162: 1.6708203904317188e-05
Position 469: 1.5255062548180926e-05
Position 187: 1.5073488841057863e-05
Position 4451: 1.500503041000788e-05
Position 597: 1.1855405839082312e-05
Position 558: 1.0650693263708374e-05
Position 561: 1.0548043249542561e-05
Position 408: 9.42046387328974e-06
Position 520: 8.977629122295025e-06
Position 28: 7.105795100834727e-06
Position 406: 4.486165020463306e-06
Position 771: 3.740052757920793e-06
Position 172: 3.7308928589706878e-06
Position 379: 3.4640401744167623e-06
Position 240: 2.0331381960043988e-06
Position 575: 2.0279434051552034e-06
Position 219: 2.0241211484117074e-06
Position 801: 1.8198662478874572e-06
Position 34: 1.7675767436167732e-06
Position 862: 1.6857438834774766e-06
Position 563: 1.5528424448229274e-06
Position 572: 1.4949639710056249e-06
Position 67: 1.3509623242502586e-06
Position 603: 1.0088384730263134e-06
Position 499: 9.93444278971348e-07
Position 354: 9.097870725048929e-07
Position 773: 8.026768335685113e-07
Position 315: 6.447114308365539e-07
Position 546: 5.60408224882366e-07
Position 1479: 3.1896118447371985e-07
Position 3499: 1.6809874941925946e-07
Position 3401: 1.5304422683378575e-07
Position 3173: 1.2474610289891766e-07
Position 2484: 2.104338872414547e-08
Position 2501: 1.8843622902784247e-08
Position 781: 2.204904212135219e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2713: 0.9801178611515325
Position 1054: 0.9635186258659622
Position 2381: 0.943418728523122
Position 199: 0.19196668984982962
Position 572: 0.19073761613239923
Position 1776: 0.13836297740891107
Position 1243: 0.045692019387943546
Position 2431: 0.04552504195019547
Position 2173: 0.03678922036211389
Position 642: 0.020531285730152865
Position 2138: 0.020284318220088773
Position 2737: 0.017401791661782653
Position 1196: 0.01713065097972022
Position 621: 0.011869696433810107
Position 541: 0.011100302054400088
Position 2219: 0.007712476815731032
Position 1805: 0.007421416875179916
Position 1706: 0.0065032986586679034
Position 3686: 0.004558654420592348
Position 2073: 0.004047040999769073
Position 1069: 0.0029653864586962563
Position 1307: 0.0028431058263527023
Position 3567: 0.0022655635859458977
Position 3741: 0.0021706127385222383
Position 1004: 0.002105580767801031
Position 838: 0.0017741738469311506
Position 278: 0.0017728053544780271
Position 341: 0.0017704400042916424
Position 330: 0.001751178443504164
Position 4038: 0.0015859137222562453
Position 1310: 0.0015401383234550047
Position 1516: 0.001320383821641197
Position 3157: 0.0012066231889397221
Position 1468: 0.0007919193413499506
Position 300: 0.0007843986106866517
Position 1248: 0.000584297582315976
Position 1670: 0.0005762627417255981
Position 1952: 0.0005563554099301813
Position 237: 0.000541344480783539
Position 2443: 0.0005217008460209179
Position 2315: 0.0005206977339156025
Position 2515: 0.000467137830878252
Position 627: 0.00044687729546231714
Position 4140: 0.0003441515653164335
Position 1014: 0.0002701021137613226
Position 2047: 0.0002527959957776915
Position 3658: 0.00017608245386660206
Position 3034: 0.00017599025228303108
Position 469: 0.0001750843327849208
Position 2030: 0.00016776167219401597
Position 363: 0.0001580354604888436
Position 3102: 0.00015581574273020922
Position 3125: 0.0001557684219074768
Position 2528: 0.00015176099616427663
Position 2750: 0.0001444627648762653
Position 2327: 0.00014270516151181442
Position 2938: 0.00010437893704065912
Position 2742: 8.977076434754289e-05
Position 3031: 8.465054508315011e-05
Position 369: 7.999256654933367e-05
Position 3969: 7.248118454775803e-05
Position 3847: 7.163804226759873e-05
Position 3798: 5.667334761191136e-05
Position 743: 5.4399637609030284e-05
Position 1096: 5.385496710397655e-05
Position 2856: 4.711719338888932e-05
Position 3051: 4.49962190327847e-05
Position 3368: 3.692510204709502e-05
Position 4519: 1.5005030410007885e-05
Position 3181: 1.1392228953863334e-05
Position 138: 1.0882204465694659e-05
Position 901: 3.52862153067969e-06
Position 740: 2.0466102289045773e-06
Position 906: 9.71126189409492e-07
Position 94: 7.699796096354871e-07
Position 1286: 2.7542257345327997e-07
Position 1099: 1.8383212116469848e-07
Position 1114: 1.603598508472935e-07
Position 716: 7.780169539679337e-08
Position 965: 7.365198900345019e-08
Position 393: 8.482008454251496e-09
