Gene = ChLD3
index = 1068
Annotated 5SS: [ 345 2455 3039]
Annotated 3SS: [1721 2515 3096]
SMsplice 5SS: [ 984 2455]
SMsplice 3SS: [1721 2515]
top_k =  500
Partition function (log Z): -5.993031650631096

Sorted 5' Splice Sites (High to Low Probability):
Position 2455: 0.986365702995535
Position 984: 0.6834005748687382
Position 3039: 0.38976925296974163
Position 345: 0.23398631172316456
Position 3277: 0.23246831608703455
Position 999: 0.054690960645725865
Position 2796: 0.04212267018731107
Position 2616: 0.02558370364274209
Position 3377: 0.024935239049730905
Position 1613: 0.024092506906936928
Position 2708: 0.023099662808446844
Position 1027: 0.023067197774746404
Position 1881: 0.018564206408947834
Position 3453: 0.018118345540333362
Position 770: 0.01374110124978581
Position 3005: 0.013020746279491445
Position 380: 0.010567465333870976
Position 1649: 0.010285665808810504
Position 2987: 0.010132968697546946
Position 766: 0.010038519021237674
Position 491: 0.006899873008162788
Position 1466: 0.006490159437742019
Position 3015: 0.005719207932884317
Position 3482: 0.004935344601845643
Position 2315: 0.004296846141628163
Position 1430: 0.004053917075291851
Position 2724: 0.003570138386646902
Position 2924: 0.003449196227571281
Position 1070: 0.003421274243856716
Position 803: 0.003211558509126786
Position 1664: 0.0030196009709778098
Position 501: 0.002954727937787857
Position 1928: 0.0028911604754072277
Position 774: 0.0025581337442918306
Position 338: 0.002350544151860236
Position 3435: 0.0019264059537129712
Position 279: 0.001618831727820944
Position 1040: 0.001516402438279001
Position 299: 0.0014983093989268715
Position 1299: 0.0011626727516538253
Position 1633: 0.0009348675081880419
Position 3250: 0.0009051153486786671
Position 2580: 0.0008628562380123228
Position 1861: 0.0007348097154258018
Position 887: 0.0007299482476320919
Position 1340: 0.0006948271622586401
Position 1357: 0.0006829746915072886
Position 2125: 0.0006217509072595102
Position 2450: 0.0005170040225489927
Position 25: 0.0005058430379006331
Position 1546: 0.0004971776848045474
Position 2870: 0.00044733021845193554
Position 988: 0.00042785448267580983
Position 2862: 0.0004059310868777226
Position 2678: 0.00029781887969562243
Position 2567: 0.0002459215457140272
