Gene = stai
index = 1895
Annotated 5SS: [20834 21567 21814 22034 22477]
Annotated 3SS: [21396 21627 21886 22320 22600]
SMsplice 5SS: [  173  1422 21567 21814 22034 22477]
SMsplice 3SS: [ 1316 21396 21627 21886 22320 22600]
top_k =  500
Partition function (log Z): 6.573961685499712

Sorted 5' Splice Sites (High to Low Probability):
Position 21814: 0.9996550384601935
Position 21567: 0.9967723856889851
Position 22034: 0.9707359868739475
Position 173: 0.8279267006543855
Position 1422: 0.7681170937323827
Position 22477: 0.7132359338181693
Position 9848: 0.0947564771808935
Position 22540: 0.05297622057850234
Position 22247: 0.050799129156868995
Position 401: 0.026246868811893836
Position 22233: 0.016529012214314808
Position 516: 0.016074226253551642
Position 340: 0.015535491607978617
Position 22087: 0.015217258217835698
Position 98: 0.014318593713619404
Position 22521: 0.01081477613683484
Position 22465: 0.009934999705871144
Position 22737: 0.009643389712270585
Position 567: 0.009409480185772293
Position 35: 0.00515541369614694
Position 22527: 0.004999451365887699
Position 707: 0.0046931141301189225
Position 23341: 0.004127748978991861
Position 65: 0.003915496474687546
Position 372: 0.0027807710317218665
Position 344: 0.0027206378474792115
Position 569: 0.002660511573876121
Position 22413: 0.0025702469801812335
Position 21571: 0.0023309897277498373
Position 571: 0.0023009841332627236
Position 747: 0.0021748870613274504
Position 500: 0.001964478381178757
Position 23626: 0.0019577695497802272
Position 22543: 0.0018365106186842384
Position 22481: 0.0018106183794676031
Position 318: 0.001764895916352507
Position 336: 0.0017095255697671331
Position 415: 0.001606836147513472
Position 756: 0.001566962871510862
Position 23860: 0.0012701831873375984
Position 24123: 0.0011314748770570547
Position 1261: 0.0009138972044729973
Position 22264: 0.0009008373287842089
Position 22483: 0.0008528651261083417
Position 22974: 0.0008094920828178923
Position 76: 0.0007618410212613178
Position 205: 0.0007252907336143799
Position 23294: 0.000721599781568713
Position 22656: 0.0006251222617145189
Position 109: 0.00047848860851568327
Position 22091: 0.00042620625354780823
Position 326: 0.00036955541068626774
Position 1180: 0.0003645772769661174
Position 22222: 0.0003466286349369132
Position 1124: 0.0002959901240165725
Position 825: 0.0002956308360721649
Position 575: 0.0002452552754289538
Position 22012: 0.00017836847432068167
Position 379: 0.00017126357907167825
Position 300: 0.00016647199074088136
Position 91: 0.0001594971279670527
Position 102: 0.00015821475322096528
Position 369: 0.00013685947155443187
Position 782: 0.00013117070546107842
Position 22057: 0.00011977160100944755
Position 1103: 0.00011166223210977146
Position 405: 0.00010141828189368153
Position 22841: 8.86601007447513e-05
Position 22237: 8.37161824472081e-05
Position 23608: 8.33432324252208e-05
Position 531: 7.946800108801593e-05
Position 54: 6.591979805698756e-05
Position 23630: 6.473428417583923e-05
Position 22245: 6.116656741337862e-05
Position 21843: 6.003167994559308e-05
Position 133: 5.868958004233649e-05
Position 22038: 5.463871624224717e-05
Position 449: 5.361876601740439e-05
Position 23048: 4.5358533950109335e-05
Position 23115: 4.340094100140525e-05
Position 22289: 3.5379897524238295e-05
Position 23514: 3.163392941822234e-05
Position 22073: 3.128099554885584e-05
Position 23240: 2.960768472240088e-05
Position 100: 2.6765940496906512e-05
Position 22688: 2.6050591588926687e-05
Position 22274: 2.4776941133568506e-05
Position 22486: 1.8161477613635373e-05
Position 21967: 1.4276395728657934e-05
Position 22370: 9.153691702539447e-06
Position 22715: 7.598156997805035e-06
Position 22125: 6.580029146482862e-06
Position 578: 6.276333970289805e-06
Position 93: 3.6742729848223127e-06
Position 21791: 3.523712815987075e-06
Position 21915: 1.52252918048195e-06
Position 21982: 1.2314109094694632e-06
Position 23395: 1.775877207945804e-07
Position 22995: 1.605753509672014e-07
Position 22619: 1.1665705282514313e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 21396: 0.999999999999996
Position 22600: 0.9648213335299438
Position 21886: 0.9343318772884985
Position 21627: 0.8996163559708477
Position 22320: 0.7951033306133617
Position 1316: 0.582199223534309
Position 9395: 0.08830398022134864
Position 21634: 0.08329375560952977
Position 1023: 0.06003880545024361
Position 1253: 0.050882671088893563
Position 22353: 0.03645050265650886
Position 21898: 0.035312935587333526
Position 22115: 0.028042377253001457
Position 22084: 0.02776555305174885
Position 21863: 0.024667505564998488
Position 21637: 0.012336285386145581
Position 688: 0.006677313434264745
Position 23960: 0.006649712031762158
Position 650: 0.006074702766938498
Position 22796: 0.003521419694772953
Position 162: 0.0031953180083948746
Position 22125: 0.0031181630173850463
Position 23679: 0.0029217096615344715
Position 21729: 0.002874253818419007
Position 24173: 0.0027314934466632496
Position 172: 0.002499091503810792
Position 9490: 0.002469975045552069
Position 23464: 0.0016148289817123846
Position 22841: 0.0015770623997043917
Position 948: 0.0015084123882078983
Position 21931: 0.0014921617383115448
Position 9478: 0.0014870554706825688
Position 9006: 0.001483379802024712
Position 1342: 0.0013425561956105446
Position 741: 0.0011733876321691576
Position 8569: 0.001012086641285505
Position 21666: 0.0009660775578797491
Position 578: 0.0009100741366025048
Position 215: 0.0008931046030385466
Position 21910: 0.0007695938390356536
Position 22530: 0.0006791462279588237
Position 257: 0.0005530837585503122
Position 22233: 0.0004416352820599524
Position 22377: 0.0003050294435177576
Position 23108: 0.000258654081803456
Position 23024: 0.00022603346233997858
Position 22800: 0.00022552948629441416
Position 23092: 0.00022403206150691375
Position 401: 0.00022342270129307806
Position 23338: 0.0002168387768639402
Position 22866: 0.00019957702615182709
Position 23395: 0.00017278189823375555
Position 23181: 0.0001656342376914518
Position 1232: 0.00015552995136091662
Position 515: 0.0001495025906291889
Position 22214: 0.0001490909126107274
Position 24097: 0.00014594633596081647
Position 23427: 0.00014231460795558146
Position 21934: 0.00011749383739917879
Position 23029: 0.00011070690888618572
Position 21937: 9.847170316653359e-05
Position 22237: 6.958565864339531e-05
Position 22852: 6.406958503273132e-05
