Gene = Oseg1
index = 1347
Annotated 5SS: [ 779 1397 1711 3237 3781 4114 4315 4573 4755 4970 5304]
Annotated 3SS: [ 957 1479 1781 3297 3838 4166 4371 4633 4812 5025 5358]
SMsplice 5SS: [ 779 1397 1711 3237 3781 4114 4315 4573 4755 4970 5304]
SMsplice 3SS: [ 957 1479 1781 3297 3838 4166 4371 4633 4812 5040 5358]
top_k =  500
Partition function (log Z): 26.84289385207305

Sorted 5' Splice Sites (High to Low Probability):
Position 4114: 0.9997751493925909
Position 4315: 0.9978121495236653
Position 1711: 0.9937709126102452
Position 4755: 0.9903890468310529
Position 5304: 0.9591588685520586
Position 3237: 0.9269373680300858
Position 3781: 0.9116334221948816
Position 4970: 0.8575844239828724
Position 779: 0.8465065104429556
Position 1397: 0.7246155760774731
Position 4573: 0.6888547854061222
Position 2279: 0.21565639263477526
Position 2941: 0.1247614040637108
Position 3410: 0.09856256216898898
Position 684: 0.06873958668248548
Position 3485: 0.057718751709383266
Position 4433: 0.053092278038523705
Position 4511: 0.050645942338833766
Position 1239: 0.044651443336184815
Position 3441: 0.042554238012593705
Position 1094: 0.04227942345559953
Position 2485: 0.034358306089057364
Position 1051: 0.027563826218063654
Position 5309: 0.011639500087930719
Position 3001: 0.009635579789382506
Position 2806: 0.00880555276858978
Position 719: 0.006571760319670546
Position 873: 0.0053415335817295715
Position 1258: 0.0053336934858088415
Position 2027: 0.005303780974334488
Position 783: 0.0038694129705929693
Position 2336: 0.0035293857198767436
Position 5469: 0.0035225876761068708
Position 2099: 0.0033109066527568145
Position 1076: 0.003151116918859603
Position 3231: 0.003079998676956669
Position 1893: 0.0028929656458261794
Position 1455: 0.0025215850765772313
Position 405: 0.002404753682900254
Position 3594: 0.0021409452296518557
Position 1705: 0.002076601334631412
Position 3656: 0.002052465773221079
Position 5254: 0.0017331116928725168
Position 1038: 0.0016142045260334548
Position 3779: 0.0015536272424804998
Position 481: 0.001502785596802425
Position 2224: 0.0015025976091079987
Position 197: 0.0014645127581586802
Position 4298: 0.0014481918757092553
Position 1992: 0.0013945254218481577
Position 3520: 0.001351271306614632
Position 4560: 0.0012144961153362248
Position 515: 0.0011215429715704815
Position 109: 0.0011134249078415912
Position 103: 0.001041478613277415
Position 832: 0.000908851760125811
Position 1262: 0.0008962068468736012
Position 4577: 0.0008612143048817768
Position 376: 0.0007323595631912336
Position 4496: 0.000705387569357702
Position 659: 0.0006294034665996228
Position 547: 0.0006044128403360155
Position 2104: 0.0006012714687249278
Position 5277: 0.0005870838059999812
Position 879: 0.0005817236157978149
Position 5246: 0.0005760888027075015
Position 332: 0.0005441239067791527
Position 2101: 0.0005229028854679828
Position 5205: 0.0004844763200146613
Position 5235: 0.0004837872705103871
Position 791: 0.0004536951891517112
Position 3686: 0.0004121728718461743
Position 4319: 0.0003844320169930079
Position 4606: 0.00038009641640627975
Position 4960: 0.00036745802077943067
Position 859: 0.00031801808640621957
Position 648: 0.0003088557774764418
Position 1912: 0.0002923107983914215
Position 2445: 0.0002578529658684817
Position 154: 0.00022257542422981735
Position 4764: 0.00019837403946404913
Position 49: 0.0001982247464609562
Position 226: 0.00016494069339906587
Position 115: 0.00016324461753826786
Position 4548: 0.00015537486494206096
Position 3473: 0.00013084082048614134
Position 317: 0.00012869923606102906
Position 152: 0.00012447000513519376
Position 1944: 0.00012353647268700766
Position 4570: 0.0001206825133208246
Position 4562: 0.00012041222885678965
Position 1243: 0.00011429037586602533
Position 1236: 0.00011379598275342449
Position 4451: 0.00011373395730627637
Position 3580: 0.00011061765358334217
Position 98: 0.00010610170297347089
Position 484: 0.00010524147315724596
Position 3127: 0.00010334425702352543
Position 364: 9.828709281379115e-05
Position 4599: 9.461910787466849e-05
Position 1349: 9.302783659809779e-05
Position 142: 9.254623828750577e-05
Position 3993: 9.162335746342434e-05
Position 4449: 8.862491156903424e-05
Position 4759: 8.405862523680145e-05
Position 2965: 7.029097954888876e-05
Position 756: 6.865346725307133e-05
