Gene = nudE
index = 1824
Annotated 5SS: [ 115  844 1066 1456 1778 2194]
Annotated 3SS: [ 484  911 1181 1519 2101 2319]
SMsplice 5SS: [ 844 1066 1456 1778 2194 2419]
SMsplice 3SS: [ 911 1181 1519 2101 2319 2909]
top_k =  500
Partition function (log Z): 11.334983935743402

Sorted 5' Splice Sites (High to Low Probability):
Position 844: 0.999063678660013
Position 1066: 0.9859604119097591
Position 1456: 0.9703363909783599
Position 2194: 0.9206818518109569
Position 1778: 0.5967001374802922
Position 34: 0.30182225873597834
Position 2845: 0.18960490654448114
Position 1669: 0.18238036426834123
Position 115: 0.08202702290732052
Position 2251: 0.06959201263336617
Position 2660: 0.06718989267943319
Position 1646: 0.0630633168865456
Position 157: 0.031315547226674026
Position 1738: 0.024657567294164344
Position 2043: 0.024401765557021962
Position 2627: 0.01904024620289678
Position 15: 0.01307577613204661
Position 1266: 0.011824642908335221
Position 1863: 0.010940841007341115
Position 1733: 0.010594183171408797
Position 73: 0.007964206150418724
Position 3035: 0.00689546794602776
Position 1708: 0.005751525767371576
Position 2015: 0.005454999078823089
Position 1714: 0.005202229086737035
Position 1004: 0.00499913728826691
Position 2785: 0.004408215452229776
Position 210: 0.004351998166887602
Position 2002: 0.004274116570787366
Position 2255: 0.004194140896512663
Position 28: 0.004133195408761174
Position 417: 0.003077367529103073
Position 7: 0.0030172443518466374
Position 1947: 0.0028813981275176903
Position 618: 0.002783388517162372
Position 2032: 0.0025499427174444965
Position 1125: 0.0021648697297549442
Position 2036: 0.0021350070144485916
Position 522: 0.0020768488942043404
Position 2710: 0.0020022569050769995
Position 2471: 0.001957090611239424
Position 1868: 0.0014872499882051993
Position 1606: 0.0014254786402619027
Position 1038: 0.0013639294756524012
Position 332: 0.001358776707060229
Position 2683: 0.001348954235217137
Position 2522: 0.0013208923890268627
Position 337: 0.001152198615943942
Position 319: 0.0010995315401541598
Position 93: 0.0009777568100203654
Position 2178: 0.0008468993545443364
Position 632: 0.0008454083428710143
Position 1936: 0.0007325497103769696
Position 2369: 0.0007136629650793755
Position 122: 0.0006699356439950736
Position 2423: 0.0006090273255410742
Position 2080: 0.0005910494799327205
Position 3059: 0.0005394869476025633
Position 1398: 0.000531682931563844
Position 1880: 0.000506115536231113
Position 3147: 0.0004927031366201886
Position 3444: 0.0004815068526510723
Position 1845: 0.0004016137314348765
Position 143: 0.00039183100912692007
Position 1119: 0.00033353255954856177
Position 2826: 0.00031093179944356063
Position 1909: 0.00027623340144080786
Position 1268: 0.0002563606526860742
Position 3052: 0.0002197491735542076
Position 296: 0.00021644673614018185
Position 662: 0.0002114050596764962
Position 1942: 0.0002074523084437651
Position 3475: 0.00019990384129686586
Position 1626: 0.00018631463573479
Position 3109: 0.0001821119027965768
Position 3153: 0.0001695162765202321
Position 1975: 0.00016528659015563134
Position 220: 0.00016238252482943802
Position 31: 0.0001618246500733989
Position 119: 0.00016177751364814243
Position 1895: 0.00015719633840191946
Position 1239: 0.00014841624492164894
Position 3168: 0.00014047912690143537
Position 1986: 0.0001348471128753136
Position 2861: 0.00013195115868764194
Position 1056: 0.00012538181939406357
Position 2384: 0.00012412779574725176
Position 2461: 0.0001187308870255656
Position 2729: 0.00011639072953345096
Position 1564: 0.00011376190732081131
Position 287: 0.00011291453404309762
Position 1309: 9.838515273942178e-05
Position 3607: 9.328334862949129e-05
Position 635: 9.126169277262133e-05
Position 3329: 8.889298332555609e-05
Position 1545: 8.762252714688658e-05
Position 3318: 8.70663712179919e-05
Position 548: 8.701137532504697e-05
Position 2246: 8.326845425294089e-05
Position 848: 7.470223468355458e-05
Position 3125: 6.88742157742144e-05
Position 1790: 6.350058680048177e-05
Position 2346: 6.286846586907369e-05
Position 113: 6.212996383651491e-05
Position 2355: 6.20284599418911e-05
Position 214: 5.839430482984983e-05
Position 2367: 5.812182780768017e-05
Position 3546: 5.602133890083869e-05
Position 106: 5.004921626588539e-05
Position 647: 4.5164838535374996e-05
Position 3554: 4.445244976073364e-05
Position 3288: 4.356746056094981e-05
Position 299: 4.3101078513391256e-05
Position 3114: 4.2939770447166436e-05
Position 1540: 3.924361477999181e-05
Position 19: 3.219109774356847e-05
Position 1824: 3.0499195759037785e-05
Position 1579: 3.046282144845836e-05
Position 237: 1.9762126696077808e-05
Position 737: 1.6306860078304695e-05
Position 3040: 1.551083055734812e-05
Position 832: 1.4094993161511355e-05
Position 1131: 1.4057756350283864e-05
Position 1922: 1.3825421460798111e-05
Position 933: 1.3080549721965345e-05
Position 234: 1.2863019642786796e-05
Position 1651: 1.2572709697848707e-05
Position 247: 1.1213910898057282e-05
Position 135: 9.825062867785647e-06
Position 942: 7.397001472456214e-06
Position 217: 6.345040084749292e-06
Position 250: 5.9687566172447425e-06
Position 2217: 5.728698243239263e-06
