Gene = Shaw
index = 1500
Annotated 5SS: [3405 3578 3833 4387 5072 5580]
Annotated 3SS: [3459 3637 4167 4467 5450 8493]
SMsplice 5SS: [ 301 3405 3578 3833 4387 5072 5580]
SMsplice 3SS: [2689 3459 3637 4167 4467 5450 8511]
top_k =  500
Partition function (log Z): 25.401236466281325

Sorted 5' Splice Sites (High to Low Probability):
Position 3578: 0.9999483234640063
Position 3833: 0.9997628126768647
Position 5580: 0.9990831370291587
Position 3405: 0.9963333110637178
Position 4387: 0.9930465053800664
Position 5072: 0.9907152499996645
Position 301: 0.6941444693213794
Position 2384: 0.3556505781265149
Position 2635: 0.16199665424521356
Position 1645: 0.1541337206799547
Position 2858: 0.14604912302007242
Position 2907: 0.13606744853837213
Position 2720: 0.0913489188787403
Position 311: 0.08690138124178995
Position 7012: 0.07887812453403485
Position 119: 0.04774072155134497
Position 8643: 0.044476692198564684
Position 124: 0.0440116830238037
Position 520: 0.042608163687017094
Position 1877: 0.026047411777806898
Position 7717: 0.023208192368507286
Position 6077: 0.023153666586804535
Position 5254: 0.015603526211285985
Position 2997: 0.013875325908500666
Position 5335: 0.01208973543221123
Position 384: 0.009831465342208277
Position 5093: 0.009046931797546552
Position 10429: 0.009041579376523865
Position 1987: 0.008726864645097686
Position 1462: 0.008143122491683693
Position 2381: 0.00798389741455431
Position 5345: 0.007829232186061602
Position 1892: 0.0075449320896075886
Position 5839: 0.007115350429808738
Position 7660: 0.006723678651928781
Position 10098: 0.006452693096690356
Position 1148: 0.0060918992488164184
Position 4494: 0.005550745267353977
Position 628: 0.005434622867751084
Position 954: 0.005336918592071302
Position 2917: 0.005253374980978808
Position 2177: 0.005108405238051258
Position 1659: 0.004878075268779613
Position 400: 0.004828647332752143
Position 1485: 0.004033543879802881
Position 958: 0.0037595900538529045
Position 5348: 0.0037342893217170423
Position 5360: 0.0030831297931297767
Position 2578: 0.0030632703654788966
Position 2657: 0.002971402111944281
Position 1312: 0.002860869400965128
Position 4899: 0.002707215234855027
Position 761: 0.002478054401628902
Position 534: 0.0024673232242339725
Position 4289: 0.0024189722007876987
Position 536: 0.0023094256264002285
Position 7155: 0.0021782399912874603
Position 532: 0.0017688233931685618
Position 839: 0.0017593325662284384
Position 3241: 0.0017007440691181545
Position 127: 0.0016013404708055989
Position 2311: 0.0015676943942633265
Position 7977: 0.0014783625621251303
Position 783: 0.0014236907530163572
Position 463: 0.0013301674274160801
Position 1025: 0.0013047950874803976
Position 4060: 0.0011088503928696658
Position 2087: 0.001101538568422247
Position 4930: 0.0010728730144197016
Position 2467: 0.0010495561214846987
Position 117: 0.0008090978418548929
Position 4833: 0.0007483435382068547
Position 1345: 0.0007344120382370295
Position 7136: 0.0007088822589367146
Position 1415: 0.0006826747360694935
Position 2463: 0.0006771524182246441
Position 4009: 0.0006079190166047262
Position 5684: 0.0005544814141047024
Position 735: 0.0005540577143543075
Position 2335: 0.0005478717825202776
Position 549: 0.0004818818658016424
Position 4246: 0.0004136671362954356
Position 5295: 0.00036513280731547554
Position 7346: 0.0003434557614272905
Position 5241: 0.00033273007555302927
Position 2037: 0.00033149242581448097
Position 4747: 0.00029240936334945375
Position 4002: 0.0002704717733998625
Position 6022: 0.0002015447462120684
Position 4468: 0.00016093325893155167
Position 122: 0.00015153176276768386
Position 4299: 0.000147316723559147
Position 2276: 0.0001372258067027443
Position 4509: 0.00013145132283855503
