Gene = Membrin
index = 1276
Annotated 5SS: [281]
Annotated 3SS: [349]
SMsplice 5SS: [281]
SMsplice 3SS: [349]
top_k =  500
Partition function (log Z): -3.8568073694550655

Sorted 5' Splice Sites (High to Low Probability):
Position 281: 0.9998496508162601
Position 36: 0.0012076993183299375
Position 44: 0.001108401056431608
Position 613: 0.00048504682869501375
Position 384: 0.0004010622002826138
Position 134: 0.00011120448362851818
Position 285: 5.524170336014449e-05
Position 9: 5.1834094620481594e-05
Position 177: 4.113571393080319e-05
Position 628: 3.9232535124301594e-05
Position 362: 3.8893598277039585e-05
Position 136: 2.2849556329134034e-05
Position 211: 1.3930815038817609e-05
Position 155: 7.122068053564755e-06
Position 240: 7.090875178317281e-06
Position 377: 5.3405334949228175e-06
Position 739: 4.968690107825326e-06
Position 321: 4.676240744324492e-06
Position 29: 3.766076105871824e-06
Position 317: 3.7615441074002827e-06
Position 810: 3.0800661267533004e-06
Position 790: 2.9784150501327202e-06
Position 174: 2.6189703084393934e-06
Position 4: 2.5623703124617474e-06
Position 220: 1.7982888266809536e-06
Position 369: 1.4156556742373765e-06
Position 813: 8.688968407990623e-07
Position 418: 4.640597170593531e-07
Position 374: 3.971853535561006e-07
Position 780: 3.401948409094551e-07
Position 420: 8.79078171915264e-08
Position 816: 5.18252125578475e-08
Position 344: 4.1136215406557184e-08
Position 630: 3.1460010367396393e-08
Position 342: 2.1362717897746682e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 349: 0.9955886118788686
Position 133: 0.0022867985920524614
Position 398: 0.001492449878860507
Position 455: 0.0011854669027514938
Position 428: 0.0011276321734677186
Position 683: 0.000524494849094385
Position 383: 0.00043102192523798396
Position 467: 0.00034480355927062555
Position 203: 0.00017472892333406236
Position 596: 0.00014508502179045593
Position 550: 4.325856168835399e-05
Position 182: 2.9371590912048758e-05
Position 535: 2.6888998959784712e-05
Position 855: 2.0457629975487172e-05
Position 406: 1.7662312746282117e-05
Position 149: 1.4086364500107122e-05
Position 608: 7.239137220951737e-06
Position 655: 6.284418641756976e-06
Position 263: 3.94404339093151e-06
Position 521: 2.010611265190845e-06
Position 883: 1.3865832340089755e-06
Position 500: 1.1920245392337865e-06
Position 272: 1.167023849952904e-06
Position 227: 5.375962731824485e-07
Position 668: 4.4831011911830925e-07
Position 870: 4.058941476780857e-07
Position 488: 3.2149567180330236e-07
Position 807: 3.0582699228022335e-07
Position 191: 3.0258199984820905e-07
Position 215: 2.611783912687267e-07
Position 726: 2.03860568661643e-07
Position 557: 1.9998408667177184e-07
Position 685: 1.2360464638601463e-07
Position 484: 1.1723729662704439e-07
Position 445: 1.0588117017323264e-07
Position 220: 9.058534349839192e-08
Position 730: 8.673432649464202e-08
Position 563: 4.155952184526548e-08
Position 888: 3.7163128923406356e-08
Position 719: 3.205010305630071e-08
Position 48: 1.914713967379524e-09
Position 317: 3.7272936044445344e-11
Position 312: 2.3968937013515484e-11
Position 503: 1.0348846988307844e-11
Position 211: 6.158147676547193e-12
Position 314: 1.187537255121348e-12
Position 151: 3.5577612462415475e-14
Position 285: 3.5034819084720015e-18
