Gene = CTCF
index = 1047
Annotated 5SS: [ 133  647 2672]
Annotated 3SS: [ 253  707 2733]
SMsplice 5SS: [ 647 2372 2672]
SMsplice 3SS: [ 707 2428 2733]
top_k =  500
Partition function (log Z): -2.8101418768493724

Sorted 5' Splice Sites (High to Low Probability):
Position 2672: 0.9882618872513811
Position 647: 0.9098722059064189
Position 2372: 0.44780537499418555
Position 1139: 0.12597687592681994
Position 2864: 0.08838274694140316
Position 947: 0.08219979270262207
Position 625: 0.07634644681436757
Position 133: 0.06682645038379682
Position 2115: 0.020961365355239764
Position 2906: 0.013018695503531711
Position 1639: 0.012235632175276448
Position 974: 0.010725079955301808
Position 2883: 0.01009553900992582
Position 1618: 0.008549079152104552
Position 1412: 0.00831949411935648
Position 860: 0.008308610504053193
Position 2245: 0.007687468088560248
Position 2570: 0.0030209785675434447
Position 137: 0.0022564625468941735
Position 1055: 0.0018099265729874005
Position 2376: 0.00163378841017427
Position 1595: 0.001375073225612703
Position 1303: 0.0011810564114562811
Position 217: 0.0011239483867361672
Position 670: 0.0009490460785213042
Position 64: 0.0009083445217843129
Position 629: 0.0006965387373936007
Position 2388: 0.0006689987057219729
Position 352: 0.0005804910580956088
Position 1740: 0.0005516827469069616
Position 854: 0.0005430493794929342
Position 355: 0.0005258044248573049
Position 1319: 0.0005215218405722951
Position 998: 0.0004281984033760897
Position 1013: 0.00041568407782764015
Position 1216: 0.0004098057781427225
Position 507: 0.0003759364329725851
Position 1112: 0.00035899961571746983
Position 2916: 0.0003538794249378311
Position 1876: 0.00025930023678883926
Position 2001: 0.00024405674378087005
Position 2082: 0.00024104510047687704
Position 2835: 0.00012264209477331
Position 2588: 0.00011075275246577515
Position 129: 9.671587972115574e-05
Position 2776: 5.350572718711599e-05
Position 2664: 4.8717841226312846e-05
Position 207: 4.8125628721693446e-05
Position 2606: 4.575385985461397e-05
Position 2796: 2.603842792077243e-05
Position 2924: 2.4024728118347376e-05
Position 622: 2.254223036336019e-05
Position 166: 1.803929943440145e-05
Position 2953: 1.6927144836519923e-05
Position 2976: 1.2564817342355042e-05
Position 94: 1.217646292339691e-05
Position 651: 1.1457918174680271e-05
Position 2608: 8.854134332143416e-06
Position 46: 7.938878586347867e-06
Position 410: 7.423421848128994e-06
Position 2579: 4.77497395820121e-06
Position 221: 4.046552802529034e-06
Position 3018: 3.6354305603583227e-06
Position 127: 3.4418346339043686e-06
Position 3037: 3.0705364639066644e-06
Position 1456: 1.1708773571906207e-06
Position 39: 1.0253057101388187e-06
Position 422: 6.727061350839481e-07
Position 169: 6.630622831498859e-07
Position 851: 4.189674733478401e-07
Position 785: 2.5292057527977274e-07
Position 985: 2.4400311813467013e-07
Position 682: 2.337719908684716e-07
Position 1234: 1.967512381167029e-07
Position 2612: 1.8816521758062532e-07
Position 1195: 1.7227013058322879e-07
Position 1369: 1.6145306380398755e-07
Position 1268: 1.5498006841024107e-07
Position 246: 3.943056783156108e-08
Position 617: 2.344747297336592e-08
Position 674: 2.0523588912800533e-08
Position 9: 1.6503760997420828e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2733: 0.9910801284794936
Position 707: 0.8214505950179449
Position 2428: 0.7365932220426673
Position 2975: 0.0928337574893681
Position 253: 0.063122332225666
Position 2455: 0.03586519433203003
Position 767: 0.02887727945345365
Position 1001: 0.02421332651013484
Position 1669: 0.017977572362198574
Position 1714: 0.01778061279283775
Position 2953: 0.017648503610833824
Position 1567: 0.016849255775143242
Position 2484: 0.011757848981521045
Position 1689: 0.008510552348848238
Position 2209: 0.007084207631766409
Position 2452: 0.0031079109999615465
Position 1987: 0.0018943352748255439
Position 324: 0.0015458249751500706
Position 725: 0.0014394717140728628
Position 2957: 0.001344586128237515
Position 3092: 0.0009978180634002117
Position 2392: 0.0005022102212370721
Position 2433: 0.0004433473521364702
Position 1401: 0.0004430666239728546
Position 327: 0.00044222857449517915
Position 3034: 0.0003917159631587256
Position 2981: 0.00033410177510656113
Position 380: 0.00025547016301230303
Position 2372: 0.00022964370299740809
Position 187: 0.00022429066327300933
Position 127: 0.00021242085531824023
Position 2170: 0.0001957531485861542
Position 757: 0.00018533645767430395
Position 558: 0.00014441748114809926
Position 266: 0.00013218327772174696
Position 980: 0.0001254878283420905
Position 794: 0.00012450265152798274
Position 783: 0.00012313818403255776
Position 543: 0.00011312693389791442
Position 1678: 0.00010880880039609862
Position 588: 0.00010070436658897194
Position 517: 9.87952795392652e-05
Position 300: 8.37773055288045e-05
Position 372: 8.085547363789632e-05
Position 1858: 7.444732689417076e-05
Position 3037: 7.227444644640302e-05
Position 136: 5.796954411910191e-05
Position 2754: 5.57906076349759e-05
Position 1846: 4.394634334451289e-05
Position 1054: 4.2595111056788245e-05
Position 1167: 4.03248552526979e-05
Position 803: 3.910568241406824e-05
Position 1884: 3.837406803124562e-05
Position 743: 2.7742192108978353e-05
Position 2894: 2.084544897836415e-05
Position 263: 1.974953548587498e-05
Position 775: 1.8379624103214724e-05
Position 1007: 1.2315931332096956e-05
Position 276: 1.2128859387576186e-05
Position 564: 1.1491621758612114e-05
Position 555: 1.0869981241127448e-05
Position 928: 9.778953686603513e-06
Position 1016: 9.16529892806857e-06
Position 579: 8.500935943455159e-06
Position 351: 5.872565976334369e-06
Position 2793: 5.4548721231129415e-06
Position 334: 4.689342868376948e-06
Position 800: 3.5192356040733485e-06
Position 151: 2.7112347607077925e-06
Position 480: 9.911313072949378e-07
Position 907: 7.875635623698544e-07
Position 417: 7.32628774591999e-07
Position 341: 6.890562117475398e-07
Position 629: 5.829686753050055e-07
Position 441: 4.995815201406682e-07
Position 809: 4.882657374207637e-07
Position 1195: 4.462201973287941e-07
Position 873: 3.578635038354844e-07
Position 1028: 2.6951996858994657e-07
Position 851: 2.37277343261349e-07
Position 348: 2.2819305418812877e-07
Position 444: 1.8167423118064762e-07
Position 860: 1.7264607266288575e-07
Position 475: 1.38202204930282e-07
Position 634: 1.3302912209737476e-07
Position 966: 1.3215056730348708e-07
Position 450: 8.252702235270183e-08
Position 879: 6.122027231672041e-08
Position 600: 5.120043060395603e-08
Position 576: 4.262006867629359e-08
Position 176: 4.0473026995220484e-08
Position 489: 3.7038508530257554e-08
Position 567: 1.8352873027796403e-08
Position 282: 1.3409392039246379e-08
Position 610: 5.992252856344204e-09
Position 67: 4.199900682637116e-09
Position 1085: 5.912893649605673e-12
Position 940: 5.0378393768831505e-12
