Gene = Jon74E
index = 1240
Annotated 5SS: [254 578]
Annotated 3SS: [314 664]
SMsplice 5SS: [254 578]
SMsplice 3SS: [314 664]
top_k =  500
Partition function (log Z): 4.502601356040605

Sorted 5' Splice Sites (High to Low Probability):
Position 254: 0.9969032274971025
Position 578: 0.9968617646652257
Position 448: 0.013995870724283686
Position 955: 0.005982510783524008
Position 611: 0.0018111620968214886
Position 153: 0.0012981384603694495
Position 950: 0.001141274323957197
Position 557: 0.0005286685812372751
Position 608: 0.0002915791955954744
Position 394: 0.00027840676549881714
Position 319: 0.00019090253113798077
Position 885: 0.00014807190940758073
Position 258: 9.94342002474357e-05
Position 830: 7.020305311559063e-05
Position 797: 3.41120517402777e-05
Position 194: 3.301337381420835e-05
Position 185: 3.097635257608351e-05
Position 246: 2.6704646208549785e-05
Position 823: 2.3566437613372756e-05
Position 728: 2.0865143051258885e-05
Position 265: 1.5428159536651842e-05
Position 476: 1.3876329242192653e-05
Position 157: 1.2001567668210586e-05
Position 25: 8.402393447109408e-06
Position 65: 8.393412170277403e-06
Position 205: 7.044649836047034e-06
Position 474: 7.01085796186798e-06
Position 277: 3.670425087236204e-06
Position 913: 2.9547775893895246e-06
Position 286: 1.4520726569444406e-06
Position 865: 8.437962511197537e-07
Position 538: 4.748910269923598e-07
Position 346: 3.2213520603261005e-07
Position 838: 2.9963802673621207e-07
Position 88: 2.1176645515485914e-07
Position 140: 1.6974670504687976e-07
Position 54: 1.511965017302126e-07
Position 964: 8.464029148068325e-08
Position 122: 7.502954710493996e-08
Position 498: 5.9970252942285e-08
Position 36: 2.1026041774110222e-08
Position 709: 1.2751510293600974e-08
Position 196: 8.041952609023e-09
Position 692: 3.4947554500831203e-09
Position 697: 6.480712807745312e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 664: 0.999152299176298
Position 314: 0.9582517316171589
Position 369: 0.03582861020425779
Position 505: 0.01539041406455905
Position 1012: 0.007127704575897879
Position 394: 0.0011837110340641242
Position 460: 0.0011171261583685645
Position 322: 0.000671631506100477
Position 843: 0.00035378398450037856
Position 885: 0.0001708251446310047
Position 949: 0.00016653914231712128
Position 316: 0.0001542208732508271
Position 425: 0.00012944019167129888
Position 527: 6.666175384084948e-05
Position 205: 3.313580558241917e-05
Position 723: 1.719695052728273e-05
Position 830: 1.063452617503474e-05
Position 153: 9.201617886333882e-06
Position 462: 3.396508086400181e-06
Position 978: 3.248466346489631e-06
Position 981: 2.6123592053207814e-06
Position 102: 2.5853706517422493e-06
Position 784: 1.3083718084151864e-06
Position 954: 1.1043120433847013e-06
Position 140: 7.867520940801595e-07
Position 518: 7.797647156077781e-07
Position 805: 7.693884256932048e-07
Position 122: 7.587235955370368e-07
Position 900: 3.4299023463144636e-07
Position 346: 3.208298706277775e-07
Position 286: 1.4733953877680967e-07
Position 814: 1.2370061648116378e-07
Position 608: 9.062089032729246e-08
Position 277: 8.245169643747908e-08
Position 265: 5.255535357099513e-08
Position 1044: 2.8349856049544194e-08
Position 254: 1.0698648778807688e-08
Position 270: 3.856791642665989e-09
Position 132: 2.1937777448695747e-09
Position 964: 1.492968927733737e-09
Position 170: 1.9889725737620871e-10
Position 173: 1.9368546864445564e-12
Position 163: 1.916531028525689e-12
Position 258: 2.3744129843115253e-15
