Gene = Rcd5
index = 1414
Annotated 5SS: [ 375 1165]
Annotated 3SS: [ 437 1223]
SMsplice 5SS: [ 375 1165]
SMsplice 3SS: [ 437 1223]
top_k =  500
Partition function (log Z): -3.2826865916394583

Sorted 5' Splice Sites (High to Low Probability):
Position 1165: 0.9908123172120656
Position 375: 0.8627321672721667
Position 211: 0.31957168243341433
Position 577: 0.11626956766968363
Position 281: 0.05921352545177127
Position 872: 0.005416169406278048
Position 597: 0.004929331387891556
Position 823: 0.0036765003633738758
Position 7: 0.003256089021599062
Position 1358: 0.0024858622438580745
Position 49: 0.0024102421891297413
Position 28: 0.0022037937745100432
Position 1023: 0.0021310796627169565
Position 141: 0.0015186593927476054
Position 851: 0.0005786396935256328
Position 1501: 0.0005554011627544457
Position 1169: 0.0004734675772800699
Position 583: 0.00025878291957692783
Position 1628: 8.27468293095833e-05
Position 1337: 6.390415829227713e-05
Position 53: 5.964060370074566e-05
Position 293: 5.035933402474446e-05
Position 679: 4.538926655756899e-05
Position 1278: 3.75145409631335e-05
Position 134: 3.3018082874038986e-05
Position 1362: 2.4857249270194332e-05
Position 298: 2.3953878486232156e-05
Position 481: 2.3704377206875532e-05
Position 1958: 1.5216783187471664e-05
Position 145: 1.3082120201694446e-05
Position 1122: 1.1106801691719978e-05
Position 139: 1.0318500602160572e-05
Position 33: 9.92584536251707e-06
Position 646: 9.858270926024712e-06
Position 1623: 8.648376446144423e-06
Position 1987: 8.163892809258245e-06
Position 1583: 6.421526710504958e-06
Position 1548: 6.3871408660963636e-06
Position 217: 3.0542336311817708e-06
Position 169: 3.032885793583884e-06
Position 171: 2.1666063156453585e-06
Position 1985: 1.2655995407143364e-06
Position 392: 2.821994759798215e-07
Position 411: 2.6035182380786685e-07
Position 499: 1.0761482715809582e-07
Position 437: 8.385012531448401e-08
Position 486: 1.676307796697286e-08
Position 219: 1.5184456814528897e-08
Position 1101: 1.1664484710027381e-08
Position 1035: 7.332284779813214e-09
Position 1129: 4.824373942225626e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1223: 0.9094303117515965
Position 437: 0.810407980626748
Position 277: 0.20544191375247337
Position 342: 0.1266379193781454
Position 633: 0.10172648941961614
Position 1247: 0.06374726520219001
Position 739: 0.03501588728101789
Position 1005: 0.028363253981673553
Position 945: 0.01566764763624456
Position 253: 0.012759142243652148
Position 481: 0.010689059785207428
Position 646: 0.008723257092634202
Position 1337: 0.007304334950825356
Position 405: 0.004912857815144845
Position 1253: 0.0045464358698700915
Position 458: 0.0036524141016718334
Position 76: 0.003640327337416236
Position 1413: 0.003127754089582725
Position 1334: 0.0026803506929954073
Position 1076: 0.0026137894625065973
Position 981: 0.0025852231797919884
Position 169: 0.0021488636639952936
Position 1836: 0.001495748385286241
Position 87: 0.0012662949947373253
Position 876: 0.0010670803398885366
Position 346: 0.0010395750216205361
Position 1208: 0.0010301525104938357
Position 942: 0.000999659032504182
Position 210: 0.0008706620187967028
Position 1358: 0.0004982925786737596
Position 190: 0.000430739861906963
Position 286: 0.00040662074917347896
Position 1564: 0.0003684214270428202
Position 1055: 0.0003474454904916481
Position 1391: 0.0003342651191915013
Position 187: 0.00029422751966149514
Position 515: 0.0002915787757314981
Position 823: 0.00024474938258610304
Position 1416: 0.00020289471256145362
Position 561: 0.00019073584936460546
Position 1014: 0.00017328045408629075
Position 417: 0.00017035452823685202
Position 1860: 0.00012450903843883086
Position 539: 0.0001116130912485554
Position 1388: 9.836491800123058e-05
Position 803: 9.570291445671846e-05
Position 523: 8.740345356587188e-05
Position 281: 8.464154791855538e-05
Position 571: 8.445846550887889e-05
Position 134: 8.375495017968444e-05
Position 1110: 6.0568377023528025e-05
Position 1520: 5.3614231088876433e-05
Position 366: 5.3050028705177404e-05
Position 214: 4.6869672783506824e-05
Position 715: 4.5408498420973964e-05
Position 1595: 4.4904814768735365e-05
Position 290: 4.291974888986775e-05
Position 601: 4.1190520192626676e-05
Position 250: 3.916745008795124e-05
Position 1063: 3.688512174763888e-05
Position 1646: 3.677476120236135e-05
Position 2044: 3.5466004334555544e-05
Position 836: 3.018253307210019e-05
Position 131: 2.555082325816407e-05
Position 536: 2.0650172199123962e-05
Position 462: 1.8895934369912013e-05
Position 371: 1.617172268633934e-05
Position 2002: 1.3333026581890458e-05
Position 293: 1.2294104813234112e-05
Position 411: 9.085922871991406e-06
Position 1673: 8.726317172587154e-06
Position 486: 8.326696649066516e-06
Position 95: 8.187767347961144e-06
Position 1485: 5.813403351560733e-06
Position 351: 5.537574950562135e-06
Position 542: 4.6623206601004516e-06
Position 1958: 4.531451316512494e-06
Position 2009: 1.9655717034761666e-06
Position 113: 8.137047339432514e-07
Position 226: 2.6503047993765846e-07
Position 374: 1.5699685542608896e-07
Position 139: 1.1033910116775028e-07
Position 105: 1.7597519424954344e-08
Position 97: 8.361178116430175e-10
Position 197: 6.310557739497859e-13
