Gene = ifc
index = 1734
Annotated 5SS: [545]
Annotated 3SS: [1267]
SMsplice 5SS: [ 545 1147 2169]
SMsplice 3SS: [1053 1267 2235]
top_k =  500
Partition function (log Z): -4.611431256131165

Sorted 5' Splice Sites (High to Low Probability):
Position 545: 0.7967416474380663
Position 1147: 0.7262478441487733
Position 2169: 0.2499279999535564
Position 2173: 0.1807053256807595
Position 1352: 0.1461095511397945
Position 278: 0.132574131777266
Position 2089: 0.10434173162392006
Position 1151: 0.09303084302101054
Position 1871: 0.09203953843500785
Position 2425: 0.075106977564733
Position 1855: 0.06226989473505648
Position 1882: 0.025169107097849412
Position 1695: 0.0207444519555088
Position 1131: 0.014301389413384684
Position 2059: 0.013448609818510865
Position 1356: 0.011361201149990379
Position 2075: 0.00935537194784759
Position 559: 0.00879159872802572
Position 798: 0.005574320093135887
Position 948: 0.0051904246725779654
Position 827: 0.0042242551351197285
Position 179: 0.004197005028665242
Position 109: 0.0036240791590342746
Position 918: 0.0034738239204735147
Position 1108: 0.002962922698597325
Position 233: 0.0026871496211959963
Position 1142: 0.002423236570545361
Position 1609: 0.0023508867233360074
Position 983: 0.002341707746397968
Position 1635: 0.0022318213901026487
Position 642: 0.0021885674886431674
Position 1760: 0.0018885457438413975
Position 73: 0.001517178966373547
Position 2159: 0.0012372747669362942
Position 524: 0.0010856350802402395
Position 908: 0.0009482211942021527
Position 2372: 0.0008600403626956009
Position 999: 0.0007693368482478821
Position 1276: 0.0007323153059640163
Position 2402: 0.0006432365545473184
Position 734: 0.0006393629277333887
Position 1803: 0.0006116011330174064
Position 1671: 0.0005787857806035577
Position 1907: 0.000447474097304613
Position 1785: 0.0003827491555514784
Position 2084: 0.00031057682699819867
Position 2073: 0.0002862820686914732
Position 1443: 0.00026822828349754355
Position 1440: 0.00025592121336552885
Position 1218: 0.00021958308090280106
Position 1990: 0.0002095263679193264
Position 1920: 0.0001946567812577046
Position 981: 0.00017728733597534475
Position 320: 0.00015396902201033561
Position 1245: 0.00013695675397959895
Position 1325: 0.0001184986015208052
Position 923: 0.00011656982391109235
Position 1005: 0.00011650386113411658
Position 757: 0.000111070817592485
Position 1054: 8.865814036770989e-05
Position 1120: 8.720242669230255e-05
Position 4: 8.444525525780004e-05
Position 1516: 8.18469751045386e-05
Position 2052: 8.101367637649742e-05
Position 64: 8.05644996302712e-05
Position 395: 7.812674532452403e-05
Position 631: 7.428649509685201e-05
Position 727: 6.919509116559939e-05
Position 986: 5.416397774279381e-05
Position 1755: 5.2890927019000276e-05
Position 497: 5.2278452555734976e-05
Position 1595: 4.68783093938687e-05
Position 37: 4.3226488491127e-05
Position 830: 4.059543273749692e-05
Position 297: 3.915518448555522e-05
Position 1574: 3.667601984574786e-05
Position 870: 2.927731869410126e-05
Position 95: 2.8701767801373175e-05
Position 878: 2.5911110481187597e-05
Position 2392: 2.3168892363267765e-05
Position 802: 2.0384368492982428e-05
Position 159: 1.886998966983119e-05
Position 185: 1.746891504896541e-05
Position 282: 1.7243160529786774e-05
Position 773: 1.2043753577504498e-05
Position 327: 1.0428866093530223e-05
Position 698: 1.0257284150563571e-05
Position 183: 1.017840130281722e-05
Position 842: 7.322545692205739e-06
Position 833: 6.849465625951106e-06
Position 46: 6.71280939115196e-06
Position 701: 6.702290452202913e-06
Position 102: 5.732046550659945e-06
Position 1225: 5.316479371753862e-06
Position 696: 4.7542589449560085e-06
Position 549: 4.139854809514175e-06
Position 30: 3.1958943480075496e-06
Position 1358: 3.120433530706156e-06
Position 1470: 1.6426373797601629e-06
Position 1093: 6.195362611185133e-07
Position 357: 2.677337595107266e-07
Position 347: 5.58564312782925e-08
Position 324: 5.5683115762686727e-08
Position 341: 5.296443423034207e-08
Position 408: 4.179223512088927e-08
Position 344: 2.9826810323891375e-08
Position 132: 7.2733598345427345e-09
Position 765: 3.492854950788721e-09
Position 338: 2.097290391603097e-09
Position 634: 1.83335253779321e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1267: 0.9046543519512595
Position 2235: 0.8427136556241333
Position 1053: 0.6726212196176554
