Gene = mtsh
index = 1805
Annotated 5SS: [ 530  833 2072 2275]
Annotated 3SS: [ 597  948 2127 2553]
SMsplice 5SS: [530 833]
SMsplice 3SS: [ 597 2553]
top_k =  500
Partition function (log Z): -1.637146453037668

Sorted 5' Splice Sites (High to Low Probability):
Position 833: 0.9975408525915346
Position 530: 0.9571708615504879
Position 1037: 0.2925994605592456
Position 2275: 0.24899382326183045
Position 2385: 0.057291861003447964
Position 2257: 0.05412137221475746
Position 1620: 0.033453099388480526
Position 466: 0.03033537127934276
Position 2072: 0.02984205978391297
Position 2170: 0.029182001221163534
Position 2709: 0.020055763671500155
Position 119: 0.013770812133776615
Position 1092: 0.00946765265506453
Position 117: 0.009319612872522774
Position 86: 0.009170005955450323
Position 2419: 0.008549610740754545
Position 2391: 0.00762248722579427
Position 98: 0.00716518618981092
Position 2718: 0.006909575138095571
Position 1940: 0.006418203570325169
Position 2281: 0.004764210645079229
Position 2701: 0.004427327449358125
Position 80: 0.004122963289585031
Position 1996: 0.0025435144256890393
Position 337: 0.0020539369300827683
Position 1755: 0.0017475574343811533
Position 1271: 0.0016098029194442634
Position 294: 0.001333689074924408
Position 33: 0.0011427022188924528
Position 1412: 0.0010981117832911049
Position 1303: 0.0007583079895837306
Position 1159: 0.0005852013602666335
Position 1599: 0.0005266244812805101
Position 889: 0.0005197146556533481
Position 422: 0.0004313006719698653
Position 1400: 0.000404046052552397
Position 1424: 0.00031156854602169197
Position 777: 0.0002830982345290436
Position 383: 0.0002765206328920239
Position 1301: 0.00015439741695021236
Position 89: 0.00015175724925879067
Position 84: 0.0001515035029447804
Position 1680: 0.00014252974956859918
Position 510: 0.00011984740476854283
Position 60: 0.0001025778034197879
Position 1199: 9.070509855535154e-05
Position 372: 6.417474526897345e-05
Position 1056: 6.32733487518574e-05
Position 171: 5.9938409496334426e-05
Position 904: 5.303684896433282e-05
Position 343: 4.212726192666794e-05
Position 1131: 4.1755341505355844e-05
Position 355: 3.483846807099944e-05
Position 1283: 3.229447532997894e-05
Position 893: 2.2970669674777395e-05
Position 262: 2.136238393565584e-05
Position 1188: 2.082545452702414e-05
Position 1558: 1.9210553299858872e-05
Position 57: 1.3302849924900269e-05
Position 457: 1.096405410561669e-05
Position 174: 9.526467484470222e-06
Position 629: 8.877829450530005e-06
Position 552: 8.64462378941608e-06
Position 674: 6.848407125875502e-06
Position 394: 6.386603326175961e-06
Position 539: 5.216442232242654e-06
Position 1076: 4.877746422892261e-06
Position 253: 3.0385305216025105e-06
Position 765: 2.97258865623012e-06
Position 425: 2.8911819411083427e-06
Position 8: 2.494085252024174e-06
Position 188: 2.4764117381012735e-06
Position 534: 2.398020429249478e-06
Position 891: 1.6143151634223668e-06
Position 328: 1.2117246349976854e-06
Position 470: 1.1682829790752513e-06
Position 718: 1.0655881967547622e-06
Position 203: 1.0307175312949704e-06
Position 1742: 8.160141465429288e-07
Position 273: 6.535428951610496e-07
Position 574: 6.06965341332764e-07
Position 1238: 6.037682833107413e-07
Position 757: 5.595794397828656e-07
Position 1256: 5.462168798832631e-07
Position 1107: 4.922236232937892e-07
Position 1844: 3.994593646893954e-07
Position 654: 3.368967711176587e-07
Position 912: 2.5541361450196055e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 597: 0.9219998881362548
Position 2553: 0.59555411722342
Position 948: 0.5480203549151144
Position 1381: 0.11041064097184719
Position 2514: 0.09205216799595203
Position 2223: 0.08729962083865878
Position 2477: 0.046080482660450076
Position 1921: 0.04291474048926017
Position 889: 0.0420321280898356
Position 2127: 0.03856540827689803
Position 209: 0.038344997010767615
Position 674: 0.034181211420348204
Position 2357: 0.029876003211330538
Position 2764: 0.0296744030826588
Position 626: 0.027443589447030146
Position 1965: 0.025053760427460582
Position 919: 0.023002114877408508
Position 2145: 0.02166147031165482
Position 1745: 0.013056268355053224
Position 962: 0.01301202800103295
Position 902: 0.012531083992526832
Position 2167: 0.012170947420572557
Position 1092: 0.008594008656740874
Position 2384: 0.008098057743057056
Position 188: 0.004756432367489144
Position 1715: 0.00324989460666664
Position 510: 0.0031143157457983657
Position 2154: 0.0029116932114285226
Position 1867: 0.0025139401244083483
Position 2810: 0.0020359292441130506
Position 406: 0.001871867242592145
Position 348: 0.0014854199972322414
Position 2646: 0.0014545949133950777
Position 1147: 0.0012887527996894952
Position 2952: 0.0011814451489303823
Position 1222: 0.0011602071496011836
Position 1795: 0.0011151135166870992
Position 1518: 0.0009889679365318292
Position 203: 0.0009100136740385203
Position 1330: 0.0006865646771429121
Position 734: 0.0006741140844612318
Position 1526: 0.0006588756185210181
Position 1144: 0.0006294124799112129
Position 457: 0.0005112573777341565
Position 1405: 0.00038270559659087225
Position 273: 0.0003789651149824555
Position 995: 0.00033555308513678455
Position 1631: 0.00032486944922294626
Position 2076: 0.00029350995164850524
Position 2099: 0.0002721216502507727
Position 1993: 0.00025919406891804545
Position 743: 0.00024780817329744955
Position 1074: 0.0002467341541179497
Position 2518: 0.00023322079900809568
Position 223: 0.00023210471756097227
Position 1021: 0.00017323770933680698
Position 481: 0.00016694478467782896
Position 1100: 0.00012808436132763935
Position 1503: 0.00011212750006746945
Position 1530: 8.62482749945798e-05
Position 1096: 8.348192272476547e-05
Position 529: 7.44342481147985e-05
Position 425: 7.100342834746313e-05
Position 691: 5.850346403664251e-05
Position 904: 5.6174430164377915e-05
Position 253: 5.4361083245605e-05
Position 975: 4.655426045694404e-05
Position 363: 4.248666011928962e-05
Position 710: 4.1041275511027264e-05
Position 300: 3.7635271355027215e-05
Position 524: 3.3481868655826306e-05
Position 701: 2.9078106184387104e-05
Position 776: 1.9725731139504227e-05
Position 98: 1.2235878081444941e-05
Position 227: 1.1824710203884264e-05
Position 685: 9.754532324629004e-06
Position 740: 5.682241596058539e-06
Position 987: 4.865538414812461e-06
Position 1337: 4.2140093060571e-06
Position 89: 3.232463574501671e-06
Position 1475: 2.6450549954792968e-06
Position 285: 2.6011036688010934e-06
Position 131: 2.0570015525186638e-06
Position 149: 9.061328848353282e-07
Position 470: 6.863545988223153e-07
Position 80: 3.374035561327103e-07
Position 969: 2.1884684375151448e-07
Position 814: 4.8619438329476005e-08
Position 64: 1.7772474653923028e-08
Position 1010: 1.3032546199324664e-08
Position 1042: 7.359040979297452e-09
Position 163: 1.8959841222761443e-15
