Gene = tant
index = 1908
Annotated 5SS: [284 528]
Annotated 3SS: [440 580]
SMsplice 5SS: [284 528]
SMsplice 3SS: [440 580]
top_k =  500
Partition function (log Z): -5.80946975876797

Sorted 5' Splice Sites (High to Low Probability):
Position 528: 0.9532622763946375
Position 284: 0.8477377822806806
Position 299: 0.015421853064912385
Position 1191: 0.0028764124134155263
Position 60: 0.0015798001074587146
Position 1421: 0.0013128691215611688
Position 1089: 0.0008901565111895532
Position 288: 0.0007807486761025446
Position 1505: 0.0007115615425485422
Position 116: 0.000621706143304473
Position 3: 0.0005448317296555947
Position 1095: 0.0005346773588185597
Position 1104: 0.0004058509172986589
Position 10: 0.0003833905744648248
Position 331: 0.0002630261755644736
Position 218: 0.00022099470312978922
Position 250: 0.00018560273548108398
Position 1595: 0.0001514417964898271
Position 703: 0.0001304492814623405
Position 414: 8.866407655678598e-05
Position 119: 3.480227810183162e-05
Position 342: 3.446194404478822e-05
Position 726: 3.231372149361423e-05
Position 1538: 2.2510384529413376e-05
Position 82: 2.168263247831389e-05
Position 425: 1.91243561944777e-05
Position 507: 1.812885720720228e-05
Position 696: 1.7706641677563647e-05
Position 852: 1.578297907850853e-05
Position 34: 1.5548084588282675e-05
Position 1098: 1.2770389505905882e-05
Position 205: 6.984850959775609e-06
Position 1526: 6.896283603398304e-06
Position 854: 6.631466320514951e-06
Position 825: 6.574587485476429e-06
Position 161: 6.552323960391882e-06
Position 71: 4.862034119298387e-06
Position 436: 1.3611256591792368e-06
Position 223: 6.753442603140903e-07
Position 429: 7.526356226942811e-09
Position 462: 5.833568973930404e-09
Position 484: 4.17713508570335e-09
Position 1070: 2.8199084387724178e-09
Position 781: 2.525184779036561e-09
Position 799: 1.201687915405355e-09
Position 832: 1.1153043820266028e-09
Position 581: 1.0886698599584134e-09
Position 608: 5.49081600801906e-13
Position 605: 1.1654510538572283e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 580: 0.921327173121639
Position 440: 0.8082321822359416
Position 453: 0.02532641369853257
Position 342: 0.019616571264343203
Position 623: 0.01930766034257353
Position 1564: 0.004498231025175494
Position 672: 0.004130151413859325
Position 952: 0.003990488902291632
Position 331: 0.0031815813438823724
Position 1840: 0.0024193303924545636
Position 484: 0.0019331282646520807
Position 729: 0.0017763182479666173
Position 1141: 0.001551384755239156
Position 1276: 0.0010777878118742184
Position 962: 0.0009053790543510392
Position 561: 0.0008842088724627544
Position 1482: 0.0006485453983577412
Position 154: 0.0006474691609246712
Position 976: 0.0006383802525555375
Position 1265: 0.0006137065031609509
Position 129: 0.0004190027282913412
Position 177: 0.00039256125410587993
Position 1659: 0.00038781961059521655
Position 703: 0.00037117378673735146
Position 883: 0.0003675950373257719
Position 402: 0.00032852910296225524
Position 793: 0.00031293986550035957
Position 376: 0.0002339394710593786
Position 1678: 0.00021357920100092105
Position 644: 0.0001856612213553775
Position 973: 0.0001745713697656964
Position 94: 0.00017001690314215345
Position 1816: 0.00016055634432733806
Position 119: 0.00014960154980081004
Position 1175: 0.0001484246052351567
Position 1757: 0.00014112342374821636
Position 1602: 0.0001411130404387953
Position 1653: 0.0001205098745870404
Position 911: 0.00011843778941750831
Position 819: 9.946076972644725e-05
Position 653: 8.293808582562297e-05
Position 166: 7.657084867995762e-05
Position 501: 7.625765721888103e-05
Position 1530: 6.998866673489734e-05
Position 700: 6.620609551843966e-05
Position 283: 6.564620468156524e-05
Position 231: 5.373986616903926e-05
Position 1030: 4.624967817038444e-05
Position 799: 4.540794109153416e-05
Position 1526: 4.2963547469465156e-05
Position 908: 3.984501696297965e-05
Position 838: 3.868387516724226e-05
Position 1053: 3.287481793049856e-05
Position 1226: 3.079464342868244e-05
Position 104: 2.972118897104926e-05
Position 371: 2.9069825154407014e-05
Position 1367: 2.808050138953055e-05
Position 1157: 2.5821342729322992e-05
Position 850: 2.1639716690352573e-05
Position 1489: 2.0735087987228916e-05
Position 1700: 1.7215634186131544e-05
Position 317: 1.504225364855504e-05
Position 1637: 1.4189332564660009e-05
Position 514: 1.3008367814548641e-05
Position 1084: 1.2256502665897917e-05
Position 1187: 8.806911308583753e-06
Position 383: 8.512729727567375e-06
Position 50: 7.6162516991535294e-06
Position 781: 6.018812520750327e-06
Position 1010: 5.8864829202921164e-06
Position 60: 5.4609231747680896e-06
Position 241: 3.176822278486722e-06
Position 298: 2.3557411320913253e-06
Position 520: 1.6218801321975855e-06
Position 288: 8.780309232996627e-07
Position 262: 7.563361213606843e-07
Position 213: 6.214644630967181e-07
Position 205: 1.0871771736461284e-07
Position 339: 1.2211920191590921e-08
Position 259: 1.7891062199060759e-09
Position 248: 1.3630193295367764e-09
