Gene = slow
index = 1878
Annotated 5SS: [  186  6780 17715 18202]
Annotated 3SS: [ 6007 17457 17782 18269]
SMsplice 5SS: [  446  6780 17715 18202]
SMsplice 3SS: [ 6007 17457 17782 18269]
top_k =  500
Partition function (log Z): 3.0322139592270756

Sorted 5' Splice Sites (High to Low Probability):
Position 18202: 0.9985073501717096
Position 17715: 0.9931879762609733
Position 6780: 0.962113926726681
Position 446: 0.6680479292481747
Position 186: 0.25436473088514905
Position 18346: 0.19678116857041464
Position 421: 0.04824974601805058
Position 7574: 0.03285863820181495
Position 158: 0.03175812113115128
Position 794: 0.02394005603975347
Position 1324: 0.022668871181835082
Position 11967: 0.021608685895390032
Position 16366: 0.018334122589409273
Position 984: 0.01762573499311373
Position 12313: 0.01358309675968566
Position 781: 0.01330006505939452
Position 593: 0.012110355989980916
Position 695: 0.011795008602967177
Position 1812: 0.01040395401781266
Position 18435: 0.007119395963023618
Position 17695: 0.006599483597072754
Position 1520: 0.004964431611729421
Position 1150: 0.004605437985730722
Position 677: 0.004459354949232758
Position 5533: 0.0034776886424816387
Position 498: 0.0031011316338517636
Position 296: 0.002596364827981208
Position 5188: 0.0025372302275387293
Position 830: 0.002456316486960976
Position 4843: 0.002416643805774901
Position 513: 0.001997407944747152
Position 1433: 0.001930227949730275
Position 442: 0.0019143436772673765
Position 100: 0.0013745387834342862
Position 1114: 0.0013357539854620686
Position 3447: 0.0011814062551394186
Position 955: 0.0010418218608409225
Position 5120: 0.0009342978886444495
Position 18368: 0.0009005587549974227
Position 5092: 0.000886159521473292
Position 4554: 0.0008138579628529464
Position 254: 0.0007893731425290016
Position 30: 0.0007519348073715061
Position 3387: 0.0007212967882365909
Position 4503: 0.0006988660705924932
Position 267: 0.0006508026787544064
Position 1416: 0.0006167322957800741
Position 3133: 0.0006026049812647347
Position 2144: 0.0005219764628115089
Position 2129: 0.0004455262241210926
Position 2137: 0.0004376165676718854
Position 17919: 0.00036944694922294574
Position 18214: 0.000174953953084381
Position 6815: 4.498658016331637e-05
Position 18166: 3.87373374569971e-05
Position 18185: 2.7325515022330925e-05
Position 190: 2.7242492114381256e-05
Position 18611: 2.544597221232026e-05
Position 17810: 2.4194688891452762e-05
Position 18488: 2.3804958683302378e-05
Position 757: 2.283799476103093e-05
Position 1011: 2.2208576960555857e-05
Position 18169: 2.1931247345713112e-05
Position 300: 1.360860599128121e-05
Position 18164: 1.156792413651557e-05
Position 70: 1.0678130296274133e-05
Position 1930: 1.0066005009535394e-05
Position 18288: 9.19564017202111e-06
Position 1450: 8.865747660949518e-06
Position 323: 8.661018801569685e-06
Position 731: 8.629559980496372e-06
Position 1443: 7.380541063920361e-06
Position 1159: 7.290946705761911e-06
Position 41: 7.0288885162026255e-06
Position 18073: 6.535001175736957e-06
Position 968: 6.531510125996521e-06
Position 745: 6.421294898334798e-06
Position 3: 5.579139200152585e-06
Position 947: 5.107625779609693e-06
Position 573: 5.04483616634165e-06
Position 106: 4.044546189936034e-06
Position 1438: 3.1322824844164396e-06
Position 816: 2.987271752976673e-06
Position 18439: 2.954661877217429e-06
Position 18144: 2.843683385794927e-06
Position 231: 2.707017616540851e-06
Position 91: 2.510118039784322e-06
Position 502: 1.864863145436508e-06
Position 625: 1.4825161247250433e-06
Position 450: 1.3781686520321339e-06
Position 1196: 1.3520403867065524e-06
Position 18646: 1.2826866149189735e-06
Position 714: 9.927050532400051e-07
Position 435: 7.206371612709529e-07
Position 18102: 4.553337743477844e-07
Position 425: 2.947974297398833e-07
Position 18001: 1.6838994735595642e-07
Position 18024: 1.584948479948095e-07
Position 766: 1.3921649294306423e-07
Position 352: 1.2883924067457085e-07
Position 528: 1.252581865274959e-07
Position 345: 6.761334923961949e-08
Position 17957: 6.426006814424541e-08
Position 17976: 5.9334549298974175e-08
Position 828: 5.6304857946086526e-08
Position 17819: 5.537362315618771e-08
Position 843: 5.2762912506790135e-08
Position 444: 4.980476673482883e-08
Position 247: 4.8529283925441727e-08
Position 500: 4.14692185245439e-08
Position 17864: 3.1112618855960733e-08
Position 398: 2.128909065200931e-08
Position 18121: 2.0794713582894117e-08
Position 343: 1.8120483360407345e-08
Position 17889: 1.65603676950502e-08
Position 17852: 1.3670377255339216e-08
Position 17881: 1.115192740598417e-08
Position 7: 5.303208865855208e-09
Position 17968: 3.4695048037606583e-09
Position 18258: 8.779402239855896e-10
Position 18323: 2.6802050271912748e-11
Position 18468: 1.0386730456899196e-11
Position 18466: 8.72250342144837e-12
Position 18525: 5.239244441190431e-12
Position 18529: 1.0421807397983877e-12
Position 18522: 8.811970351966158e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 18269: 0.9962039383916805
Position 17782: 0.9955403561932802
Position 17457: 0.9557720887443379
Position 6007: 0.9507892438692266
Position 18471: 0.1664917389251616
Position 241: 0.1027428979682298
Position 11413: 0.028873013965197678
Position 17479: 0.02725608041737262
Position 18405: 0.025146809114191843
Position 6918: 0.023464791433037032
Position 4472: 0.01379999558631944
Position 1072: 0.011945267196718299
Position 570: 0.010619218872472603
Position 16959: 0.010482423293381496
Position 247: 0.010221177276211278
Position 6697: 0.0070071878733722745
Position 15795: 0.006848468863032662
Position 15718: 0.006637687265896077
Position 18492: 0.006596628536259803
Position 16989: 0.006324820382297683
Position 1323: 0.005753350998836709
Position 14653: 0.004847966460480536
Position 1006: 0.004540520221042816
Position 11230: 0.004223142407252029
Position 17860: 0.003666169735539952
Position 7227: 0.003103621820882673
Position 18475: 0.002071122669107946
Position 7385: 0.0020262035180370827
Position 18525: 0.0015975940792268305
Position 18439: 0.0015742669603479667
Position 7427: 0.0015565711240339616
Position 11249: 0.001454054989125657
Position 3280: 0.001352938858475571
Position 508: 0.001286518111039258
Position 1219: 0.0011971779318619082
Position 1668: 0.0011298041320836993
Position 18275: 0.0010725206540062612
Position 6159: 0.0010593220520959561
Position 7448: 0.001055026287428162
Position 18278: 0.0009938128450835062
Position 1976: 0.0008575464690615212
Position 18532: 0.0007760854208550932
Position 11013: 0.0006415712935003042
Position 7069: 0.0005522746353350469
Position 3284: 0.0005497641849004347
Position 5723: 0.000496759616571649
Position 7224: 0.0004533877061354074
Position 6868: 0.0004397950464142932
Position 18608: 0.00042599378657644607
Position 17840: 0.00038077753428533055
Position 1513: 0.00034449719085500875
Position 17831: 0.0003321327422383811
Position 5772: 0.0003289667385005327
Position 17976: 0.0003004483313718436
Position 4388: 0.000254378611037186
Position 18538: 0.00024852177894660646
Position 271: 0.00022442570261668024
Position 7487: 0.0002069666331121552
Position 4945: 0.00018780307907877343
Position 528: 0.00013720853122551623
Position 18558: 0.00011639181479550803
Position 18658: 0.00011592973373675039
Position 17988: 9.401176241524958e-05
Position 18317: 6.63462051036972e-05
Position 816: 6.56323708594015e-05
Position 18602: 5.392433113518241e-05
Position 18284: 4.7621847321917766e-05
Position 18302: 4.499879783031043e-05
Position 18321: 2.9414588018160297e-05
Position 17985: 7.219577609298724e-06
Position 18566: 5.501754993890035e-06
Position 18704: 1.2826866149189778e-06
Position 18292: 2.385232352060843e-07
Position 1486: 1.6552601456883736e-07
Position 1148: 1.4794087887536588e-07
Position 366: 1.199738075827185e-07
Position 18338: 2.3503585736571023e-10
Position 18514: 9.704357606201532e-12
Position 18509: 9.107044946375803e-12
