Gene = Ufd1-like
index = 1582
Annotated 5SS: [295]
Annotated 3SS: [351]
SMsplice 5SS: [295]
SMsplice 3SS: [351]
top_k =  500
Partition function (log Z): -5.853680808251235

Sorted 5' Splice Sites (High to Low Probability):
Position 295: 0.9952435972127726
Position 949: 0.13139750445249831
Position 529: 0.08356274215012335
Position 936: 0.0041295081581000665
Position 1180: 0.0012825376626558547
Position 996: 0.0012276313197819434
Position 1147: 0.0006225215019852251
Position 467: 0.0006198322389305882
Position 34: 0.0005399621785189525
Position 308: 0.0005296496891474723
Position 299: 0.0001880687415478691
Position 698: 0.00010415773971118443
Position 524: 9.648168134116431e-05
Position 722: 8.730959348486141e-05
Position 106: 6.95482572162284e-05
Position 9: 5.716858234442153e-05
Position 711: 5.653513430631847e-05
Position 459: 5.4149756541140545e-05
Position 1189: 5.1405333170769815e-05
Position 276: 4.1968597472474776e-05
Position 429: 2.893217305067764e-05
Position 767: 2.8217084877622462e-05
Position 971: 2.77984552192516e-05
Position 11: 2.527588315963071e-05
Position 1195: 2.338646397999635e-05
Position 753: 1.8268616183345117e-05
Position 1011: 1.4543684204227645e-05
Position 306: 1.438613265186659e-05
Position 233: 1.0816977808797408e-05
Position 243: 1.0206839580591688e-05
Position 587: 1.0151051074361298e-05
Position 17: 6.94397631279045e-06
Position 556: 6.423485972485375e-06
Position 119: 6.2627897928061685e-06
Position 401: 5.65675959833585e-06
Position 636: 2.5091763662963854e-06
Position 850: 2.3558518956880015e-06
Position 170: 9.623578799764027e-07
Position 780: 7.470382579220845e-07
Position 928: 6.687259848308753e-07
Position 864: 5.968693144150449e-07
Position 558: 3.961851663902171e-07
Position 328: 3.40010515830346e-07
Position 197: 2.3878256843677637e-07
Position 351: 2.380667500509039e-07
Position 570: 1.7471099263507971e-07
Position 684: 1.6061024136140705e-07
Position 396: 9.35596412679443e-08
Position 471: 7.047384256387968e-08
Position 413: 4.343464921472693e-08
Position 984: 1.820292649875178e-08
Position 940: 8.759623676777916e-09
Position 909: 1.6513203927208217e-09
Position 251: 7.672905686668168e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 351: 0.9916878766225762
Position 601: 0.08277178561587112
Position 1017: 0.05783775148324573
Position 1031: 0.052041271017191214
Position 1240: 0.015362805435400547
Position 1217: 0.006003508137948676
Position 1072: 0.003993634236743346
Position 1078: 0.0020265618299884405
Position 676: 0.0016710741824759992
Position 587: 0.0012262584389872387
Position 401: 0.0010774984700772272
Position 995: 0.0009938804223268154
Position 1189: 0.0007572157064561616
Position 827: 0.0005489542093077343
Position 142: 0.0002985653744474468
Position 1101: 0.00026574508177661734
Position 419: 0.00022064635426094015
Position 992: 0.00017168486545125902
Position 181: 0.00015971298666486743
Position 632: 0.00014348790898549864
Position 753: 0.0001303861562410972
Position 81: 0.0001238585825016237
Position 1226: 0.00012209408768205842
Position 1195: 0.00011039755350178171
Position 1081: 9.359037521814603e-05
Position 104: 6.267548399660319e-05
Position 757: 4.289881771332665e-05
Position 1246: 3.565819154938014e-05
Position 848: 3.552588361842383e-05
Position 119: 3.0047829732304042e-05
Position 740: 2.5509058683422683e-05
Position 734: 2.381433720031445e-05
Position 791: 2.1726365108235967e-05
Position 845: 2.060381532959662e-05
Position 1160: 1.2109630505189666e-05
Position 434: 1.1253146220992222e-05
Position 710: 1.0130867827605713e-05
Position 906: 5.736797224087039e-06
Position 258: 5.22157044300737e-06
Position 1175: 4.587898784549557e-06
Position 166: 4.07836602281231e-06
Position 96: 3.829977190897905e-06
Position 1089: 3.285549072456805e-06
Position 1086: 3.2746191304521696e-06
Position 133: 2.745327894219041e-06
Position 69: 1.3257673837942755e-06
Position 233: 6.058003932173134e-07
Position 150: 4.799833499803525e-07
Position 554: 3.615858847385152e-07
Position 707: 3.4802684021252327e-07
Position 809: 2.6315036676787404e-07
Position 690: 2.281477113479931e-07
Position 157: 1.7048569881030449e-07
Position 467: 1.6895043388197792e-07
Position 698: 1.3633822587090777e-07
Position 284: 4.150294499723382e-08
Position 115: 3.2944532900695156e-08
Position 644: 3.0328286073026056e-08
Position 311: 9.388473793958921e-09
Position 206: 9.073365433685094e-09
Position 293: 3.7289041087256345e-09
Position 320: 8.608786029397232e-10
Position 306: 7.572095904834935e-10
Position 926: 9.260357632612476e-11
Position 266: 8.259880464171917e-12
Position 299: 2.1364905414714203e-14
Position 295: 3.131995868295303e-17
