Gene = Rnmt
index = 1430
Annotated 5SS: [1280]
Annotated 3SS: [1336]
SMsplice 5SS: [1280]
SMsplice 3SS: [1336]
top_k =  500
Partition function (log Z): -5.217703690068638

Sorted 5' Splice Sites (High to Low Probability):
Position 1280: 0.9767616755824916
Position 1561: 0.131539907944537
Position 1535: 0.12271580640820136
Position 1671: 0.036163534147367705
Position 917: 0.03249790838811449
Position 211: 0.01836964603862484
Position 1207: 0.018267014381507036
Position 711: 0.006353286905403744
Position 1239: 0.0041601380478148075
Position 1440: 0.003832028533623381
Position 1539: 0.0028287213749757924
Position 1483: 0.00175306952805341
Position 749: 0.0015453192924047854
Position 1549: 0.0013702688303492434
Position 215: 0.0013058639950676622
Position 42: 0.0009710350744555261
Position 639: 0.0008984672502625609
Position 1458: 0.000823594746707783
Position 1243: 0.0006592102319368714
Position 1348: 0.0006238060618246712
Position 444: 0.0005383526810590035
Position 1401: 0.0005112302642679288
Position 927: 0.0004979370039668782
Position 1067: 0.0004544025391286491
Position 377: 0.00040410455814270075
Position 384: 0.00032341412693438114
Position 479: 0.00024709140368170347
Position 585: 0.00024395118762853763
Position 981: 0.00022738834081910127
Position 1045: 0.0002237462938666411
Position 1161: 0.00021121869858120167
Position 694: 0.0002108836666479208
Position 1165: 0.00015667913989040282
Position 328: 0.00015650078599846137
Position 657: 0.00012273105898376498
Position 583: 0.0001195712297717385
Position 589: 0.0001078065455492236
Position 1565: 0.00010585285763603324
Position 1735: 0.00010267740652172617
Position 1684: 7.565536440071592e-05
Position 521: 4.234384846198979e-05
Position 1464: 3.411359772204049e-05
Position 46: 3.360538697135113e-05
Position 669: 3.005119062714587e-05
Position 1211: 2.320157679725859e-05
Position 231: 2.292670594187611e-05
Position 753: 2.0508143537150204e-05
Position 1569: 1.4320035335183049e-05
Position 266: 9.970810085695982e-06
Position 331: 9.378930975764193e-06
Position 821: 9.275971973881013e-06
Position 493: 7.844402795628237e-06
Position 1583: 7.195340753658357e-06
Position 597: 6.599093271362246e-06
Position 1747: 3.265079023842643e-06
Position 1284: 1.924167393035887e-06
Position 83: 9.822488987662322e-07
Position 186: 3.3543921739274076e-07
Position 504: 2.8989605353694514e-07
Position 1197: 2.807709554762057e-07
Position 139: 2.807114919170896e-07
Position 777: 2.1608006641222189e-07
Position 1027: 2.035226595244964e-07
Position 742: 2.715729035449553e-08
Position 833: 9.757910372180444e-09
Position 147: 7.313186904341581e-10
Position 117: 3.2063296585839705e-10
Position 450: 2.7806794376134046e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1336: 0.9201744729832574
Position 1608: 0.13244871165556926
Position 1582: 0.11047396682274992
Position 1777: 0.05951564142917663
Position 1362: 0.039176248654748176
Position 1613: 0.03215956670812682
Position 1110: 0.02034910174889584
Position 981: 0.007214662349470098
Position 1143: 0.00692252047782694
Position 1221: 0.004334784637587178
Position 1027: 0.003922795409575951
Position 814: 0.003271669884622954
Position 732: 0.0032678563931100068
Position 753: 0.003162683986424547
Position 1323: 0.002278933469871609
Position 847: 0.0016053241963126092
Position 1446: 0.0015866533096155564
Position 1074: 0.0014508384153583509
Position 491: 0.0012883795203202004
Position 1520: 0.001284545222173179
Position 1050: 0.0012623461013236226
Position 1170: 0.0012198022248246874
Position 1714: 0.0012020602110430813
Position 777: 0.0012010160966104534
Position 1276: 0.0009675741860585205
Position 109: 0.0007183416921144747
Position 1747: 0.0006458534894556443
Position 456: 0.0006109695785741087
Position 1790: 0.0005614388642449507
Position 694: 0.0005479288815185002
Position 543: 0.0005103269310022562
Position 881: 0.00037953028484724805
Position 789: 0.0003735433323894195
Position 274: 0.0003082299746342551
Position 1640: 0.00030561041466351993
Position 540: 0.00021972971727030142
Position 999: 0.00020876367585281408
Position 1058: 0.0001994236112254596
Position 987: 0.00018781450622906408
Position 793: 0.0001615415161926852
Position 1273: 0.00012376355057220544
Position 1497: 0.0001231642623969325
Position 1083: 0.00010089623498054977
Position 465: 9.17944397342856e-05
Position 1161: 8.881657612431733e-05
Position 1751: 7.788029969530177e-05
Position 1176: 7.091962229475776e-05
Position 462: 6.0251092115329114e-05
Position 1506: 6.017140868290085e-05
Position 1559: 4.924941841818016e-05
Position 627: 3.941463138881702e-05
Position 932: 3.8882312454711055e-05
Position 1472: 2.7170054664444797e-05
Position 1020: 2.56719810824441e-05
Position 976: 1.7943184410376754e-05
Position 136: 1.428948612745804e-05
Position 271: 1.4229527185583032e-05
Position 1538: 1.1135793104005295e-05
Position 582: 1.0847191134169694e-05
Position 426: 9.021221195776204e-06
Position 1483: 7.813078812285741e-06
Position 139: 5.134574157264689e-06
Position 597: 3.652432930545172e-06
Position 516: 2.9780272794944577e-06
Position 255: 2.394254137255156e-06
Position 308: 1.8771077770336553e-06
Position 669: 4.178401621588568e-08
Position 657: 3.1167119916008685e-08
Position 887: 4.241146071846814e-09
Position 493: 3.108579593681554e-09
Position 615: 2.359728197988982e-09
Position 404: 2.0952854791553607e-09
Position 117: 1.4802812138283077e-11
Position 282: 5.22664672351598e-12
Position 351: 4.288212795006442e-12
Position 360: 4.1672360304529346e-12
Position 201: 1.3451459793581189e-12
