Gene = serp
index = 1869
Annotated 5SS: [ 596 1791 2207]
Annotated 3SS: [1617 1956 5516]
SMsplice 5SS: [ 596 1791 2207]
SMsplice 3SS: [1617 1956 5516]
top_k =  500
Partition function (log Z): 8.605687311332787

Sorted 5' Splice Sites (High to Low Probability):
Position 2207: 0.998491435395217
Position 1791: 0.9982307336568748
Position 596: 0.9213826282901565
Position 5304: 0.2221633875673656
Position 5237: 0.10933118196700331
Position 785: 0.08770778791020778
Position 1554: 0.04348633271388834
Position 2652: 0.03951429338444696
Position 443: 0.03480845255637338
Position 5458: 0.023671707399523945
Position 855: 0.021187218666800175
Position 3550: 0.01803671982693964
Position 1200: 0.017685806919622904
Position 375: 0.013593817307976808
Position 2563: 0.011522910217259538
Position 5327: 0.010737631534527114
Position 287: 0.004502190132285672
Position 5315: 0.003443662674106917
Position 3217: 0.001958220304388806
Position 5213: 0.0017025628490502293
Position 255: 0.001630898998545179
Position 851: 0.0015679575082070238
Position 2479: 0.0013692590573507087
Position 5598: 0.0013015586885315364
Position 5269: 0.0012773975767016556
Position 1048: 0.0012644184027424273
Position 1780: 0.0012254701330062193
Position 4846: 0.0010462118150750658
Position 4252: 0.0009930928493420456
Position 2615: 0.0009286371817949183
Position 1063: 0.000890357677792737
Position 3194: 0.0005883393122828881
Position 1539: 0.0005456049658919142
Position 339: 0.0005379783808607796
Position 1251: 0.0004675074402044219
Position 426: 0.00046316241197186806
Position 6025: 0.0004444342302332935
Position 5343: 0.0004384675007351916
Position 3716: 0.00041457961606802156
Position 1819: 0.00035740165677227803
Position 552: 0.00034467161787754715
Position 3475: 0.0002829146672671732
Position 5957: 0.0002588549265186463
Position 1453: 0.0002517609528163544
Position 601: 0.0002508695027914176
Position 351: 0.00023095810476688456
Position 809: 0.00023055260905117258
Position 1194: 0.00014729920684166246
Position 1419: 0.00014630202366652188
Position 3317: 0.0001433486262013993
Position 2680: 0.00014242840726041175
Position 844: 0.0001380816214036182
Position 1224: 0.0001349644346363207
Position 3134: 0.00013380037714969028
Position 1177: 0.00012305722184437204
Position 188: 0.000122657532962392
Position 328: 0.00011941732734198816
Position 6665: 0.00011841827925615366
Position 363: 0.0001171480049040574
Position 2671: 0.00010847785420783284
Position 3967: 0.00010166082558436679
Position 2297: 9.834653451583015e-05
Position 3721: 9.077645529005055e-05
Position 447: 8.606613490551213e-05
Position 490: 8.146019388416995e-05
Position 1812: 7.698413985314029e-05
Position 3944: 7.38845990174205e-05
Position 2309: 5.8959622564324206e-05
Position 559: 5.875708222788489e-05
Position 373: 5.272142671513531e-05
Position 445: 5.161899381673122e-05
Position 2211: 4.720278875632282e-05
Position 940: 4.5622284359311154e-05
Position 1795: 4.0524771796656336e-05
Position 428: 3.943518066541803e-05
Position 1302: 3.9121344344782764e-05
Position 907: 3.792790773247366e-05
Position 2204: 3.771351802746129e-05
Position 1439: 3.55368711679415e-05
Position 160: 2.9900952223567847e-05
Position 1815: 2.8483993233632745e-05
Position 1413: 2.7678468397669844e-05
Position 2316: 2.6606008475961536e-05
Position 204: 2.5878376782040008e-05
Position 529: 2.3231689659156567e-05
Position 1160: 2.2973878904548514e-05
Position 3334: 1.8154252363882564e-05
Position 1831: 1.805578994601269e-05
Position 1329: 1.707669570555149e-05
Position 789: 1.684658243736859e-05
Position 1310: 1.5691486027667076e-05
Position 3252: 1.530562900841816e-05
Position 636: 1.5227978587050415e-05
Position 556: 1.3073560544267214e-05
Position 31: 9.378825107158e-06
Position 270: 8.93469149709784e-06
Position 326: 6.618434010136518e-06
Position 2251: 5.2797016726736535e-06
Position 1740: 5.111816068606179e-06
Position 836: 3.746196793773352e-06
Position 285: 3.726224096434781e-06
Position 1770: 3.5518480595927333e-06
Position 902: 3.5402786995797374e-06
Position 1727: 3.419373405631885e-06
Position 2307: 3.0371677947440936e-06
Position 52: 2.931411529848961e-06
Position 2664: 2.8067256845495217e-06
Position 646: 2.6406698452645807e-06
Position 2932: 2.458207428849911e-06
Position 1885: 1.2750715778339092e-06
Position 2691: 1.2389523656683355e-06
Position 1730: 1.1084859385455257e-06
Position 891: 5.945793698038191e-07
Position 313: 5.87515943892403e-07
Position 2527: 5.531507751514715e-07
Position 2032: 5.100691271305199e-07
Position 2909: 2.3530614354656836e-07
Position 2068: 2.131529251754715e-07
Position 2525: 1.503255960929198e-07
Position 11: 1.396969950796993e-07
Position 2952: 1.3862733634701014e-07
Position 492: 8.837128281666753e-08
Position 2580: 8.487520463430485e-08
Position 687: 4.52585715690512e-08
Position 2028: 3.264591044014366e-08
Position 2046: 2.6346658692948156e-08
Position 1935: 1.7737613435195118e-08
Position 2231: 1.6285142222494302e-08
Position 639: 1.5205578701351987e-08
Position 568: 1.0957785882567734e-08
Position 1703: 7.844808673466248e-09
Position 868: 5.270260130212123e-09
Position 799: 4.250677545419764e-09
Position 1985: 2.199215868815273e-09
Position 2100: 3.2103420512218936e-10
Position 2278: 2.2549425216252456e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1956: 0.9975724389653837
Position 1617: 0.9849496865225853
Position 5516: 0.9520294197162926
Position 5119: 0.38416265900080965
Position 1459: 0.04443670841879851
Position 528: 0.0431129093601848
Position 2380: 0.031260249892246614
Position 639: 0.025083693508649568
Position 1000: 0.023168091625031292
Position 731: 0.015359910806224631
Position 5437: 0.01400248286138136
Position 5382: 0.008178304990445036
Position 2525: 0.007655081429940356
Position 2499: 0.006529178513024104
Position 2798: 0.006329266527249776
Position 443: 0.006147933674392742
Position 2538: 0.005104386649842393
Position 5325: 0.004936510815129357
Position 3550: 0.004132382261139911
Position 1430: 0.004123851398881308
Position 3316: 0.0034251035497071714
Position 2387: 0.0032373868238102198
Position 3389: 0.0025576145880637684
Position 949: 0.001990257983643972
Position 5062: 0.0019260188354397482
Position 2007: 0.0017824627710921583
Position 2261: 0.0017764520878508375
Position 2278: 0.001532482573832853
Position 2590: 0.0012783373219342248
Position 455: 0.0011017140798507145
Position 2999: 0.0010949875466933813
Position 1621: 0.0009390186128858223
Position 2807: 0.0008980369807380984
Position 3342: 0.0007590792641132335
Position 6816: 0.0007563406330919633
Position 6121: 0.000741882609820586
Position 1649: 0.0006174115674922075
Position 497: 0.0006032782332485613
Position 6439: 0.0005794841126898074
Position 922: 0.0005661765499521093
Position 646: 0.0005497211618911595
Position 3036: 0.00047958575391017884
Position 2010: 0.00045519821211995135
Position 5414: 0.00043748573511634463
Position 2838: 0.0004147214216060261
