Gene = Cdc37
index = 1062
Annotated 5SS: [ 341  605 1446]
Annotated 3SS: [ 400  785 1509]
SMsplice 5SS: [ 341  605 1446]
SMsplice 3SS: [ 400  785 1509]
top_k =  500
Partition function (log Z): 4.9680435016997855

Sorted 5' Splice Sites (High to Low Probability):
Position 605: 0.9962761833953133
Position 1446: 0.9954375947600641
Position 341: 0.7349874631877285
Position 159: 0.09336745041397068
Position 1037: 0.035420802200338164
Position 1825: 0.012471220068545726
Position 76: 0.010939941513807094
Position 178: 0.004806121212639361
Position 1080: 0.002852717620543147
Position 1456: 0.0017685348371584866
Position 372: 0.0016408634769879429
Position 1187: 0.0015763539743893485
Position 99: 0.0015709254743663122
Position 53: 0.001177491214409778
Position 47: 0.0009189324247511678
Position 1759: 0.0007496059509797736
Position 61: 0.0007282124475386487
Position 912: 0.0007255062671131008
Position 1793: 0.0005277494372123343
Position 1450: 0.00040744146617130303
Position 657: 0.00035323649905938165
Position 1466: 0.00034479015282553216
Position 1019: 0.0003366309727727644
Position 64: 0.0003329592997922197
Position 1652: 0.00029862353373903455
Position 1055: 0.0002751303749187383
Position 609: 0.0002653243655672702
Position 67: 0.00025135196921009925
Position 1199: 0.00023884033164045003
Position 1236: 0.0002381538181544111
Position 357: 0.00022004508877704738
Position 1727: 0.00018035592756816124
Position 1408: 0.00016951616157272924
Position 27: 0.00012592131251437723
Position 325: 8.854664923938234e-05
Position 1218: 6.956067191373073e-05
Position 1172: 6.611588467823648e-05
Position 1405: 6.0007102845424766e-05
Position 1774: 5.8538263119787244e-05
Position 202: 4.5720579633673655e-05
Position 953: 3.879021626126496e-05
Position 1627: 3.836322841029573e-05
Position 1425: 3.671994202448643e-05
Position 311: 3.056057201172059e-05
Position 117: 2.8601038867181584e-05
Position 1277: 2.134988366233078e-05
Position 637: 1.8961048091581597e-05
Position 1604: 1.835490629548917e-05
Position 1107: 1.591939054005562e-05
Position 10: 9.068198762160932e-06
Position 732: 8.207049083057905e-06
Position 665: 7.968429278448477e-06
Position 1691: 5.1843333078561575e-06
Position 1309: 4.565411610704531e-06
Position 703: 4.42592818851255e-06
Position 1115: 4.373572105551147e-06
Position 1607: 3.788367791310963e-06
Position 1831: 3.7193474840968527e-06
Position 674: 3.215920591716426e-06
Position 1619: 2.1993899584042e-06
Position 990: 2.0908115886921628e-06
Position 1684: 1.4303415393702643e-06
Position 1582: 1.3392150083832312e-06
Position 1540: 5.598897932748727e-07
Position 1321: 3.615324384482759e-07
Position 1609: 5.964022402309192e-08
Position 557: 5.025998451833174e-08
Position 876: 1.6982173244932512e-08
Position 1289: 4.662644319872117e-09
Position 476: 3.132130928815041e-09
Position 1333: 2.386480758543592e-09
Position 1161: 1.949955252302254e-09
Position 451: 7.495088799373269e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1509: 0.9985668331409555
Position 785: 0.9918819236679471
Position 400: 0.696091646565829
Position 218: 0.07047524001835598
Position 437: 0.04295892571790055
Position 1289: 0.01530083686515735
Position 1906: 0.013713263908922153
Position 234: 0.00934588581465801
Position 146: 0.009075611623122464
Position 1256: 0.007377492313058381
Position 265: 0.005342631749290049
Position 1187: 0.005033397245863886
Position 194: 0.005027076282624988
Position 1331: 0.004867215923574089
Position 1091: 0.0030972555141195123
Position 1197: 0.002965619380206778
Position 292: 0.002688657252381492
Position 297: 0.0024913453794917356
Position 1240: 0.002252653064961167
Position 1262: 0.002186462749810541
Position 732: 0.0019423877507039424
Position 469: 0.0016579036514661138
Position 708: 0.0015440293174057505
Position 1317: 0.0010439366690731381
Position 303: 0.0007792565920401249
Position 220: 0.0006346908003305775
Position 415: 0.0005926724212585606
Position 97: 0.0005783218123493447
Position 1855: 0.0005102711373369002
Position 238: 0.0002927938933212857
Position 1518: 0.0002624700767054941
Position 1328: 0.0002394686097526644
Position 1543: 0.00019857203760524747
Position 1211: 0.0001631367998039585
Position 157: 0.00015834577072901127
Position 1064: 0.00015148097199129505
Position 241: 0.0001513757170743547
Position 1340: 0.00014327848255164582
Position 1142: 0.00012490864694662007
Position 789: 0.00011822013908646392
Position 1107: 8.603963051713276e-05
Position 372: 8.35396075949929e-05
Position 1723: 5.835934871679973e-05
Position 1811: 5.270821965233484e-05
Position 926: 4.8620489973032286e-05
Position 1346: 4.386345850947319e-05
Position 1277: 3.996260056954559e-05
Position 1839: 3.8580061292603934e-05
Position 1859: 3.0479422047095484e-05
Position 998: 2.0125492849589337e-05
Position 1530: 1.8193288746186466e-05
Position 1019: 1.810900936721881e-05
Position 1172: 1.4262911555575726e-05
Position 800: 1.3455540756123454e-05
Position 1557: 8.632813448513372e-06
Position 1704: 8.249180608634031e-06
Position 889: 8.242456678085372e-06
Position 532: 7.3970649388866186e-06
Position 321: 7.36415704913178e-06
Position 908: 7.024006011835939e-06
Position 526: 6.182706745245801e-06
Position 1650: 5.029804958881503e-06
Position 250: 4.929411180654556e-06
Position 995: 4.239304586467036e-06
Position 1088: 3.2579748788844084e-06
Position 541: 2.8561020559445315e-06
Position 534: 2.00202369257862e-06
Position 1871: 1.8454641302453745e-06
Position 860: 1.8270045152689427e-06
Position 562: 1.655077386201814e-06
Position 508: 1.256257021702707e-06
Position 1662: 1.113125242758922e-06
Position 520: 1.0446857587330582e-06
Position 325: 8.842014316674469e-07
Position 565: 5.667571970050383e-07
