Gene = Exn
index = 1158
Annotated 5SS: [  528 13850 15327 21249 22286 22537 23626 23901]
Annotated 3SS: [10545 15222 21000 21310 22346 22603 23695 23964]
SMsplice 5SS: [  528 15327 20867 21249 22286 22537 23626 23901]
SMsplice 3SS: [15222 20488 21000 21310 22346 22603 23695 23964]
top_k =  500
Partition function (log Z): 20.836598136421195

Sorted 5' Splice Sites (High to Low Probability):
Position 22286: 0.9993818404988933
Position 23901: 0.9987988886783733
Position 23626: 0.998459474856643
Position 21249: 0.9844446842775472
Position 22537: 0.9786485966146022
Position 15327: 0.9646578674958585
Position 528: 0.8726382983227905
Position 20867: 0.3928041655514472
Position 20851: 0.2595263517281256
Position 20863: 0.17580702033649173
Position 10726: 0.17552360091776747
Position 326: 0.12293378794518757
Position 16549: 0.0929023266858238
Position 13850: 0.09148910864745533
Position 12513: 0.07840381327626969
Position 16668: 0.02895883369842329
Position 20917: 0.02072388558432943
Position 22541: 0.01954828236584027
Position 10852: 0.01844495639381496
Position 9839: 0.018264269495854586
Position 10954: 0.018174890439277853
Position 69: 0.016026812249349348
Position 1588: 0.01511158251190402
Position 15331: 0.015098409426488832
Position 8921: 0.012463801282094518
Position 16651: 0.011213149285568064
Position 24239: 0.011160773494009226
Position 10839: 0.011019027258424121
Position 10732: 0.010976854358194564
Position 22916: 0.00847220140899494
Position 12191: 0.007603358008203142
Position 23173: 0.007593291249989636
Position 15964: 0.005611042233305783
Position 11678: 0.004745766123288531
Position 24125: 0.003760277780948687
Position 23180: 0.0033073061137946567
Position 22003: 0.0032722719332582357
Position 16161: 0.00323767713571754
Position 16224: 0.0031022301669207317
Position 16699: 0.002397612048522646
Position 15725: 0.002256915189121319
Position 136: 0.0018458356669998402
Position 196: 0.0018345078131073752
Position 10053: 0.0017694481806485585
Position 1159: 0.0017304495387201262
Position 1163: 0.0016997160309292839
Position 334: 0.0016025625561340686
Position 2328: 0.0014778485798191865
Position 511: 0.0011946204177956045
Position 2211: 0.0011909203736232888
Position 9686: 0.0011286318775496598
Position 131: 0.001102536166879686
Position 74: 0.001094221600468883
Position 6759: 0.0010754201727244971
Position 16119: 0.001018061206602591
Position 242: 0.0010078235898481867
Position 21377: 0.0009642048384535998
Position 3476: 0.0009542582379861897
Position 24218: 0.000924554138331858
Position 1448: 0.0009208132992536928
Position 23630: 0.0008143984825897679
Position 2630: 0.0007916517043875243
Position 7152: 0.0007323820161659927
Position 9811: 0.0007225557972559458
Position 23474: 0.0006917814181284152
Position 2324: 0.0006307824246013172
Position 9423: 0.0006197956127777975
Position 23176: 0.0005950065003069964
Position 4521: 0.0005587068977223697
Position 24260: 0.0004604135403736911
Position 15777: 0.0004401112578525876
Position 7881: 0.0003869346859582738
Position 15732: 0.00035575147626534884
Position 22290: 0.0003523405871915104
Position 15677: 0.000350820872789963
Position 4411: 0.0003146542418220613
Position 23807: 0.00030620568315819135
Position 5714: 0.0002896356521720156
Position 15991: 0.0002531777402713871
Position 24202: 0.00025006291216743317
Position 22560: 0.0002461539245035517
Position 24004: 0.00023639727234210414
Position 7889: 0.00023369858692601312
Position 346: 0.0002296395533991027
Position 24285: 0.0002132274552880834
Position 24185: 0.00021096626023059197
Position 23287: 0.00015580251313748
Position 1206: 0.0001507059318529688
Position 21385: 0.0001465009086068988
Position 23916: 0.0001395806749358907
Position 22515: 0.0001390871035841902
Position 23922: 0.00010975129302678703
Position 24243: 0.0001045094930663512
