Gene = smog
index = 1881
Annotated 5SS: [  153  1865 13267 17854 17973 18332 18475 18901 19030 19493 19830 21136
 21306 21699]
Annotated 3SS: [ 1533 12283 17613 17913 18211 18393 18551 18960 19090 19634 20953 21193
 21677 22022]
SMsplice 5SS: [  153 13267 17854 17973 18332 18475 18901 19030 19493 19830 21136 21306
 21699]
SMsplice 3SS: [12283 17613 17913 18211 18393 18551 18960 19090 19634 20731 21193 21477
 22022]
top_k =  500
Partition function (log Z): 27.676672016137495

Sorted 5' Splice Sites (High to Low Probability):
Position 18332: 0.9990786003770007
Position 21136: 0.9983535889546316
Position 18475: 0.9982125899507989
Position 19493: 0.9924124232869466
Position 18901: 0.9910681117130755
Position 19030: 0.9887705842740863
Position 17973: 0.9535666630573141
Position 17854: 0.9407663659800484
Position 21306: 0.9363318209868822
Position 13267: 0.8878962815794852
Position 21699: 0.7395763703425133
Position 19830: 0.6018919862291179
Position 153: 0.43382190057589287
Position 22276: 0.20224470924000007
Position 20954: 0.1439301732497715
Position 5613: 0.14366173768133317
Position 5732: 0.13885721631072112
Position 22291: 0.13574222424145443
Position 1865: 0.13159184867631413
Position 73: 0.12703494955026234
Position 433: 0.1031576465620801
Position 5962: 0.04982498178886887
Position 1425: 0.04245727955719754
Position 421: 0.03021738827547755
Position 22484: 0.027639280091429467
Position 17731: 0.02565874799198871
Position 2503: 0.025346952849394897
Position 22266: 0.025066115012318906
Position 99: 0.02105001794673065
Position 478: 0.01716206682243174
Position 17360: 0.01634974280649088
Position 885: 0.015106982168127713
Position 22479: 0.014350924243460855
Position 6450: 0.013324231158801278
Position 427: 0.012554803922529292
Position 22308: 0.012442399770941576
Position 429: 0.011846507159697522
Position 425: 0.011037343248172913
Position 702: 0.01083889303746436
Position 423: 0.010810828640870304
Position 19808: 0.010373445169687107
Position 437: 0.010022326747160831
Position 19814: 0.009658189041635483
Position 1495: 0.008712426989160929
Position 20585: 0.007477540833338199
Position 37: 0.007167088794417987
Position 22763: 0.006447884306967178
Position 20135: 0.006157571083462329
Position 19789: 0.0056254365136747765
Position 22667: 0.004974113876227067
Position 18006: 0.004852871398323494
Position 6674: 0.004780553002405443
Position 21401: 0.004429573658309582
Position 18894: 0.004071717645152658
Position 17824: 0.003720282839422827
Position 22217: 0.003257377250705733
Position 18871: 0.0026131026224528683
Position 1175: 0.002299771579934767
Position 18717: 0.001988302464340822
Position 20078: 0.0019618199913957295
Position 20323: 0.0018078995843792255
Position 18008: 0.001633578360343018
Position 22931: 0.0013312160430553137
Position 18693: 0.0012996875742180304
Position 19283: 0.0012968918388081543
Position 21081: 0.0011726039607259909
Position 18479: 0.0011561593010918675
Position 19500: 0.001036699023501491
Position 21256: 0.0009579387555318519
Position 1461: 0.0008113540609954227
Position 22663: 0.0007824774768812477
Position 20168: 0.0006490611925929827
Position 20385: 0.0006087205712138131
Position 1052: 0.0005626959281609761
Position 20647: 0.0005569530575389781
Position 871: 0.0005214520066182295
Position 19267: 0.00043412854512903473
Position 19940: 0.0003752615488913364
Position 19065: 0.00036706215119940307
Position 1164: 0.00034949249214058595
Position 181: 0.00033901551823405747
Position 19344: 0.0003175883493216059
Position 17990: 0.0003136860772971242
Position 889: 0.00030953687678455806
Position 21873: 0.00028569622046586675
Position 19399: 0.00027301119563792874
Position 17929: 0.00021049186266411895
Position 19877: 0.00020669952206459245
Position 21885: 0.00019138115765197352
Position 21768: 0.00019001820782719355
Position 21883: 0.00016803132150750388
Position 21887: 0.00015319573904836508
Position 21712: 0.0001505671857872748
Position 447: 0.00014842916335963346
Position 18974: 0.00014782444230528402
Position 21881: 0.00014025024083657076
Position 463: 0.00013462606612424716
Position 1869: 0.00013292039523170814
Position 21889: 0.00013239579917562072
Position 19571: 0.00012882894982763662
Position 18623: 0.00012071376570206582
Position 21362: 0.00011141563493706918
Position 449: 0.00010774609358749341
Position 18726: 9.436712277337037e-05
Position 1375: 8.623792012020893e-05
Position 459: 8.475359896467996e-05
Position 457: 8.371232287600588e-05
Position 694: 8.217875606399473e-05
Position 18728: 8.193794473485824e-05
Position 439: 8.10069020104256e-05
Position 20216: 7.533660571076903e-05
Position 922: 7.301742295018784e-05
Position 18615: 7.175428430296568e-05
Position 22287: 6.123619210488997e-05
Position 157: 6.059196526055801e-05
Position 178: 5.6056245692685645e-05
Position 18908: 5.579500494904682e-05
Position 2132: 4.9747205260395455e-05
Position 443: 4.6466622367005546e-05
Position 2004: 4.3231621785417235e-05
Position 584: 4.2901034614585654e-05
Position 21877: 4.1834104964417515e-05
Position 21333: 4.158829092099133e-05
Position 21928: 3.879951404512767e-05
Position 1381: 3.8140532218088344e-05
Position 19843: 3.511108756661039e-05
Position 19034: 3.422797378062565e-05
Position 21424: 3.364479173907314e-05
Position 18685: 3.2865321440745994e-05
Position 19811: 3.094027868598629e-05
Position 19777: 2.9569950130272122e-05
Position 932: 2.801138114908961e-05
Position 22258: 2.7933040660306405e-05
Position 19486: 2.762872889025859e-05
Position 21879: 2.727388605589419e-05
Position 19012: 2.657672152108484e-05
Position 1110: 2.624255714667673e-05
Position 453: 2.6174417679877583e-05
Position 20090: 2.5317692480531774e-05
Position 21611: 2.29032566615295e-05
Position 19192: 2.2010096200271556e-05
Position 166: 2.1704413900836647e-05
Position 108: 1.9966127345553846e-05
Position 2114: 1.884833859077107e-05
Position 18832: 1.6230945018281753e-05
Position 21541: 1.6169653727567854e-05
Position 327: 1.5498151087056135e-05
Position 19467: 1.4454005192130762e-05
Position 19241: 1.4131480536886186e-05
Position 21674: 1.339103617263416e-05
Position 415: 1.3342724500500912e-05
Position 19505: 1.2545908071837345e-05
Position 21009: 1.0842731741954558e-05
Position 18462: 1.0430385583093757e-05
Position 525: 1.0339871305583883e-05
Position 1419: 1.0301743426789801e-05
Position 19069: 9.548920093997752e-06
Position 1265: 9.514520792166544e-06
Position 495: 8.414192448011853e-06
Position 18790: 8.145313880600465e-06
Position 18336: 7.86710011434042e-06
Position 321: 7.54379780068697e-06
Position 331: 6.587899640429417e-06
Position 1020: 6.1065736123555435e-06
Position 18674: 5.931479425632999e-06
Position 812: 5.789873263848631e-06
Position 18877: 5.320915478424414e-06
Position 19610: 4.569496712828551e-06
Position 568: 4.383036420133004e-06
