Gene = GUCA2B
index = 633
Annotated 5SS: [ 120 1446]
Annotated 3SS: [1258 2113]
SMsplice 5SS: [ 120 1446]
SMsplice 3SS: [1258 1646]
top_k =  500
Partition function (log Z): -5.384362554540094

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.9735241465233858
Position 1446: 0.7772856728119506
Position 376: 0.34101059081559
Position 1175: 0.0343413087457133
Position 382: 0.019335262299264654
Position 1754: 0.013830131870451621
Position 1924: 0.013212663458230502
Position 477: 0.012026620169451859
Position 275: 0.009230218272850026
Position 519: 0.006782383094937164
Position 805: 0.006475010906503186
Position 164: 0.006403570813371585
Position 1221: 0.005150838245917426
Position 1608: 0.004211947031340316
Position 896: 0.0034364855892291125
Position 1731: 0.0033092776069489002
Position 104: 0.0023550307980103077
Position 1018: 0.002025754213502711
Position 555: 0.0010275971818835756
Position 919: 0.0008039935928334314
Position 2079: 0.0006558646924134737
Position 2135: 0.0005950246668043069
Position 1557: 0.0005836915229933119
Position 461: 0.0004565257154750509
Position 937: 0.00026273873840981397
Position 1318: 0.00023858379083119388
Position 367: 0.00021517258599908738
Position 2085: 0.00019379247871934203
Position 481: 0.00016513334830117895
Position 1756: 0.0001315090102817839
Position 745: 9.399622805940633e-05
Position 279: 7.831137531021077e-05
Position 1274: 7.361903373428989e-05
Position 607: 4.95301463021055e-05
Position 188: 3.7288563734070582e-06
Position 1853: 1.8491917026594916e-06
Position 124: 1.7834913481735652e-06
Position 186: 7.285291003918613e-07
Position 75: 5.334762775109743e-07
Position 456: 2.401103002232014e-07
Position 108: 1.3872470212131163e-07
Position 305: 2.8667254561610104e-08
Position 1191: 1.8172477204964022e-08
Position 66: 1.2449899356372819e-08
Position 72: 9.949457578207719e-09
Position 384: 8.932954375168523e-09
Position 361: 8.845429005895409e-09
Position 295: 7.373323181436784e-09
Position 138: 4.501574156806933e-09
Position 636: 3.12716537970722e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1646: 0.5758453723846344
Position 1258: 0.38948945027150855
Position 254: 0.33723058380299814
Position 1342: 0.21151384215722763
Position 1390: 0.19944943178539026
Position 1587: 0.11620049699084399
Position 1998: 0.0796009748837656
Position 2113: 0.037710961124240314
Position 1075: 0.031016453600380033
Position 1052: 0.02403022066514649
Position 1220: 0.01768312556486172
Position 2238: 0.01557873493601931
Position 237: 0.014704307659102902
Position 1109: 0.01347496389674324
Position 356: 0.013060505235375929
Position 2069: 0.012096187737980638
Position 456: 0.011294128004382243
Position 1279: 0.010779638143317583
Position 480: 0.009743904129230896
Position 709: 0.009284304380032115
Position 1878: 0.008997909359760152
Position 1895: 0.008614131723733461
Position 1526: 0.008097827059362244
Position 1417: 0.007828904430629679
Position 2263: 0.006345146533294885
Position 288: 0.005971602769362695
Position 1533: 0.005754634331554867
Position 2045: 0.005348508115535586
Position 1656: 0.005180112063888656
Position 2014: 0.003464676309792744
Position 259: 0.003437093249416218
Position 2222: 0.0029210230715061227
Position 848: 0.0027052055478901703
Position 1468: 0.002532675156817767
Position 2302: 0.002493064544402003
Position 1122: 0.0023261514452173828
Position 1202: 0.00227658662792802
Position 1616: 0.0015868228851525065
Position 1950: 0.001495981175303977
Position 1728: 0.0014685139559689738
Position 2180: 0.001419564216677681
Position 1265: 0.0013282187249379828
Position 1674: 0.001313415127285535
Position 305: 0.0012749660754591652
Position 1497: 0.0012598808584272636
Position 1694: 0.0012227088321962606
Position 202: 0.0011942374561692026
Position 1662: 0.0011716172589730318
Position 373: 0.0010890592499753588
Position 943: 0.0010838802391389876
Position 1144: 0.001083461455560617
Position 653: 0.0010633560348132978
Position 1980: 0.000983898661295725
Position 1348: 0.000881947569223226
Position 292: 0.0007605649212164396
Position 339: 0.0007503932122817482
Position 589: 0.0006175085484958232
Position 2042: 0.0005751978619349395
Position 642: 0.0004531671397427209
Position 732: 0.00038003210000982755
Position 261: 0.0002658398020379737
Position 1399: 0.00019220623212932962
Position 1612: 0.00012175958118553183
Position 1318: 0.00011384573036246427
Position 905: 9.017114878679183e-05
Position 1297: 8.216272354777744e-05
Position 860: 7.086598048810638e-05
Position 1033: 3.1704662514964926e-05
Position 1173: 2.5259391968199465e-05
Position 267: 1.7087210765285373e-05
Position 737: 1.3824150075295277e-05
Position 798: 1.0742184028711417e-05
Position 204: 1.52696949683453e-06
Position 900: 1.455222318027346e-06
Position 218: 5.739230914824199e-07
Position 271: 2.0927144671178296e-07
Position 805: 1.7852344548781897e-07
Position 688: 1.2643813153391624e-07
Position 417: 7.152657654054236e-08
Position 395: 7.106330347440102e-08
Position 375: 5.478657901063137e-08
Position 414: 5.010458408094725e-08
Position 392: 2.9931550874051626e-08
Position 422: 1.3747867544294628e-08
Position 486: 9.605078213504366e-09
Position 380: 7.797250021040354e-09
Position 175: 6.114438034723961e-09
Position 516: 4.311063150854762e-09
Position 494: 4.056440599898567e-09
Position 184: 1.4159199174647883e-09
Position 676: 1.0644051745929928e-09
Position 519: 7.351962403382141e-10
Position 182: 2.0150406301287783e-10
Position 154: 4.8099290345015584e-11
Position 489: 3.2653594907724835e-11
Position 170: 1.804132257369509e-11
Position 136: 3.2577256710017778e-15
