Gene = PRRT4
index = 1082
Annotated 5SS: [ 125  380 2346 2537 3005]
Annotated 3SS: [ 262 1621 2431 2884 9006]
SMsplice 5SS: [ 125 1686 2346 2537 3005]
SMsplice 3SS: [ 1621  2202  2431  2884 10521]
top_k =  500
Partition function (log Z): -1.8752377875686532

Sorted 5' Splice Sites (High to Low Probability):
Position 3005: 0.9940982318678733
Position 2537: 0.9123143395432817
Position 1686: 0.6659563323325662
Position 2346: 0.6499105971186587
Position 125: 0.4984899390162438
Position 380: 0.30258254742193047
Position 10450: 0.27345064778754086
Position 1263: 0.13311655519319152
Position 10620: 0.11886524947017307
Position 3521: 0.08143430071434626
Position 1821: 0.059751306961826844
Position 272: 0.05851748432669191
Position 8854: 0.05078123030883067
Position 734: 0.05024268735142076
Position 1785: 0.04912475969560573
Position 401: 0.04636158472072195
Position 6035: 0.04436520283835211
Position 10834: 0.04407932389509747
Position 8874: 0.036240111039076206
Position 388: 0.03566898198076141
Position 4096: 0.029799643701657608
Position 4092: 0.02948507811346908
Position 7663: 0.027864848478054455
Position 1453: 0.02785020811938785
Position 9237: 0.027698570867376114
Position 407: 0.02391880700179234
Position 2489: 0.023757207146177947
Position 2253: 0.022983979965726885
Position 1958: 0.02195385476973475
Position 7836: 0.019557985121259547
Position 723: 0.011222692183140448
Position 9230: 0.010910172451560908
Position 972: 0.009464495791738959
Position 481: 0.00920303247451011
Position 1184: 0.007651014586423628
Position 6899: 0.0071167872036494864
Position 459: 0.0050254679284831415
Position 1150: 0.004734903487319098
Position 423: 0.004259397766900936
Position 8207: 0.003715430615180657
Position 413: 0.003254583252623965
Position 2000: 0.0030893010635958196
Position 228: 0.002910286823045091
Position 2397: 0.0019453500750597512
Position 2711: 0.0013937388715347246
Position 775: 0.0012377271292213872
Position 6043: 0.0012348512202225374
Position 1352: 0.0012179242153672796
Position 5993: 0.0012025230170881836
Position 451: 0.0008201467056494459
Position 508: 0.0007424066025531265
Position 403: 0.0006411991709749345
Position 865: 0.0005908098886887694
Position 94: 0.0005897300414148115
Position 3009: 0.0005574016835974313
Position 2521: 0.0005179587519539148
Position 3869: 0.0004852199842201259
Position 5875: 0.00045526258709773404
Position 87: 0.0004467492568841083
Position 2046: 0.0004409975445417425
Position 1027: 0.0003789033265861394
Position 2739: 0.0002933781380506503
Position 1142: 0.00029150924999088776
Position 433: 0.00026549689397959277
Position 519: 0.00021300674552343624
Position 498: 0.00016807015278214195
Position 2528: 0.00015759503583172177
Position 425: 0.00013726461837852507
Position 2610: 8.489889785471747e-05
Position 4833: 7.726222377700065e-05
Position 7659: 5.663038560979911e-05
Position 2843: 1.2080685588430341e-05
Position 6766: 1.005308009458434e-05
Position 496: 8.796302219852592e-06
Position 512: 8.75489402859666e-06
Position 547: 7.216799696665617e-06
Position 3518: 6.578560621468513e-06
Position 405: 5.302917668960938e-06
Position 738: 5.154013818653782e-06
Position 695: 4.991840343396973e-06
Position 555: 4.580267338640118e-06
Position 553: 4.520069826950384e-06
Position 557: 3.974845806674389e-06
Position 551: 3.4075073507415136e-06
Position 691: 2.341918755450696e-06
Position 683: 2.3268586696047853e-06
Position 411: 2.1412308424662317e-06
Position 191: 2.03152185990431e-06
Position 687: 1.9858916907942586e-06
Position 689: 1.940519554907462e-06
Position 685: 1.8108878482215365e-06
Position 549: 1.6409845091530536e-06
Position 545: 1.6019522239505244e-06
Position 559: 1.562043511337615e-06
Position 502: 5.933936769536031e-07
Position 492: 5.865073669681973e-07
Position 536: 5.517951097242142e-07
Position 531: 5.464440561747939e-07
Position 579: 5.244929745171464e-07
Position 561: 5.031034981689321e-07
Position 681: 3.1998974039002056e-07
Position 794: 3.052815469088733e-07
Position 563: 2.8081164006113974e-07
Position 565: 2.6351457791464136e-07
Position 567: 2.2594655623644865e-07
Position 427: 2.2424996392809925e-07
Position 569: 1.943982050997002e-07
Position 766: 1.9068335086364317e-07
Position 571: 1.8249488831799773e-07
Position 575: 1.7353480445635147e-07
Position 573: 1.701467824558766e-07
Position 241: 4.809916038761925e-08
Position 467: 1.0175375021550774e-08
Position 465: 8.570022878767108e-09
Position 448: 6.638595865783462e-09
Position 693: 6.3444421588998785e-09
Position 500: 6.2409270751971525e-09
Position 639: 5.823822280479808e-09
Position 289: 1.572067039487951e-17

