Gene = VPRBP
index = 1550
Annotated 5SS: [  122 16276 29066 33192 36881 56229 58610 59025 66526 67298 69188 74253
 76823 77879 78441 79770 81933 82607 83275 83564 84178 93434 97845]
Annotated 3SS: [16157 28988 33117 36766 56090 58096 58922 66345 67087 69017 74127 75558
 77679 78357 79684 81698 82512 83169 83489 84075 93180 97751 99454]
SMsplice 5SS: [  122  3261 10687 16276 29066 33192 36881 56229 58610 59025 74253 77879
 78441 79770 80263 81912 82607 83275 83564 84178 93434]
SMsplice 3SS: [ 3213 10566 16157 28988 33117 36766 56090 58460 58922 74127 77679 78357
 79684 80178 81698 82512 83169 83489 84075 93180 97751]
top_k =  500
Partition function (log Z): 22.240431715327688

Sorted 5' Splice Sites (High to Low Probability):
Position 56229: 0.9999999999999925
Position 36881: 0.9999626737467184
Position 59025: 0.9996471203377488
Position 79770: 0.994548610602623
Position 16276: 0.9834466281434358
Position 29066: 0.9796468668894021
Position 84178: 0.97156890310209
Position 93434: 0.9638520462151259
Position 83564: 0.9603021834917841
Position 83275: 0.927408172888552
Position 74253: 0.8879081870173557
Position 77879: 0.876221447505074
Position 122: 0.865823559125943
Position 58610: 0.8365794693560984
Position 3261: 0.8165204491345129
Position 10687: 0.7585133694383734
Position 78441: 0.7518812098437496
Position 67298: 0.6552017446758048
Position 81912: 0.6346753571377587
Position 82607: 0.613827274350588
Position 66526: 0.613136384691312
Position 76007: 0.5791025884554704
Position 69188: 0.5074716573103895
Position 80263: 0.4590918518620003
Position 33192: 0.45407780382494206
Position 75685: 0.3706221167094071
Position 80323: 0.2532883933982466
Position 81933: 0.2316992858343556
Position 80097: 0.22738730943726082
Position 63208: 0.21546574382655187
Position 40571: 0.2143688405846404
Position 85225: 0.20557140344157482
Position 63998: 0.17743615533055948
Position 33196: 0.17726641685501357
Position 7606: 0.15877257632230388
Position 75795: 0.12995288614681472
Position 84911: 0.1103208396895888
Position 27892: 0.10920363097990986
Position 33351: 0.10186730641049609
Position 42957: 0.09825878133542885
Position 33384: 0.09611389244403017
Position 3395: 0.09541102439957035
Position 76823: 0.09506749261533026
Position 9840: 0.0940524910194917
Position 20324: 0.09403313825694608
Position 82920: 0.09062242668294837
Position 88389: 0.08864917963540457
Position 43727: 0.08716294630136329
Position 35239: 0.0834882398716363
Position 4229: 0.08307363396942394
Position 49531: 0.07714976574180092
Position 80306: 0.07691249904288207
Position 74249: 0.07605507027054809
Position 66113: 0.06695133854757032
Position 92519: 0.06308382375725909
Position 82151: 0.06124300421478097
Position 99526: 0.051826646554641045
Position 12649: 0.048897407243192144
Position 78423: 0.048768452219902565
Position 97807: 0.0486331843605752
Position 78632: 0.04740012278516881
Position 3366: 0.04254217248839487
Position 28253: 0.04182077794198782
Position 36: 0.04170253523945077
Position 29343: 0.03864333085143462
Position 25: 0.03765763962819495
Position 29205: 0.0368513078636535
Position 97673: 0.03510112843979965
Position 33369: 0.03340883425400981
Position 174: 0.032740343015307656
Position 84930: 0.032021237840281665
Position 67489: 0.031816657461736786
Position 64182: 0.03172590374325591
Position 17675: 0.030571360095853116
Position 87634: 0.029844158433433434
Position 58239: 0.029555815046605313
Position 80084: 0.02949779090007733
Position 710: 0.028587919195421342
Position 86561: 0.027282840365619277
Position 86189: 0.026328310551642028
Position 9706: 0.02468969718031839
Position 27978: 0.02463110169724807
Position 12054: 0.02444095738099448
Position 80126: 0.02280603409481986
Position 66531: 0.02272268909851526
Position 85959: 0.02187752807860545
Position 61969: 0.021714407510440823
Position 14674: 0.020711236819070736
Position 60127: 0.017197931523358457
Position 33918: 0.016484415527749097
Position 16259: 0.015956224175663496
Position 409: 0.014085129312510972
Position 83853: 0.01340841784528604
Position 33240: 0.01340835985547964
Position 9689: 0.01313773618887873
Position 3559: 0.012875607819543174
Position 5230: 0.012585825288898147
Position 12546: 0.012519137737384948
Position 10821: 0.012433020609854021
Position 9647: 0.011815721890214537
Position 31031: 0.011188540037793444
Position 64028: 0.010557798533814241
Position 75589: 0.00988489903478793
Position 83678: 0.00979533235876739
Position 67457: 0.009733666544569393
Position 33876: 0.00960345940414491
Position 74480: 0.008843209995853966
Position 99060: 0.008601069554268849
Position 77761: 0.007734682049737691
Position 76399: 0.007648538448898183
Position 3404: 0.00696105236656857
Position 29087: 0.0066693799870714545
Position 82599: 0.006660009693155687
Position 94986: 0.006658149997915201
Position 86401: 0.006211804363870057
Position 94616: 0.006121517265045592
Position 81522: 0.006107440434548925
Position 80008: 0.005797494304994248
Position 32253: 0.005635754548302862
Position 80495: 0.005542334796358811
Position 46167: 0.005542059588477207
Position 79580: 0.005467184777474699
Position 83924: 0.005199706146650773
Position 9700: 0.005183436009844983
Position 84692: 0.005021971824505209
Position 61741: 0.004663295863505883
Position 61712: 0.004351053860535552
Position 66517: 0.004096513853951688
Position 91037: 0.003958170200283281
Position 78445: 0.0037352603961058562
Position 93676: 0.003659863242102192
Position 83991: 0.003614804535366416
Position 33505: 0.0034571056684015544
Position 29913: 0.003411819906524014
Position 81574: 0.0033973581398982545
Position 8500: 0.0032539588641392093
Position 83741: 0.0032156300380527044
Position 640: 0.003142161580509125
Position 32577: 0.003051549203129397
Position 83959: 0.0030125022668498784
Position 75739: 0.003007620121604696
Position 31039: 0.0029327175969562787
Position 4362: 0.002922934684206341
Position 30688: 0.0026467171936279243
Position 10333: 0.0023607565045410685
Position 80412: 0.0023197091430066383
Position 41107: 0.0022906200941236955
Position 78548: 0.0022466170884013615
Position 9209: 0.0022457565185825994
Position 33950: 0.0021760779601694763
Position 98110: 0.002099780755213457
Position 2825: 0.0020890764689055967
Position 31302: 0.00204795216126031
Position 1895: 0.00195337973308193
Position 264: 0.0016981766740367028
Position 20075: 0.001675030436493166
Position 9842: 0.0016660771717285168
Position 32508: 0.0016533917277037177
Position 5238: 0.0014473949396479893
Position 80133: 0.0014037302314954744
Position 697: 0.0013967529475062631
Position 80327: 0.0012709076965775501
Position 75700: 0.0011595673332185832
Position 1105: 0.0011151911522116027
Position 39348: 0.0010726967968523369
Position 81510: 0.0009729000220435047
Position 492: 0.0008834420336506197
Position 3526: 0.0008232039085257596
Position 378: 0.000696064068405486
Position 19: 0.0005224100617273979
Position 2667: 0.0005194306894967838
Position 21: 0.0005095240149865949
Position 199: 0.0005092472740647887
Position 18859: 0.0004966624280916443
Position 17: 0.0004955074787316286
Position 59: 0.00045467196412026536
Position 61: 0.0004050303177235194
Position 79843: 0.0003570824846564153
Position 15: 0.00035012958510940827
Position 57: 0.00034490043313073997
Position 80355: 0.0002713122941878168
Position 3027: 0.00022689815482880476
Position 1163: 0.0002148363493893529
Position 84112: 0.00020864162652802745
Position 40: 0.00020482986467406468
Position 84225: 0.00018924558453801724
Position 1097: 0.00018120833021838256
Position 57634: 0.0001769271044375025
Position 30295: 0.00016350281560927938
Position 87: 0.00015967674086307643
Position 30236: 0.00015679038032367297
Position 712: 0.00014743000183100195
Position 79774: 0.00014622024127712514
Position 1567: 0.00013782704191950057
Position 1488: 0.00013142561869290098
Position 718: 0.0001218985065467451
Position 2918: 0.0001120001926981711
Position 2221: 9.725699189915018e-05
Position 788: 9.507793845981692e-05
Position 550: 8.274733406590723e-05
Position 59643: 6.152630740222072e-05
Position 1268: 5.8278349443454736e-05
Position 411: 5.679640845925788e-05
Position 1314: 5.2212138558664014e-05
Position 1264: 3.948301183882307e-05
Position 36895: 3.732625327577341e-05
Position 39014: 2.5192286270828327e-05
Position 38676: 1.737873150519033e-05
Position 38282: 1.527179503378654e-05
Position 3354: 4.063908672743702e-06
Position 83526: 3.7766966413970367e-06
Position 396: 2.137094072896337e-06
Position 59868: 2.0693239895940665e-06
Position 3311: 2.065412430912869e-06
Position 3399: 1.570273940232501e-06
Position 3321: 1.4152883634324735e-06
Position 413: 1.3521467476488175e-06
Position 126: 4.334914257914696e-07
Position 23: 4.149066209997231e-07
Position 63: 3.9770714850799706e-07
Position 65: 2.56828820375816e-07
Position 7: 1.4840383614681217e-07
Position 72: 5.699873904638745e-08
Position 320: 2.0321791553904578e-08
Position 29: 1.8874736458034953e-08
Position 481: 1.754239039559691e-08
Position 4: 4.894476934362423e-09
Position 487: 3.5374597950571668e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 56090: 0.9999999999999936
Position 28988: 0.9993045989374634
Position 16157: 0.9987330856434918
Position 36766: 0.9954346611206972
Position 93180: 0.9718916331707751
Position 79684: 0.9669134360395178
Position 74127: 0.9639632572879049
Position 3213: 0.956802081432683
Position 83489: 0.9288560180777722
Position 58922: 0.882602511440516
Position 33117: 0.8537948870049091
Position 77679: 0.8298693451936109
Position 78357: 0.8047299776364898
Position 97751: 0.7862791006843814
Position 84075: 0.7628149435813374
Position 80178: 0.727135678629213
Position 10566: 0.7082130248673963
Position 58460: 0.6782020287291195
Position 67087: 0.6653784523703
Position 82512: 0.5825782536728243
Position 83169: 0.54122941015441
Position 66345: 0.522396175771066
Position 75558: 0.48431604917975424
Position 81698: 0.46855728529550844
Position 69017: 0.4496526219095417
Position 75934: 0.34149674535106816
Position 83143: 0.28639856605942143
Position 81795: 0.2609585621524856
Position 75931: 0.19334989395912938
Position 63128: 0.16486079478793353
Position 80008: 0.14720065799583062
Position 85056: 0.13920798761910835
Position 9570: 0.13883718330487071
Position 58319: 0.1350435287719121
Position 27747: 0.13383473267715779
Position 83983: 0.11695803995052421
Position 58810: 0.11368211751371562
Position 63925: 0.11167431023781245
Position 66424: 0.11087481646687199
