Gene = FCER1G
index = 549
Annotated 5SS: [  74 2781 2980 3427]
Annotated 3SS: [2688 2943 3405 3583]
SMsplice 5SS: [  74 2781 2980 3427]
SMsplice 3SS: [2688 2943 3405 3583]
top_k =  500
Partition function (log Z): 0.43423274070139417

Sorted 5' Splice Sites (High to Low Probability):
Position 74: 0.8753387115528861
Position 3427: 0.7370219142194315
Position 2781: 0.5409206412298697
Position 2980: 0.3889437909331802
Position 2801: 0.2992714267386503
Position 3156: 0.21861118582055808
Position 3282: 0.17262485635346178
Position 2459: 0.1698028755141147
Position 3082: 0.13204446467714365
Position 1899: 0.12668559042254868
Position 2531: 0.123081790865811
Position 2420: 0.10339312369981687
Position 3501: 0.09097339104295042
Position 3258: 0.08680614387434672
Position 179: 0.08170556576615272
Position 1977: 0.058550090011343245
Position 1862: 0.05223783962106988
Position 3001: 0.030531879407041235
Position 3471: 0.027071062298918862
Position 3303: 0.01612002089217392
Position 2057: 0.014250254887387674
Position 1479: 0.014123459151507103
Position 87: 0.013872355374430602
Position 3213: 0.012943229499028437
Position 158: 0.01202844097272866
Position 183: 0.010993151129935479
Position 1555: 0.008333647942772872
Position 3140: 0.007614044654245045
Position 2367: 0.006038533885678529
Position 2068: 0.004704421013224863
Position 2741: 0.004404588845153757
Position 1000: 0.004094609574296354
Position 1358: 0.0038014558466261867
Position 957: 0.0035762298827280376
Position 1437: 0.0034199248382936866
Position 2796: 0.00311726815508194
Position 2326: 0.0028123299004870856
Position 3195: 0.0027409149024172604
Position 175: 0.0024081067468665145
Position 99: 0.0020107627691546
Position 2063: 0.001828936296436421
Position 1703: 0.0017472004553605197
Position 3704: 0.0015569314017407781
Position 3526: 0.0014972320327494531
Position 3336: 0.0012410605688740943
Position 3457: 0.0012053377136324462
Position 439: 0.0010597331756035241
Position 2386: 0.0006612318951919538
Position 3049: 0.0006006450841785341
Position 3643: 0.00042919702033625056
Position 2240: 0.00034748794936462294
Position 3210: 0.00031386144278991175
Position 1443: 0.0003002948883318114
Position 3766: 0.0002708878473606443
Position 1441: 0.0002484788039828182
Position 82: 0.0002473850261422637
Position 1776: 0.00023573098956429292
Position 2950: 0.00023304057449238683
Position 1832: 0.00023237877644448606
Position 945: 0.0002262560914578536
Position 1884: 0.0002182075639259368
Position 783: 0.00020857509518259638
Position 823: 0.00018916130403936234
Position 1981: 0.0001779298041755351
Position 1288: 0.00014810463052467558
Position 3686: 0.00014592136015855752
Position 1803: 0.00013257375695674482
Position 1439: 0.00011578729089828279
Position 3246: 0.00011046603942579268
Position 1169: 9.670026273209169e-05
Position 3515: 6.71403247926922e-05
Position 1801: 6.224939913751055e-05
Position 1565: 5.422233833738e-05
Position 951: 5.326675650643682e-05
Position 1483: 5.0242335940922424e-05
Position 134: 4.099741142330029e-05
Position 2453: 3.5431157303431484e-05
Position 1845: 3.345035339282008e-05
Position 3663: 3.3108122932001095e-05
Position 3805: 2.7474774752674736e-05
Position 3768: 2.6941106994878105e-05
Position 3789: 2.622671041643673e-05
Position 1583: 2.444015867941026e-05
Position 575: 2.1580497739328232e-05
Position 1447: 1.7212132038338424e-05
Position 573: 1.7152321367694423e-05
Position 778: 1.5811458605768915e-05
Position 508: 1.0261048868689769e-05
Position 1422: 8.554070309535119e-06
Position 477: 8.28482518155143e-06
Position 1572: 7.72010405407768e-06
Position 752: 4.75999894314307e-06
Position 832: 1.251339349546005e-06
Position 3431: 1.310735474546665e-07
Position 463: 1.0680040435216446e-07
Position 468: 7.066837404117377e-08
Position 121: 6.736205625438808e-08
Position 531: 6.597420695249666e-08
Position 3369: 6.474112180642306e-08
Position 488: 4.9375666694181303e-08
Position 558: 4.331153370093372e-08
Position 40: 3.350953080535511e-08
Position 61: 2.317015428341712e-08
Position 115: 2.062778993710859e-08
Position 643: 9.070409100979053e-09
Position 423: 7.549825830151728e-09
Position 691: 6.766407118641067e-09
Position 294: 4.3256565457056545e-09
Position 391: 3.96045801443637e-09
Position 147: 1.7166377691517302e-09
Position 209: 8.832320805301534e-10
Position 620: 2.796772264657641e-10
Position 37: 1.149702111225232e-10
Position 261: 8.829120656366336e-12
Position 246: 5.154297993791154e-12
Position 322: 5.646211785713421e-13
Position 347: 2.9110443403378575e-13
Position 332: 5.790742067921902e-14
Position 352: 3.8212963563060735e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2943: 0.9706401171899118
Position 3405: 0.9456757952361515
Position 3583: 0.7293147651364252
Position 2688: 0.4277242463594653
Position 2206: 0.3112771968475368
Position 1774: 0.2538863938712285
Position 2610: 0.1731556252255537
Position 2576: 0.14259507359488782
Position 3900: 0.09091644601729783
Position 2338: 0.07478133336605246
Position 2641: 0.06947087449334652
Position 3241: 0.05811913653402263
Position 3552: 0.041126524884059705
Position 3128: 0.03918546622812235
Position 2591: 0.023264776129173784
Position 3081: 0.018633165152456232
Position 1275: 0.012840615607255494
Position 3695: 0.012080059107897667
Position 3155: 0.009298410423388866
Position 1457: 0.008961047230856898
Position 2226: 0.00823871461164931
Position 2635: 0.007887666343196785
Position 1272: 0.007117629881954241
Position 2477: 0.006077974946662498
Position 725: 0.0049026089693568415
Position 3104: 0.004746371516860173
Position 2500: 0.0037441489609526778
Position 901: 0.003212893999717796
Position 1965: 0.002667017117932247
Position 3344: 0.0022118311534427065
Position 3851: 0.0018313066754303046
Position 3811: 0.0014095336483239058
Position 1849: 0.0013526275071951755
Position 3257: 0.0012410582790995373
