Gene = PDPN
index = 1008
Annotated 5SS: [  636 23842 27052 30261 30947]
Annotated 3SS: [23707 26921 30221 30834 32439]
SMsplice 5SS: [  636 23842 27052 30947]
SMsplice 3SS: [23707 26921 30834 33261]
top_k =  500
Partition function (log Z): -21.236723966319005

Sorted 5' Splice Sites (High to Low Probability):
Position 636: 0.9687033387505559
Position 2250: 0.6164992738979345
Position 398: 0.2739216998982584
Position 1730: 0.14150555295092657
Position 1250: 0.11762749557856214
Position 376: 0.10926148498980565
Position 7395: 0.10717273677505863
Position 383: 0.05674737869325034
Position 2274: 0.056629376842642985
Position 877: 0.046350307084703855
Position 4464: 0.039198660900091234
Position 211: 0.03769468754470885
Position 77: 0.03506775021016239
Position 1295: 0.022920296833977314
Position 361: 0.01367552625636533
Position 4578: 0.004705089489019316
Position 1289: 0.003647178273378008
Position 2104: 0.0029338267337618647
Position 1299: 0.0027011259704158826
Position 1630: 0.0025742727272708077
Position 1379: 0.0023856007150680715
Position 2268: 0.00225394634636487
Position 715: 0.0015995360505752728
Position 2866: 0.0015136478255853019
Position 39: 0.001490460642684549
Position 1353: 0.0013710517629519736
Position 1784: 0.0012343729774244618
Position 2175: 0.001114966825805994
Position 754: 0.0006360706414772219
Position 724: 0.0005609946921163348
Position 578: 0.000478133306517119
Position 758: 0.00047390321499162896
Position 112: 0.0004611938132810861
Position 839: 0.0004409135290506795
Position 1700: 0.0004211243364320396
Position 1646: 0.00040093446727973556
Position 935: 0.00039669593228204895
Position 942: 0.0002750337267066672
Position 996: 0.00023425038920337352
Position 816: 0.00015770890650516518
Position 496: 0.0001497738230233856
Position 1349: 0.00010496280088480714
Position 463: 5.159645280640734e-05
Position 1345: 3.650229097083749e-05
Position 144: 3.524744848600257e-05
Position 1212: 3.0885197670960546e-05
Position 123: 2.739108229934051e-05
Position 1394: 2.3901120264706607e-05
Position 126: 2.3146893525918042e-05
Position 182: 1.751469868986293e-05
Position 620: 1.296439252207642e-05
Position 1083: 8.865377426593142e-06
Position 928: 6.2568736274792795e-06
Position 141: 5.859790263623787e-06
Position 1107: 3.4896484874063347e-06
Position 2421: 3.4881577237611243e-06
Position 652: 7.361404580756206e-07
Position 580: 7.178044140466497e-07
Position 239: 3.798142807438792e-07
Position 1055: 1.3449079938206966e-07
Position 487: 4.9986051625470583e-08
Position 116: 2.7328665432994513e-08
Position 905: 1.4839265947269308e-09
Position 809: 1.4733497545748063e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2127: 0.42011690619413267
Position 544: 0.3981856116729733
Position 12361: 0.19514688670710642
Position 1541: 0.12838293991898825
Position 517: 0.1276330851049227
Position 2174: 0.1261622302504839
Position 5238: 0.1173857069622164
Position 7288: 0.11689974160799688
Position 1201: 0.1111572932470939
Position 7497: 0.08856737784457609
Position 12235: 0.07996762801950573
Position 9108: 0.07588453791337067
Position 11913: 0.07403696848846102
Position 2154: 0.07383124895818474
Position 8062: 0.06745547440060452
Position 2042: 0.0521118064083235
Position 8744: 0.038915376553911224
Position 768: 0.031174942104934926
Position 4348: 0.026219220191926143
Position 1557: 0.025918354509504776
Position 2490: 0.024271489332230164
Position 13778: 0.022399092306621946
Position 4928: 0.02157137229579288
Position 991: 0.01945532205793312
Position 3821: 0.015743290462989095
Position 5708: 0.015540385402829166
Position 12165: 0.014052215626514314
Position 1157: 0.013721712260065563
Position 4394: 0.013192489581335181
Position 2132: 0.01126544064691705
Position 2603: 0.010953716904638958
Position 1127: 0.010157600463842476
Position 6752: 0.010132144556535761
Position 1986: 0.009278818816919053
Position 6075: 0.009071735934151396
Position 9129: 0.007703148043854645
Position 1885: 0.007474339663565295
Position 10229: 0.006379790492434864
Position 4544: 0.0059720785717883385
Position 1908: 0.005339562987831962
Position 4144: 0.004784487525915191
Position 5258: 0.0041001696848084945
Position 5294: 0.0038712491123768108
Position 9525: 0.0036670099724589213
Position 2740: 0.003303262100861462
Position 8274: 0.0032780876362037675
Position 2458: 0.00271636412222181
Position 4906: 0.0025693584273441383
Position 4419: 0.0025540736322727433
Position 4951: 0.0018850910639383477
Position 522: 0.001565166152817592
Position 6851: 0.001323953198686871
Position 1364: 0.0012966250308445845
Position 6797: 0.0012527885198734125
Position 6407: 0.0012417040906532052
Position 5733: 0.0010246426126916438
Position 5234: 0.0008982394674985337
Position 6119: 0.0007942240867673528
Position 5668: 0.0006752331340315796
Position 1640: 0.0006497418443304902
Position 1205: 0.0006103374171265479
Position 4817: 0.0005718793013394393
Position 2632: 0.0005243242826060183
Position 968: 0.00045778023248415603
Position 1203: 0.0004245541724908395
Position 477: 0.0004072523613191278
Position 965: 0.00039273038421529265
Position 1928: 0.00034900614937082367
Position 1438: 0.0002688321369952928
Position 1409: 0.00021016474594296662
Position 732: 0.00019458583482349478
Position 1029: 0.00019374532040382695
Position 815: 0.00018580662295247167
Position 1676: 0.0001848620960553763
Position 1564: 0.00017145908330033874
Position 547: 0.00012059224137273297
Position 2071: 0.00011712149296344633
Position 629: 5.220146468611344e-05
Position 1972: 2.920099976769313e-05
Position 824: 2.716034558526073e-05
Position 797: 2.0352117658824718e-05
Position 723: 1.883985615281835e-05
Position 396: 1.820870939104301e-05
Position 791: 1.75335129408713e-05
Position 152: 1.589762939599248e-05
Position 868: 1.4095437410139813e-05
Position 606: 1.2585538898425337e-05
Position 577: 1.0730622588655598e-05
Position 4175: 9.811549089141937e-06
Position 793: 9.758885105121068e-06
Position 788: 9.22215725949427e-06
Position 549: 8.030640173713506e-06
Position 1179: 7.121218218689139e-06
Position 785: 5.598467617011223e-06
Position 584: 4.520922624237521e-06
Position 1047: 3.3516486381276977e-06
Position 182: 2.8469610900717997e-06
Position 632: 2.837569332915855e-06
Position 200: 2.258182816631469e-06
Position 853: 2.1436298590192002e-06
Position 1076: 2.0571613511423905e-06
Position 1041: 2.0375963332008416e-06
Position 993: 1.8230462037275477e-06
Position 173: 1.3555057522537078e-06
Position 259: 1.2853146110229471e-06
Position 850: 8.821149659695699e-07
Position 830: 8.291017921037657e-07
Position 752: 4.232526269842291e-07
Position 737: 3.356620135439586e-07
Position 149: 2.3256244940651973e-07
Position 777: 1.1722741833205349e-07
Position 1223: 4.170773767520545e-08
Position 1181: 3.925127219537497e-08
Position 293: 3.805113140606003e-08
Position 805: 2.8969223272909927e-08
Position 2300: 2.3913537963478934e-08
Position 361: 1.787800106998253e-08
Position 278: 1.4771698257349176e-08
Position 267: 4.793040398353162e-09
Position 232: 2.8814569495905112e-09
Position 407: 2.30552032498891e-09
Position 336: 1.7158397724286657e-09
Position 376: 1.160614264889538e-09
Position 261: 9.900524360930279e-10
Position 160: 7.979554417779237e-10
Position 334: 4.977228369855154e-10
Position 635: 1.6783054263690462e-11
