Gene = ZMYND12
index = 1607
Annotated 5SS: [  380  6350  7801 16412 19847 20994 23125]
Annotated 3SS: [ 6207  7628 16241 19723 20881 22978 25408]
SMsplice 5SS: [  380  6350  7801 19847 20994 23125]
SMsplice 3SS: [ 6207  7628 19723 20881 22978 24361]
top_k =  500
Partition function (log Z): -3.500766869592755

Sorted 5' Splice Sites (High to Low Probability):
Position 7801: 0.9977906793527446
Position 19847: 0.9854657919229721
Position 6350: 0.860118393053667
Position 23163: 0.6535738512496193
Position 20994: 0.6533498186357324
Position 13751: 0.5576147425584305
Position 16412: 0.4821351333752803
Position 20091: 0.31234783376141356
Position 9530: 0.2750375706888493
Position 221: 0.24246859354538958
Position 380: 0.23059573168257233
Position 180: 0.2171999897518347
Position 324: 0.1173613929066858
Position 24502: 0.10810793820776793
Position 6742: 0.09500217674531951
Position 24492: 0.0906011652484003
Position 986: 0.08512460255496898
Position 2732: 0.07185099698514924
Position 6386: 0.06094037854236402
Position 3250: 0.058445728848729214
Position 3: 0.05517178016740933
Position 6096: 0.05208628306363796
Position 1845: 0.03910121509523703
Position 24296: 0.03698116204474406
Position 25071: 0.0361964290266589
Position 3850: 0.0337531017115951
Position 20095: 0.029557831250297
Position 1488: 0.028066065342950294
Position 348: 0.023634554059134515
Position 6650: 0.022827555611418436
Position 25166: 0.022265697162888027
Position 963: 0.02041914042728797
Position 21701: 0.01982163160377939
Position 24275: 0.019074630022714895
Position 1614: 0.01872072225263554
Position 6374: 0.0177910912868952
Position 21407: 0.015005098326305942
Position 6382: 0.01471210611610551
Position 6796: 0.013239229602770297
Position 319: 0.01315949850676158
Position 12837: 0.01289495741762657
Position 20841: 0.012837616910468412
Position 11686: 0.011854651560954207
Position 8261: 0.011155317435766615
Position 11639: 0.010993578607677612
Position 8254: 0.009334768828789117
Position 763: 0.008866101075388065
Position 9000: 0.008643714885128028
Position 12795: 0.007930929859793788
Position 68: 0.007924677400948018
Position 21857: 0.0077685997063889544
Position 24618: 0.006768145288997171
Position 21698: 0.00670071120330264
Position 1584: 0.005703473161447039
Position 3207: 0.005544568496163704
Position 6391: 0.0053129063991372676
Position 10250: 0.005199369250054846
Position 21425: 0.00473372813738753
Position 23129: 0.0043548298485765425
Position 24412: 0.004069305878993461
Position 9870: 0.0037969247044033765
Position 22177: 0.0037371474905040884
Position 10324: 0.003286767497473091
Position 24060: 0.003162849857352252
Position 23089: 0.002815329554258058
Position 14125: 0.0027188348791715535
Position 25614: 0.0025567236921101373
Position 25136: 0.002330467353099527
