Gene = WARS2
index = 1555
Annotated 5SS: [   117  64322  95090  98408 106577]
Annotated 3SS: [ 64063  95008  98321 106457 107311]
SMsplice 5SS: [   117    404   4200  12285  16073  48041  64151  64322  72790  90727
  95090  98408 106577]
SMsplice 3SS: [   212   4005  12140  15987  47957  64063  64223  72689  90615  95008
  98321 106457 108700]
top_k =  500
Partition function (log Z): -41.72027372673119

Sorted 5' Splice Sites (High to Low Probability):
Position 4200: 0.9980644908459918
Position 117: 0.9923529243897307
Position 404: 0.9843581245598447
Position 12285: 0.9500900794812046
Position 16073: 0.8947480868729909
Position 3894: 0.42125458634973845
Position 3810: 0.16672709899778337
Position 8201: 0.11121507958146969
Position 9767: 0.08185667273810497
Position 13469: 0.05606062792954789
Position 7109: 0.04902948838435731
Position 5042: 0.04623382951027995
Position 13863: 0.02882008473896161
Position 3040: 0.025170569251382623
Position 2382: 0.023783942783652253
Position 3136: 0.020630480526881517
Position 969: 0.016107982779224397
Position 1457: 0.015629772169992
Position 743: 0.014505803513239246
Position 18560: 0.010446428405802491
Position 3715: 0.008405276879271352
Position 311: 0.006185219473581035
Position 19670: 0.005719098858510795
Position 3906: 0.004781538074372308
Position 18924: 0.004342532111366007
Position 55: 0.003930126484450998
Position 1906: 0.0022953570371276977
Position 19043: 0.002290089524757783
Position 3855: 0.0020312951435910486
Position 18528: 0.0019927332373472495
Position 16716: 0.0018975595811753785
Position 14041: 0.0018020598794822773
Position 3033: 0.0016715414374780502
Position 2936: 0.0015477685137184317
Position 3832: 0.0013177650328364374
Position 162: 0.0005075284365649417
Position 4060: 0.00021835746623415152
Position 5460: 0.00016749416783809636
Position 7602: 0.00015020793173060884
Position 7849: 7.591673524870371e-05
Position 2614: 6.405015520798122e-05
Position 1072: 5.476689603497331e-05
Position 421: 4.0671746366557545e-05
Position 5165: 3.1477196132089536e-05
Position 4396: 2.882565784630187e-05
Position 440: 1.8513195595432422e-05
Position 297: 1.6866171193188014e-05
Position 5144: 4.717306826776142e-06
Position 419: 4.268448485277504e-06
Position 241: 3.8729217356049784e-06
Position 574: 3.270131359366306e-06
Position 6475: 2.7460990398244844e-06
Position 276: 2.4656429634978286e-06
Position 767: 2.261020187062835e-06
Position 756: 1.7405793517519603e-06
Position 2068: 1.684241248306903e-06
Position 218: 1.6190069312084768e-06
Position 1267: 1.1404888640781064e-06
Position 820: 6.61579775242421e-07
Position 4461: 4.80475494374869e-07
Position 1010: 4.557227455163543e-07
Position 956: 3.836388603429861e-07
Position 6858: 3.452780608377145e-07
Position 305: 3.3884662606285835e-07
Position 2142: 2.6694643679039813e-07
Position 876: 2.2310736185256098e-07
Position 1197: 2.13019701407736e-07
Position 6607: 1.8292262872430926e-07
Position 1349: 1.762203982597667e-07
Position 319: 1.540832316930504e-07
Position 561: 1.1167692050188248e-07
Position 527: 1.104369567197619e-07
Position 279: 1.0771592772720806e-07
Position 586: 1.0596892606538607e-07
Position 363: 9.784828949404136e-08
Position 426: 8.335981069269116e-08
Position 467: 6.906008773977775e-08
Position 1897: 6.754783858712569e-08
Position 1925: 5.064745460207621e-08
Position 1014: 4.6506645224092304e-08
Position 535: 4.3977159640011185e-08
Position 259: 3.762011764179225e-08
Position 1912: 3.741337824445409e-08
Position 1964: 3.587711112934655e-08
Position 1715: 3.194325195648169e-08
Position 1849: 3.18924167717751e-08
Position 540: 1.5477975961385466e-08
Position 4157: 1.5074062982998322e-08
Position 6124: 7.961032343705515e-09
Position 388: 7.643835369121666e-09
Position 464: 6.30292475168789e-09
Position 693: 4.51952742871766e-09
Position 4129: 1.1096959847732702e-09
Position 4196: 8.401019316428981e-10
Position 249: 5.701406774373562e-11
Position 284: 4.713022690911647e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 12140: 0.9520574355022063
Position 4005: 0.897941534456356
Position 212: 0.8796828976387644
Position 15987: 0.8705098277387591
Position 3741: 0.5259627288933606
Position 19535: 0.1972482005227615
Position 20667: 0.11485894293314816
Position 25948: 0.1122054774558679
Position 26251: 0.10661428199239488
Position 240: 0.07493547937043156
Position 27280: 0.06065665651543749
Position 22804: 0.059172286778355274
Position 8110: 0.05685064586636661
Position 3580: 0.055225308385447175
Position 26207: 0.05399560005050419
Position 4103: 0.052969949537063826
Position 9625: 0.051959485488656254
Position 4996: 0.0463906140111916
Position 8063: 0.04227908510348301
Position 13375: 0.03839275049175361
Position 2935: 0.0381226506945855
Position 3951: 0.03520469413312215
Position 6976: 0.03392791526507636
Position 9671: 0.033457687432328444
Position 15648: 0.026175707765823335
Position 22000: 0.024512288820927274
Position 20711: 0.02443202099949049
Position 272: 0.02027940238457588
Position 18912: 0.020064207117397002
Position 13334: 0.018356663746661714
Position 22544: 0.01745399763129693
Position 13817: 0.016275849383800004
Position 18443: 0.014706294974775817
Position 2295: 0.013660335258882076
Position 642: 0.01328970238298159
Position 3714: 0.0128802376045611
Position 22033: 0.01177168042526583
Position 17716: 0.0111318276835904
Position 21731: 0.010746966709111877
Position 363: 0.010363575330722422
Position 22861: 0.010030913984016258
Position 16188: 0.00979408585853907
Position 21926: 0.00959849957316139
Position 8060: 0.00942793469798273
Position 6959: 0.009284466131575547
Position 13604: 0.009110382547810731
Position 21379: 0.008978087313344886
Position 2173: 0.008927575516302126
Position 22423: 0.008832018115913023
Position 19127: 0.0075976590166129745
Position 20372: 0.007319522873040275
Position 22705: 0.007316323963650965
Position 13784: 0.006742331295661539
Position 1373: 0.006444507349965734
Position 20332: 0.005985611723774144
Position 6834: 0.005963752987827249
Position 20165: 0.005933325640973925
Position 20208: 0.0059165035814344215
Position 19483: 0.005477479783048447
Position 18732: 0.005116551540527605
Position 21678: 0.00510584430060321
Position 21961: 0.005088988245617939
Position 19693: 0.0050866774682927
Position 3697: 0.005073010098598516
Position 853: 0.005054223271593595
Position 876: 0.004907329753355694
Position 3766: 0.004870815172950525
Position 3039: 0.0047095721274582935
Position 2816: 0.0045361546575208396
Position 18181: 0.0044105093150636175
Position 20999: 0.003918130001611062
Position 3709: 0.0037108878493482024
Position 16479: 0.00370713186360403
Position 20776: 0.003523489898801263
Position 16208: 0.0035036329957746763
Position 19079: 0.0034799285627207625
Position 4119: 0.0034590114965494796
Position 19343: 0.0033603242479902508
Position 19413: 0.0031523652098681
Position 1309: 0.003125387351488949
Position 660: 0.0030678105530782124
Position 16510: 0.00287720469900488
Position 4072: 0.0028234853714946225
Position 19320: 0.002809059649662553
Position 20544: 0.0027968194737030324
Position 7975: 0.0025421443542221387
Position 13975: 0.0024269665021869388
Position 19374: 0.0023800087083077595
Position 19142: 0.0021692380492031958
Position 3986: 0.0020466887341751153
Position 1780: 0.0018183113782854069
Position 5670: 0.0017737435626701157
Position 17550: 0.0017256586477896838
Position 4299: 0.0016730227757662376
Position 10963: 0.0015316596189071463
Position 1110: 0.0014925848630851322
Position 17845: 0.0014630042025908104
Position 7402: 0.001451374114178442
Position 17101: 0.0014208379092584193
Position 1399: 0.0014105793959468375
Position 657: 0.0013694707864728116
Position 17208: 0.001254134092371887
Position 17303: 0.0012525200752626516
Position 18355: 0.0011428777457371789
Position 881: 0.0011294642415154404
Position 310: 0.0010587226596264555
Position 1444: 0.0010432044068772323
Position 2260: 0.0009632326663325208
Position 812: 0.0009355779484007182
Position 845: 0.0008756873917821233
Position 6244: 0.0006565727884309342
Position 16184: 0.0006208301681688801
Position 1230: 0.0006105011755806715
Position 218: 0.000444357824665555
Position 3404: 0.00043091747868331343
Position 328: 0.0004294735772384806
Position 6071: 0.0003991215956180817
Position 2796: 0.0003893051547631976
Position 1353: 0.0003684969251900444
Position 2749: 0.0003276293450985749
