Gene = BLACE
index = 134
Annotated 5SS: [ 126 4831 5123 7007 8035]
Annotated 3SS: [4736 4983 6849 7890 9153]
SMsplice 5SS: [ 126 4141 4831 5123 6577 7007 8035]
SMsplice 3SS: [3977 4564 4983 6388 6913 7890 9667]
top_k =  500
Partition function (log Z): -3.0560511346237567

Sorted 5' Splice Sites (High to Low Probability):
Position 6577: 0.943595293936881
Position 5123: 0.7701589175317974
Position 7007: 0.7524293824484691
Position 4141: 0.7141756257550222
Position 4831: 0.6253855773337328
Position 8035: 0.4590607826933416
Position 3577: 0.42455392955368465
Position 126: 0.36647425605488365
Position 4466: 0.33156570825417325
Position 8000: 0.3224931547946781
Position 9847: 0.3090232878619333
Position 7731: 0.27250563088642443
Position 350: 0.16601354781273073
Position 208: 0.09762314723092633
Position 80: 0.07624303524757688
Position 524: 0.06945546846464076
Position 4461: 0.06480428180834805
Position 8320: 0.06384727659461692
Position 4002: 0.06143608725153966
Position 4900: 0.05866926446911574
Position 7223: 0.04499457870211456
Position 8260: 0.04220104694252286
Position 4016: 0.041340230807420095
Position 699: 0.03958176680022772
Position 3379: 0.035796156642953214
Position 6967: 0.0343688428394953
Position 9246: 0.03421184369059907
Position 7738: 0.03197928303253708
Position 874: 0.0279193492953824
Position 163: 0.024540439267499888
Position 431: 0.023100578836551946
Position 3469: 0.021939074310046748
Position 8173: 0.018262420710698026
Position 606: 0.014106148148004054
Position 8504: 0.014095137649395661
Position 3595: 0.0140486860208282
Position 5128: 0.013236322653238698
Position 1001: 0.012003397458834096
Position 7824: 0.011200671012944807
Position 2089: 0.01084135976973972
Position 36: 0.010437670354792684
Position 1256: 0.010295281454968816
Position 4843: 0.00957884956280498
Position 305: 0.009307068001568101
Position 7762: 0.009078951077066714
Position 1128: 0.007950411507875512
Position 216: 0.007780695007452683
Position 5291: 0.007720732943799131
Position 5148: 0.007499504113942968
Position 2229: 0.00735849283760362
Position 479: 0.0068838161225870205
Position 4880: 0.00601795706312662
Position 387: 0.005917215553666117
Position 2027: 0.005764522945737874
Position 2119: 0.005726120374852889
Position 4421: 0.005616968631136213
Position 5421: 0.005583361800543667
Position 1440: 0.005257103377236216
Position 3669: 0.00505783148955403
Position 10684: 0.005033423985097547
Position 8522: 0.0048835998249057025
Position 1333: 0.004767043142638966
Position 654: 0.004734399809079712
Position 3978: 0.004509428935400133
Position 89: 0.00394504234908141
Position 3761: 0.003929900502506359
Position 781: 0.0038536043427961062
Position 2423: 0.0036440303529709276
Position 4375: 0.0035715023647478516
Position 3985: 0.002789443304792293
Position 5140: 0.00278940537370131
Position 5481: 0.0023918509511135213
Position 4031: 0.002360040305322323
Position 5740: 0.002079067300233056
Position 8262: 0.002016188613586383
Position 8640: 0.0017180344176480258
Position 3998: 0.0016451251359571042
Position 3308: 0.0014694656908189271
Position 3513: 0.0013003194707275987
Position 3602: 0.0012720027395663992
Position 7214: 0.0011416665574280375
Position 6546: 0.0009495456748573399
Position 438: 0.000869571950985143
Position 3295: 0.0008670059372915622
Position 561: 0.0008619097622102088
Position 956: 0.0007904222174353507
Position 6653: 0.0007753963046884043
Position 6720: 0.0007356255904022863
Position 829: 0.000718908884797464
Position 4447: 0.0007176089635033676
